id,label,description
NCG12585,Redbug,community in central Columbus County.
NCG12586,Redcross,community in N Randolph County.
NCG12587,Reddick Branch,See Reddix Branch.
NCG12588,Reddick's Creek,rises in S Guilford County. Gold mine operated by John Lowder was on its banks ca. 1820.
NCG12589,Reddies River,community in W Wilkes County on Reddies River. The area was settled prior to the Revolutionary War.
NCG12590,Reddies River Township,central Wilkes County.
NCG12591,Redding,See Elizabeth City.
NCG12592,Redding Mountain,E Wilkes County N of Flat Rock Creek.
NCG12593,Reddix Branch,"rises in S Mitchell County near Swafford Gap and flows W into East Fork Grassy Creek. Said to have been named for the Reddix family, which camped near its head. While there, two of their children died of colic and were buried at the head of the stream. Recent maps have used the form Reddick."
NCG12594,Reddy Branch,rises in NW Madison County and flows S into Shelton Laurel Creek.
NCG12595,Redland,"community in N Davie County. Originally known as Bethlehem community for a Methodist church (on the site of Old Timber Ridge Meeting House, where Moravian ministers preached as early as 1773). When a post office was est. there in 1892, the name Bethlehem could not be used, as it was already in use elsewhere in the state. Redland was chosen as descriptive of the soil thereabouts. Post office closed 1906. Alt. 875."
NCG12596,Redman Creek,is formed in NE Swain County by the confluence of Left Fork and Right Fork and flows SW into Bunches Creek.
NCG12597,Redman Ridge,"NE Swain County in Great Smoky Mountains National Park, a spur extending SW from Balsam Mountain, lat. 35°34'15"" N., long. 83°12' W."
NCG12598,Redmans Cove,S Buncombe County SW of Hogback Ridge.
NCG12599,Redmans Old Field,"appears on the Collet map, 1770, as open ground on the N side of Cokey Swamp, which see, W central Edgecombe County S of Tarboro."
NCG12600,Redmon,"community in SE Madison County. Inc. 1897; charter repealed 1899. Alt. 1,603."
NCG12601,Redmond Creek,"a tidal stream on the W side of Eagles Island in the Cape Fear River, NE Brunswick County."
NCG12602,Redstone Point,"on the mainland of N Dare County extending into Croatan Sound. The William B. Umstead Bridge, approx. 3 mi. long and opened on December 22, 1956, extends from the point to Weir Point on NW Roanoke Island; named for Governor William B. Umstead (1895-1954)."
NCG12603,Redwood,"community in E Durham County on Neuse River. Est. 1890. Named for red oaks growing in the vicinity. Flourished, 1895-1917. Following the removal of a lumber mill during World War I, the community declined."
NCG12604,Reece Mountain,E Lincoln County near Killian Creek.
NCG12605,Reed Branch,rises in W Jackson County and flows NE into Savannah Creek.
NCG12606,Reed Cove,E Haywood County on N side of Fork Mountain. Reed Creek flows W through the cove.
NCG12607,Reed Creek,rises in E Haywood County and flows W into Pisgah Creek.
NCG12608,Reed Creek,rises in E Stokes County and flows E into Rockingham County.
NCG12609,Reed Gold Mine,"former gold mine in E central Cabarrus County W of community of Georgeville. Gold was found there in 1799, and the discovery of a 28-lb. nugget set off a gold rush. Mine was the site of the first authentic discovery of gold in the state. Named for John Reed, on whose farm the discovery was made. Now a State Historic Site."
NCG12610,Reed Marsh,rises in S Nash County and flows SW into Haw Branch.
NCG12611,Reed Misenheimers Township,See Earnhardt's Township.
NCG12612,Reed's Landing,See Great Neck Landing.
NCG12613,Reeders Creek,rises in S Greene County and flows E into Tyson Marsh.
NCG12614,Reeds Creek,"rises in S Iredell County and flows S into Mecklenburg County, where it enters Davidson Creek."
NCG12615,Reeds Crossroads,community in W Davidson County at the head of Beaverdam Creek.
NCG12616,Reeds Hammock,"an island in Pamlico River, SE Beaufort County; approx. ½ mi. long and 2/10 mi. wide. See also The Ditch."
NCG12617,Reeds Point,a point extending from the mainland of NE Dare County into Croatan Sound.
NCG12618,Reedy,"community in NW Davidson County served by post office, 1870-1903."
NCG12619,Reedy Branch,rises in N Johnston County and flows SW into Little Branch.
NCG12620,Reedy Branch,rises in W Wake County and flows SW into Beaver Creek.
NCG12621,Reedy Creek,rises in SW Cabarrus County and flows NE into Rocky River.
NCG12622,Reedy Creek,community in NW Davidson County.
NCG12623,Reedy Creek Bay,an arm of Big Colly Bay in NE Bladen County.
NCG12624,Reedy Creek State Park,"former park in NW Wake County est. in 1,234 acres in 1943 for blacks. Consolidated in 1965 with William B. Umstead State Park, which see."
NCG12625,Reedy Creek Township,NW Davidson County.
NCG12626,Reedy Fork,See Reedy Creek.
NCG12627,Reedy Fork Creek,rises in E Caswell County and flows NE into North Hyco Creek.
NCG12628,Reedy Glade,"a branch, rises in E Craven County and flows E into Broad Creek."
NCG12629,Reedy Island,an elevated sand and loam area approx. ¼ mi. wide and ¼ mi. long in E Duplin County approx. 2 mi. SE of community of Hadley.
NCG12630,Reedy Meadow Creek,rises in W Bladen County and flows W into Bryants Pond on Black Swamp.
NCG12631,Reedy Patch Creek,rises in E Henderson County and flows NE into Broad River.
NCG12632,Reedy Patch Gap,"E Henderson County near the head of Reedy Patch Creek. Alt. 2,242."
NCG12633,Reedy Pocosin,"the NW section of Big Pocosin, SW Beaufort County."
NCG12634,Reedy Swamp,rises in E Robeson County and flows S into Ten Mile Swamp.
NCG12635,Reelsboro,community in W Pamlico County. Named for the local Reel family.
NCG12636,Reems Branch,rises in S Madison County and flows SE into Ponder Branch.
NCG12637,Reems Creek,See Weaverville.
NCG12638,Reems Creek Township,N central Buncombe County.
NCG12639,Reepsville,community in W central Lincoln County.
NCG12640,Reese,"community in NW Watauga County on Little Beaverdam Creek. Est. before 1900. Alt. 3,320."
NCG12641,Reese Creek,rises in E Cumberland County and flows SW into Lords Creek.
NCG12642,Reeves,community in S Columbus County.
NCG12643,Refuge,"community in W Robeson County served by post office, 1893-1903."
NCG12644,Regal Station,a stop on the Southern Railway in central Cherokee County.
NCG12645,Regans Crossroads,community in W Brunswick County.
NCG12646,Registers Creek,rises in S Guilford County and flows SE into Hickory Creek.
NCG12647,Rehoboth,"community in S Northampton County on Quarter Swamp. Grew up around Rehoboth Methodist Church, est. 1798."
NCG12648,Reid,"community in SW Transylvania County near the head of South Fork Flat Creek. Alt. 2,725."
NCG12649,Reid's Springs,See Catawba Springs.
NCG12650,Reids Mountain,SE Rowan County near Yadkin River at the mouth of Flat Creek.
NCG12651,Reidsville,"city in S Rockingham County. In 1814 Reuben Reid purchased a farm and his son, future governor David Settle Reid, was appointed first postmaster in 1829. In 1864 Piedmont Railroad was completed between Greensboro and Danville, boosting Reidsville. Following the war, the town became a center of tobacco manufacturing. In time, textiles became a major factor. Post office est. in 1829. Inc. 1873. Alt. 841. Appears on the Colton map, 1861."
NCG12652,Reidsville Township,SE Rockingham County.
NCG12653,Reinhardt,"community in E Lincoln County served by post office, 1888-1904."
NCG12654,Reinhardt Gap,"on the Haywood-Jackson county line. Alt. 5,440."
NCG12655,Reinhart Knob,"on the Haywood-Jackson county line. Alt. 6,100."
NCG12656,Relief,"community in W Mitchell County on Toe River. Alt. 2,092. Named for the patent medicine Hart's Relief, a popular product with a high alcoholic content sold at John Peterson's store there after about 1870."
NCG12657,Rella,"community in N Stokes County served by post office, 1894-1904."
NCG12658,Rena,community in W Yadkin County on South Deep Creek.
NCG12659,Rendezvous Mountain,"W central Wilkes County between the heads of Purlear and Cole Creeks. Alt. 2,450. Named for the fact that militiamen from the area are believed to have gathered there to drill and that it is the traditional rendezvous site for troops that assembled before marching to the Battle of Kings Mountain, October 7, 1780. In 1926 Judge Thomas B. Finley and his wife gave the state 142 acres there for a state park. Now an Educational State Forest operated by the North Carolina Forest Service."
NCG12660,Renfro Knob,W Yancey County between Hardscrabble Branch and Nubbinscuffle Creek.
NCG12661,Rennert,"community in N Robeson County. Inc. 1895; charter repealed 1947. Known as McAlpin's Grove until the Atlantic Coast Line Railroad was constructed; the name was then changed, probably to honor someone connected with the railroad. James McAlpin, for whom the community was first named, is said to have been a Scottish officer in the British army during the American Revolution. After the war, he remained in North Carolina, taking an oath of allegiance to the United States and becoming a schoolteacher in the community that came to bear his name."
NCG12662,Rennert Township,N Robeson County.
NCG12663,Rennys Creek,rises in S Craven County and flows NE into Neuse River.
NCG12664,Renston,community in SW Pitt County. Alt. 67.
NCG12665,Repose,"community in S Lenoir County served by post office, 1887-1909."
NCG12666,Reps Martin Island,"14-acre sandy island in Yadkin River, NE Yadkin County."
NCG12667,Republican,community in W central Bertie County. Named for the Republican Baptist Church there. The name derived from the fact that the church was a public meeting place for the neighborhood.
NCG12668,Resaca,"community in NE Duplin County served by post office, 1853-1916. Named for Mexican War Battle of Resaca de la Palma."
NCG12669,Research Triangle Park,"a 5,000-acre tract in SE Durham and W Wake Counties. Industrial and governmental research facilities operate there in a campus-like setting. Years of planning preceded opening of first businesses in 1959. Prospects boosted by est. of IBM facility in 1964. Duke University, the University of North Carolina, and North Carolina State University loaned startup expertise and give continuing support. Success of park has made it a national and international model."
NCG12670,Reservoir Branch,rises in NW Madison County and flows E into Spring Creek.
NCG12671,Resoe Creek,rises in central Pender County and flows S into Rileys Creek. Also known as Razo and Rizzo Creek.
NCG12672,Resolution Branch,rises in N Jones County and flows S into Trent River.
NCG12673,Resootskeh,"a Tuscarora Indian village in Bertie County on Indian Creek that appears on the Moseley map, 1733. Site was the base of ""King Blount,"" the friendly Indian chief who aided the whites during the Tuscarora Indian War, 1711-13. The modern Tuscarora spelling of the word is Resootska, meaning ""to our grandfather."""
NCG12674,Rest,"community in central Stanly County served by post office, 1883-1907."
NCG12675,Retreat,"community in S Haywood County between Inman Branch and West Fork Pigeon River. Also known as Riverside, the name of the local Baptist church."
NCG12676,Reuben,community in NE Union County.
NCG12677,Reuben Creek,rises in E Mitchell County and flows SW into Little Rock Creek.
NCG12678,Reuben Mountain,W Stokes County at the head of East Prong Little Yadkin River.
NCG12679,Revere,community in central Madison County on Revere Creek.
NCG12680,Revere Creek,rises in central Madison County and flows NW into Big Laurel Creek.
NCG12681,Revis Branch,"rises in N Buncombe County and flows NW into S Madison County, where it enters Ivy River."
NCG12682,Revolution,former community in central Guilford County. Est. 1899. Named because the textile plant est. there was expected to revolutionize the cotton-manufacturing industry. Now within Greensboro city limits.
NCG12683,Rex,community in NE Robeson County.
NCG12684,Rex,See Ranlo-Rex-Priscilla.
NCG12685,Reynolda Lake,"seminatural lake on Silas Creek on Reynolda Estate near the Wake Forest University campus in central Forsyth County. Covers 25 acres, with a max. depth of 15 ft. Used for fishing, boating, swimming, and irrigation. Not open to the public."
NCG12686,Reynolds Cove,NW Buncombe County NE of Rocky Knob.
NCG12687,Reynolds Gap,S Macon County between the head of Ball Creek and the head of Dryman Fork.
NCG12688,Reynoldson,community in N Gates County. Reynoldson School operated there prior to the Civil War to prepare boys for Wake Forest College. The school was opened in 1856 and operated into the twentieth century.
NCG12689,Reynoldson Township,NW Gates County.
NCG12690,Rhea Branch,rises in N Cherokee County in Rhea Cove and flows SE and S into Valley River.
NCG12691,Rhea Cove,N Cherokee County at the head of Rhea Branch.
NCG12692,Rheasville,community in N Halifax County on Quankey Creek.
NCG12693,Rhems,"community in W Craven County. Alt. 38. Est. prior to 1900 as Debruhls, named for a local family. Post office was est. in 1898, closed 1907."
NCG12694,Rhinehardt Creek,rises in N Macon County and flows NE into Little Tennessee River.
NCG12695,Rhoades Academy,community in S Wayne County between Thoroughfare Swamp and Beaverdam Creek.
NCG12696,Rhodarme Cove,E Haywood County on the head of Kems Branch.
NCG12697,Rhode Branch,rises in W Jackson County and flows SE into Savannah Creek.
NCG12698,Rhodes,community in central Duplin County.
NCG12699,Rhodes Creek,rises in E Orange County and flows NE into Eno River.
NCG12700,Rhodes Mill Creek,rises in S Catawba County and flows SE into Pott Creek.
NCG12701,Rhodes Point,central Onslow County in Farnell Bay in Camp Lejeune Marine Corps Air Station.
NCG12702,Rhodestown,community in E Onslow County.
NCG12703,Rhodhiss,"town on Burke-Caldwell county line near the E extremity of Burke County. Settled 1875. Inc. 1903. Alt. 965. Named in 1902 for John Rhodes and George Hiss, who est. a cotton mill there. The town is divided by the Catawba River, and at one time the portion in Burke County was known as Cliffs. Produces textiles."
NCG12704,Rhodhiss Lake,"on the Catawba River, Burke and Caldwell Counties. Formed 1924-25. Covers 3,515 acres, with a shoreline of 90 mi. Owned by Duke Power Co. and site of hydroelectric power plant."
NCG12705,Rhodo,"community in N Cherokee County. According to local tradition, it was named for the ""raw dough"" biscuits once served at a local boardinghouse."
NCG12706,Rhody Franklin Mountain,N Madison County between Shelton Laurel Creek and the head of Martin Branch.
NCG12707,Rhyne,See Daniels-Rhyne.
NCG12708,Rhynes Crossroads,community in W central Pender County.
NCG12709,Ricahokene,"a village of Weapemeoc Indian tribe in what is now S Perquimans County on Perquimans River. Shown on the White map, 1585; appears as Rickahock on the Comberford map, 1657. The name survives in adjoining Chowan County as Rockyhock, which see."
NCG12710,Rice Branch,rises in central Madison County and flows SW into Ammons Branch.
NCG12711,Rice Cove,E Haywood County on the head of Rice Cove Creek.
NCG12712,Rice Cove Creek,rises in N central Madison County and flows N into Big Laurel Creek.
NCG12713,Rice Creek,rises in SW Beaufort County and flows N into Chocowinity Bay of Pamlico River.
NCG12714,Rice Gap,N central Transylvania County between Shutin Ridge and Lamb Creek.
NCG12715,Rice Island,"in SE Bertie County between Roanoke River and Eastmost River. A large swampy island, it measures almost 2½ mi. from tip to tip and is approx. 1 mi. wide at its greatest width. See also Purchace Islands."
NCG12716,Rice Knob,central Buncombe County between Craven Gap and Roaring Gap.
NCG12717,Rice Path,"site of early settlement on E end of Bogue Banks in S Carteret County. A vessel, laden with a cargo of rice, went aground there at one time. The people on the sound side made a path across the banks to the ocean side to get the rice, and so they called it Rice Path. Storms drove out early settlers until settlement of Salter Path, which see."
NCG12718,Rice Pinnacle,S Buncombe County at the N end of Stradley Mountain.
NCG12719,Rices Creek,rises in SE Brunswick County and flows N into Town Creek.
NCG12720,Rices Pocosin,a swamp in central Greene County.
NCG12721,Riceville,"community in N Buncombe County on Bull Creek, which see. Named for family of pioneer settlers. Served by a post office, 1876-1906."
NCG12722,Rich Branch,rises in N Mitchell County and flows E into Spring Creek.
NCG12723,Rich Cove,between Laurel Mountain and Big Creek in NW Henderson County.
NCG12724,Rich Fork Creek,rises in NE Davidson County and flows SW into Abbotts Creek.
NCG12725,Rich Gap,"in Great Smoky Mountains National Park on the Swain County, N.C.-Blount County, Tenn., line between Gregory Bald and Forge Knob, lat. 35°31'45"" N., long. 83°51'14"" W."
NCG12726,Rich Gap Mountain,NW Henderson County on Laurel Mountain between Johnson Knob and Black Mountain.
NCG12727,Rich Hammock,"a name applied on the Moseley map, 1733, to a neck of land (apparently especially suitable for cultivation) extending into North River, S Carteret County E of present town of Beaufort."
NCG12728,Rich Hill,community in E Alleghany County.
NCG12729,Rich Hill Creek,rises in W Ashe County and flows SE into North Fork New River.
NCG12730,Rich Inlet,"SE Pender County, from Topsail Sound into Atlantic Ocean. Appears on the Moseley map, 1733."
NCG12731,Rich Island Gut,"N central Carteret County, flows N into South River."
NCG12732,Rich Knob,on the Haywood-Madison county line.
NCG12733,Rich Knob,S Mitchell County between South Fork [Carvers Branch] and North Fork [Grassy Creek].
NCG12734,Rich Mountain,in SE Macon County between Big Creek and Rich Gap.
NCG12735,Rich Mountain,"an extended ridge beginning at town of Boone in central Watauga County and running NW to head of Sharp Creek, N Watauga County, then NE to its highest point, Rich Mountain Bald, which see, before ending at Rich Mountain Gap. Named for its unusually fertile though rugged slopes."
NCG12736,Rich Mountain,community on N side of mountain of same name in E Jackson County where Sugar Creek enters Caney Fork.
NCG12737,Rich Mountain Bald,"N Watauga County on Rich Mountain. Alt. 5,372."
NCG12738,Rich Mountain Creek,rises in S Alleghany County and flows W into Bullhead Creek on the Alleghany-Wilkes county line.
NCG12739,Rich Mountain Gap,"N Watauga County between Rich Mountain and Snake Mountain. Cove Creek rises on its W slope, and Meat Camp Creek rises on its E slope. Alt. 4,420."
NCG12740,Rich Neck,See Wilkinson Point.
NCG12741,Rich Ridge,W Madison County near the head of Jones Branch.
NCG12742,Rich Square,"town in S Northampton County. Inc. 1869. Alt. 78. Settled about 1750 by Quakers from Virginia. Meeting organized in 1753 and Meeting House completed in 1760. A deed in 1761 to Thomas Hunter refers to ""a tract of land called rich square,"" probably referring to the fertility of the soil. Appears as Richsquare on the Price map, 1808. Inc. 1883. Produces apparel."
NCG12743,Rich Square Township,SE Northampton County.
NCG12744,Rich Top,mountain in E Haywood County between Harbon Cove and Silvers Cove Creek.
NCG12745,Richards,See Crown Stream.
NCG12746,Richards Mill,"on the Collet map, 1770, was located on a tributary of the Pasquotank River in what is now N Pasquotank County. The stream was located approx. 12 to 15 mi. NW of the present Knobbs Creek but has long since left its streambed to become a part of the surrounding marsh."
NCG12747,Richardson,community in SW Bladen County.
NCG12748,Richardson Creek,community in N Union County on the E side of Richardson Creek.
NCG12749,Richey Gap,S Macon County between Buck Knob and Richey Knob.
NCG12750,Richey Knob,S Macon County between Sheep Hollow and Middle Creek.
NCG12751,Richfield,community in N Stanly County. Alt. 661. Inc. 1899. Named for local Ritchie family.
NCG12752,Richland Balsam,"a peak on the Haywood-Jackson county line 8 mi. S of town of Waynesville. Alt. 6,540, the highest point on Balsam Mountain, which see."
NCG12753,Richland Creek,rises in S Rutherford County S of Oakland and flows SE into Broad River.
NCG12754,Richland Creek,rises in W central Wake County near Asbury and flows N into Crabtree Creek.
NCG12755,Richland Gap,at the SW end of Piney Mountain Ridge in E Jackson County.
NCG12756,Richland Knob,N Buncombe County on Richland Mountain in Pisgah National Forest.
NCG12757,Richland Lake,central Guilford County formed by dam on Richland Creek. Built in 1943 by Cone Mills and used for industrial and municipal purposes.
NCG12758,Richland Mountain,"N Swain County in Great Smoky Mountains National Park, a ridge extending SE from Charlies Bunion between Kephart Prong and Bradley Fork, lat. 35°36'47"" N., long. 83°20'30"" W. Alt. approx. 5,600."
NCG12759,Richland Mountains,NE Rutherford County along Sally Queen Creek. There are several named peaks in the range.
NCG12760,Richland Swamp,"rises in S Hoke County and flows SE into Robeson County, where it enters Big Raft Swamp."
NCG12761,Richland Township,S central Randolph County.
NCG12762,Richlands,town in NW Onslow County between New River and Mill Swamp. Alt. 64. Settled approx. 1775; inc. 1880. Named for fertile soil of the region. Former home of Richlands Academy (1848-1904); it served as the educational center of Jones and Onslow Counties. Produces lumber. Known as Upper Richlands until it was inc. in 1880.
NCG12763,Richlands Township,NW Onslow County.
NCG12764,Richmond,See Bear Creek.
NCG12765,Richmond County,"was formed in 1779 from Anson County. Located in the S central section of the state, it is bounded by the state of South Carolina and by Anson, Stanly, Montgomery, Moore, and Scotland Counties. It was named for Charles Lennox (1735-1806), third Duke of Richmond, military officer, ambassador, and secretary of state who denounced British policy toward the American colonies. Area. 483 sq. mi. County seat: Rockingham, with an elevation of 211 ft. Townships are Beaverdam, Black Jack, Marks Creek, Mineral Springs, Rockingham, Steeles, and Wolf Pit. Produces cotton, corn, wheat, oats, peaches, poultry, hogs, livestock, textiles, paper, furniture, hosiery, and lumber."
NCG12766,Richmond Creek,See Richland Creek.
NCG12767,Richmond District,one of the districts into which Caswell County was divided at the time of the 1790 census. It contained 253 heads of families.
NCG12768,Richmond Hill,"community on the outskirts of Burlington, central Alamance County."
NCG12769,Richmond Hill,"community in N Yadkin County. Home of Richmond Pearson (1805-78), chief justice of North Carolina Supreme Court; he conducted a law school at his home, ""Richmond Hill,"" which has been restored."
NCG12770,Richmond Millpond,"NW Scotland County on Gum Swamp Creek. Formed prior to 1800 and known until 1893 as Malloys Pond for Charles Malloy, original owner. Covers 75 acres; max. depth 18 ft. Named because it was located in Richmond County when it was formed."
NCG12771,Richmond Mills,community in W Scotland County on Gum Swamp Creek.
NCG12772,Richneck Creek,rises in SW Warren County and flows E into Fishing Creek.
NCG12773,Richs Gap,W Avery County.
NCG12774,Rickman Creek,rises in N Macon County and flows SE into Matlock Creek.
NCG12775,Ricks Branch,rises in SE Cherokee County and flows SE into Little Brasstown Creek.
NCG12776,Ricks Creek,rises in NW Duplin County and flows SW into Goshen Swamp.
NCG12777,Ricky Knob,central Haywood County between Ned Branch and the head of Hemphill Creek.
NCG12778,Rico,community in N Columbus County.
NCG12779,Riddick Crossroads,community in W Gates County.
NCG12780,Riddicksville,"community in NE Hertford County near Chowan River. Known as Maney's Ferry until 1825 for the Maney family, which had lived there since about 1750. The site was acquired by Adam Riddick in 1825 and the present name adopted soon afterward."
NCG12781,Riddie Cove,W Haywood County on Big Spring Branch.
NCG12782,Riddle,"community in S Camden County. A post office est. there 1884 as Bray for Dempsey Bray, first postmaster, who removed to another community after two years. Renamed for Charles Riddle (1862-89), local schoolmaster, and operated until 1939."
NCG12783,Riddle Branch,rises in NW Yancey County and flows SE into Bald Mountain Creek.
NCG12784,Riddle Creek,rises in N Watauga County and flows S into Meat Camp Creek.
NCG12785,Riddles Creek,rises in SE Rutherford County and flows S into Broad River.
NCG12786,Ridenhour Township,NW Stanly County.
NCG12787,Riders Creek,rises in N central Tyrrell County near community of Levels and flows SW and NW into Scuppernong River.
NCG12788,Riders Creek Community,See Levels.
NCG12789,Ridge,See South Gastonia.
NCG12790,Ridge Creek,rises in NW Alamance County and flows SE into Haw River.
NCG12791,Ridge Spring,See Scuffletown.
NCG12792,Ridge's Mountain,"W Randolph County between Uwharrie River and Caraway Creek; a long, rather low, ridge."
NCG12793,Ridgecrest,"community in SE Buncombe County. Alt. 2,530. Southern Baptist summer assembly grounds are there."
NCG12794,Ridgepole Mountain,"S Macon County between Little Ridgepole Mountain and Gulf Branch. Alt. 5,008."
NCG12795,Ridgeville,"community in SE Caswell County. Known as Pea Ridge until 1875, when the present name was adopted for the ridge on which it is located. Alt. 750."
NCG12796,Ridgeway,"community in W Warren County. Alt. 422. Inc. 1869; charter repealed 1879. Grew up around a series of inns, the first of which was Colers Ordinary, shown on the Collet map, 1770. By 1800 Charles Marshall had a tavern there; portions of the original building still exist in a local dwelling. In 1816 John Paschall operated a tavern there, and the community was known as Paschalls, the name under which it appears on the MacRae map, 1833. The present name was used when a post office was est. there in 1839; it is said to be derived from the ridge on the N edge of the community on which a railway was built. After the Civil War, a development company induced immigrants from Germany, Alsace, France, Switzerland, and England to settle there."
NCG12797,Riegelwood,community in NE Columbus County near the Cape Fear River. Developed around the Riegel Paper Corporation after it began production in 1951.
NCG12798,Riggsbee,"community in NE Chatham County served by post office, 1858-1915. Known as Riggsbee's Store until 1894."
NCG12799,Riggsbee's Store,See Riggsbee.
NCG12800,Right Fork,rises in NE Cherokee County in the Valley River Mountains and flows N into Bear Branch.
NCG12801,Right Fork Bean Creek,rises in N Mitchell County and flows S to join Left Fork Bean Creek in forming Bean Creek.
NCG12802,Right Fork Belews Creek,See East Belews Creek.
NCG12803,Right Fork Cove Creek,rises in central Haywood County and flows SE into Cove Creek.
NCG12804,Right Fork Davidson River,rises in NW Transylvania County and flows SE into Davidson River.
NCG12805,Right Fork Webb Creek,rises in NE Cherokee County near Old Billy Top and flows SW and S to join Left Fork Webb Creek in forming Webb Creek.
NCG12806,Right Fork [Cane Creek],is formed in E Mitchell County by the junction of Mine Fork Branch and Stagger Weed Creek and flows NW to join Left Fork [Cane Creek] in forming Cane Creek.
NCG12807,Right Fork [Cold Spring Branch],rises in W Swain County and flows NW into Cold Spring Branch near its confluence with Hazel Creek.
NCG12808,Right Fork [Eagle Creek],rises in SE Clay County and flows NW to join Left Fork [Eagle Creek] in forming Eagle Creek. Known also as Dave Barrett Creek.
NCG12809,Right Fork [Indian Creek],rises in N Swain County and flows SW to join Left Fork [Indian Creek] in forming Indian Creek.
NCG12810,Right Fork [Pigeonroost Creek],rises in W Mitchell County and flows SW into Pigeon-roost Creek.
NCG12811,Right Fork [Raven Fork],rises in NE Swain County in Great Smoky Mountains National Park and flows SW to join Left Fork and Middle Fork in forming Raven Fork [Oconaluftee River]. See also McGee Spring.
NCG12812,Right Fork [Redman Creek],rises in NE Swain County and flows SW to join Left Fork [Redman Creek] in forming Redman Creek.
NCG12813,Right Fork [Wesser Creek],"rises in N Macon County and flows NE into Swain County, where it enters Wesser Creek."
NCG12814,Right Hand Fork,See Right Fork.
NCG12815,Right Hand Prong [Pigeon River],rises in S Haywood County and flows NE into Middle Prong.
NCG12816,Right Prong Bent Creek,rises in N Yancey County and flows SE to join Left Prong Bent Creek in forming Bent Creek.
NCG12817,Right Prong Martin Creek,rises in S Cherokee County and flows E into Martin Creek.
NCG12818,Right Prong South Toe River,rises in S Yancey County and flows E to join Left Prong South Toe River in forming South Toe River.
NCG12819,Right Prong Three Forks Creek,rises in SE Yancey County and flows W to join Left Prong Three Forks Creek in forming Three Forks Creek.
NCG12820,Right Prong [Ledge Creek],rises in NE Swain County and flows NW into Ledge Creek.
NCG12821,Riles Creek,"rises in SE Rowan County and flows SE into Stanly County, where it turns NE back into Rowan County and enters Yadkin River. The Kerr map, 1882, shows the stream as Loyal Creek."
NCG12822,Riley,"community in S Franklin County. Post office there, 1873-1911, known as Rileys Cross Roads."
NCG12823,Riley Cove,E Clay County between Chunky Gal Mountain and Buck Creek.
NCG12824,Riley Knob,E Macon County between Higdon Mountain and Ledford Branch.
NCG12825,Rileys Creek,rises in central Pender County and flows SW into Long Creek.
NCG12826,Rileys Cross Roads,See Riley.
NCG12827,Rimer,community in N Cabarrus County; known also as Rimertown.
NCG12828,Ring Fire Knob,"SE Wilkes County between Little Hunting Creek and Osborne Creek. Alt. approx. 1,300."
NCG12829,Ringstaff Mountains,"range in the Cane Creek Mountains, S Alamance County."
NCG12830,Ringwood,"town in SW Halifax County. Inc. 1877, but long inactive in municipal affairs. A number of homes there date from the early nineteenth century."
NCG12831,Rio,community in S central Transylvania County.
NCG12832,Rio Jordan,See Cape Fear River.
NCG12833,Rip Shin Mountain,"N Caldwell County. Alt. 2,200."
NCG12834,Ripley,former town on the W outskirts of Hendersonville in central Henderson County. Inc. 1909; charter repealed 1917.
NCG12835,Rippetoe Mountain,"S Caldwell County. Alt. 1,298. Named for William Rippetoe, who received the mountain in a land grant."
NCG12836,Rippys Township,"former township in S Cleveland County, now township no. 3."
NCG12837,Ripshin Mountain,SW Buncombe County N of Mount Pisgah.
NCG12838,Ripshin Ridge,"NW Burke County, extends from SE to NW between Steels Creek and Upper Creek. Alt. 2,875."
NCG12839,Risden,See Rufus.
NCG12840,Ritter,former community in W Swain County on Tuckasegee River. Site now under the waters of Fontana Lake.
NCG12841,Ritters Township,N central Moore County.
NCG12842,River Acres,community in central Beaufort County on the N shore of Pamlico River.
NCG12843,River Bend,community in NE Gaston County near Mountain Island Lake at the steam power-generating plant of the Duke Power Co.
NCG12844,River Bend Township,NE Gaston County.
NCG12845,River Hill,"community in E Iredell County served by post office, 1875-1907."
NCG12846,River Neck,community in NW Tyrrell County near the mouth of Scuppernong River. Alt. 2. Formerly called Devenport.
NCG12847,River Neck Landing,NW Tyrrell County on the E side of mouth of Scuppernong River.
NCG12848,River Side,"community on South Fork New River in SW Ashe County. Alt. approx. 2,950."
NCG12849,River Swamp,rises in SE Brunswick County and flows NW into Lockwoods Folly River.
NCG12850,River Township,NE Warren County.
NCG12851,River View Community,"SE Columbus County; formerly known as Crusoe Island. Renamed by resolution of the General Assembly, 1961. A marshy and sandy section between the Waccamaw River and the Columbus-Brunswick county line, it lies on the edge of Green Swamp, which see. It was named Crusoe Island by outsiders because of its isolation. French political refugees, who first settled in Haiti, are said to have arrived there in 1806; their descendants still live there. Roads now penetrate the area."
NCG12852,Riverdale,community in E Craven County. Settled 1878 and named because of its location near Neuse River.
NCG12853,Riverside,community in S Macon County on Little Tennessee River.
NCG12854,Riverside,See Retreat.
NCG12855,Riverside Park,community in central Beaufort County on the N shore of Pamlico River.
NCG12856,Riverton,community in E Scotland County on Lumber River. A summer resort used by residents of nearby towns and their descendants. Subject of John Charles McNeill's poetry.
NCG12857,Rizzo Creek,See Resoe Creek.
NCG12858,Roachs Creek,"rises in central Rockingham County and flows W into Dan River. Named for Roach family, gristmill operators."
NCG12859,Road Ridge,E Mitchell County at the head of Bear Creek.
NCG12860,Roan Creek,rises in E Ashe County and flows NW into South Fork New River.
