id,meta-category,label,feature type,description,notes
NCG15478,Mountain,Turkey Gap,Gap,"on the Haywood County, N.C.-Cocke County, Tenn., line.",
NCG15479,,Turkey Hen Mountain,REFERENCE,See Hen Mountain.,
NCG15480,Fresh running water,Turkey Hill Creek,Creek,rises in W Orange County and flows SE into Cane Creek.,
NCG15481,,"Turkey Hole, The",,"a deep slough on the E side of Contentnea Creek, E Greene County. So called from early times, probably from the abundance of wild turkeys in the vicinity.",
NCG15482,Mountain,Turkey Knob,Knob,S Macon County between Board Gap and Wolf Gap.,
NCG15483,Mountain,Turkey Mountain,Mountain,"SE McDowell County. Alt. approx. 1,900.",
NCG15484,Population zone,Turkey Pen,Community,community in SW Cherokee County between Wolfe and Hot House Creeks.,
NCG15485,,Turkey Pen Cove,Cove,W Macon County between Pierce Creek and Nantahala River.,
NCG15486,Mountain,Turkey Pen Gap,Gap,on Forge Mountain in W Henderson County.,
NCG15487,,Turkey Pen Hollow,Hollow,"NW Cherokee County, through which an unnamed stream flows SE into Copper Creek.",
NCG15488,,Turkey Point,Point,S Onslow County at the mouth of Turkey Creek. Appears in local records as early as 1734.,
NCG15489,Fresh running water,Turkey Quarter Creek,Creek,"NW Craven County, a channel of water separated from the main body of Neuse River by a large swampy island.",
NCG15490,,Turkey Quarters,,"name applied to a portion of what is now Pender County by Barbadian explorers in 1663 because of the many turkeys killed there. Appears on the Ogilby map, 1671, but otherwise no longer used.",
NCG15491,,Turkey Ridge,Ridge,SE Buncombe County between Johnson Cove and Briar Branch.,
NCG15492,,Turkey Swamp,REFERENCE,See Turkey Creek.,
NCG15493,,Turkey Tail,REFERENCE,See Glen Alpine.,
NCG15494,Population zone,Turkey Township,Township,E Sampson County.,
NCG15495,,Turkey-Buzzard River,REFERENCE,See Hyco River.,
NCG15496,Population zone,Turkeyfoot,Community,"community in W Davie County. Viewed from the air or in aerial photographs, local road intersections resemble a gobbler's appendage.",
NCG15497,Fresh running water,Turkeypen Branch,Branch,rises in S Watauga County and flows NE into Trout Creek.,
NCG15498,,Turkeypen Ridge,Ridge,E Madison County at the head of West Fork [Bull Creek].,
NCG15499,Population zone,Turlington,Community,"community in E Harnett County. Slocomb Crossroads, formerly recognized as a separate community, is now a part of the Turlington community.",
NCG15500,,Turnagain Bay,Bay,NE Carteret County emptying into Neuse River. Known as The Bay until about 1775.,
NCG15501,Fresh running water,Turnagain Creek,Creek,"NE Carteret County flows N to empty into Turnagain Bay. Known as The Bay Creek until around 1775. Said to have been named by Joseph Pittman, who ran an Indian out of his sweet potato patch. The Indian fled, swam the creek, and emerged on the opposite shore, where he turned to make an insulting remark to Pittman. Pittman told him to ""turn again"" and repeat what he had said. The Indian did, and Pittman shot him.",
NCG15502,Population zone,Turnage,Community,community in S Edgecombe County.,
NCG15503,Fresh running water,Turnbull Creek,Creek,"rises in White Pond Bay in S Cumberland County and flows SE into NE Bladen County, where it enters Cape Fear River in central Bladen County. Named for Thomas Turnbull, an early colonial resident.",
NCG15504,Population zone,Turnbull Township,Township,in NE Bladen County.,
NCG15505,Fresh running water,Turner Branch,Branch,rises in W Haywood County and flows NW into Jonathans Creek.,
NCG15506,Fresh running water,Turner Creek,Creek,rises in S Yadkin County and flows SE into Yadkin River.,
NCG15507,Population zone,Turner Crossroads,Community,community in S central Northampton County S of Bear Swamp.,
NCG15508,Mountain,Turner Mountain,Mountain,"central Surry County. Alt. approx. 2,100.",
NCG15509,,Turner Swamp,Swamp,"rises in NE Wayne County and flows N into Wilson County, where it enters Black Creek.",
NCG15510,Mountain,Turner Top,Top,NW Cherokee County between Copper and Sular Creeks.,
NCG15511,,Turner's Crossroads,REFERENCE,See Lewiston.,
NCG15512,Population zone,Turners,Community,community in N Polk County between Green River and Walnut Creek.,
NCG15513,,Turners Creek,REFERENCE,See Nevil Creek.,
NCG15514,,Turners Cut,,"an extension of the Dismal Swamp Canal, W Camden County, from near the canal's former mouth in the Pasquotank River to a point farther downstream, bypassing a very narrow section of the river. The Intra-coastal Waterway passes through Turners Cut.",
NCG15515,,Turners Lake,REFERENCE,See Lake Adger.,
NCG15516,Population zone,Turnersburg,Community,"community in NE Iredell County on Rocky Creek. Settled 1849 and named for Wilford Turner, local landowner. A nineteenth-century textile mill on Rocky Creek there was the first in the county; it was burned before 1900, but it was rebuilt and is still in operation. Alt. 791.",
NCG15517,Population zone,Turnersburg Township,Township,NE Iredell County.,
NCG15518,Population zone,Turnout,Community,community in W Robeson County.,
NCG15519,Population zone,Turnpike,Community,"community in SW Buncombe County near the Haywood County line. Named for the fact that it was the site of the first tollgate W of Asheville on the old turnpike between Asheville and Murphy. In the early 1860s, a tavern for the accommodation of stagecoach passengers was opened there by John C. Smathers; with the coming of the railroad in 1882, Smathers enlarged his building, serving meals to railway passengers and taking in summer tourists. A post office operated there, 1858-1908.",
NCG15520,Fresh running water,Turnpike Branch,Branch,rises in E Hertford County and flows SE into Hoggard Swamp.,
NCG15521,Fresh running water,Turnpike Creek,Creek,rises in S Haywood County and flows SW into West Fork Pigeon River.,
NCG15522,Fresh running water,Turpentine Creek,Creek,rises in SE Onslow County and flows SE through tidal marsh into the Atlantic Ocean through Browns Inlet.,
NCG15523,Fresh running water,Turtle Pond Creek,Creek,rises in S Macon County and flows N into Cullasaja River.,
NCG15524,Population zone,Turtletown,Community,"community in W Cherokee County on the Tennessee line near Copperhill, Tenn. Served by post office, 1847-1912.",
NCG15525,Population zone,Tuscarora,Community,community in W Craven County. Settled 1825. Named for the Indians who formerly lived in the area. Alt. 39.,
NCG15526,,Tuscarora Beach,Beach,"summer resort in E Hertford County near the town of Winton on Chowan River. Originally a Tuscarora Indian village; settled about 1710 by John Cotton of Virginia and known as Cotton's Crossing as late as 1759, when it was authorized to be laid out as the county seat. Later known as Old Barfields and Barfields.",
NCG15527,,Tuscola,REFERENCE,See Lake Junaluska.,
NCG15528,Fresh running water,Tusk Creek,Creek,"a tidal creek about 1 mi. N of Marshallberg in the waters of Core Sound, E Carteret County. Formerly known also as Wolfert Creek.",
NCG15529,Mountain,Tuskee Gap,Gap,"N Swain County on Thomas Ridge in Great Smoky Mountains National Park near lat. 35°33'32"" N., long. 83°22'25"" W.",
NCG15530,Population zone,Tuskeegee,Community,community in N Graham County on Tuskeegee Creek.,
NCG15531,Fresh running water,Tuskeegee Creek,Creek,rises in N Graham County and flows NE into Little Tennessee River.,
NCG15532,Population zone,Tusquitee,Community,"community in central Clay County on Johnson Mill Creek. Served by post office, 1861-1907. Alt. 2,050.",
NCG15533,Mountain,Tusquitee Bald,Bald,"N Clay County near the head-waters of Compass Creek. Alt. 5,200-5,250.",
NCG15534,Fresh running water,Tusquitee Creek,Creek,rises in NE Clay County and flows SW into Hiwassee River.,
NCG15535,Mountain,Tusquitee Gap,Gap,"N Clay County near the headwaters of Clear Creek. Alt. approx. 3,800.",
NCG15536,Mountain,Tusquitee Mountains,Mountains,NW Clay County extending NE from Leatherwood Branch to the Clay-Macon county line. Named for the Cherokee word Tusquittee or Tusquitta (rafters) because the spurs of the range suggest the rafters of a roof.,
NCG15537,Population zone,Tusquitee Township,Township,N Clay County.,
NCG15538,,Tussock Bay,Bay,in E Bladen County.,
NCG15539,,Tuton,REFERENCE,See St. Pauls.,
NCG15540,Population zone,Tuttles,Community,"community in SE Stokes County served by post office, 1898-1904.",
NCG15541,,Tuttles Cross Roads,REFERENCE,See Hartland.,
NCG15542,Population zone,Tuttles Store,Community,"community in W Alexander County. Alt. approx. 1,100. A former post office, Partee, served the community, 1887-1906.",
NCG15543,Population zone,Tuxedo,Community,"community in S Henderson County on Lake Summit. Alt. 2,187. Post office est. 1908 as Lakewood, but name later changed in 1910 to avoid confusion with another Lakewood in North Carolina. Tuxedo chosen simply because it was considered euphonious.",
NCG15544,Fresh running water,Tweed Branch,Branch,rises in SE Cherokee County and flows SE into Little Brasstown Creek.,
NCG15545,Fresh running water,Tweed Creek,Creek,rises in S Buncombe County and flows S into Cane Creek.,
NCG15546,Mountain,Twelve O'Clock Top,Top,"knob on the Buncombe-Haywood county line between the head of Dutch Cove Creek and Rocky Face Mountain. Alt. approx. 4,640.",
NCG15547,Fresh running water,Twelvemile Creek,Creek,is formed in W Union County by the confluence of East Fork Twelvemile Creek and West Fork Twelvemile Creek and flows SW into Catawba River in South Carolina.,
NCG15548,Fresh running water,Twentymile Creek,Creek,rises in NW Swain County in Great Smoky Mountains National Park and flows SW into Little Tennessee River. Named because it is 20 mi. from the junction of Tuckasegee and Little Tennessee Rivers.,
NCG15549,,Twentymile Ridge,Ridge,"NW Swain County in Great Smoky Mountains National Park. Its center is near lat. 35°28'50"" N., long. 83°50'15"" W.",
NCG15550,Fresh running water,Twin Falls,Falls,"in S Jackson County on Long Branch mi. N of Fairfield Lake. Alt. approx. 3,420.",
NCG15551,,Twin Knobs,,N Wilkes County between East Prong Roaring River and Little Sandy Creek.,
NCG15552,Population zone,Twin Oaks,Community,"community in N central Alleghany County. Alt. 2,624.",
NCG15553,,Twin Poplars,,"mound and trees 4 mi. N of Lenoir, central Caldwell County. According to local tradition, the Cherokee and Catawba Indians fought there for almost a week, until they became exhausted. They then made a pact declaring that thereafter, the two tribes would live in peace. As a token, they constructed a mound of rocks and tied two young poplar trees together. The trees, now giants of the forest, stand approx. 12 ft. apart at the base, and approx. 20 ft. above the ground they join to form a single tree.",
NCG15554,,Twin Springs,,springs near Cedar Knob in SE Buncombe County; the source of a small unnamed stream that flows NW into Grassy Creek.,
NCG15555,Population zone,Twitty,Community,"community in W Rutherford County served by post office, 1884-1907.",
NCG15556,Fresh running water,Twomile Creek,Creek,"rises in SW Guilford County and flows E into Deep River. Appears as Third Creek on the Collet map, 1770.",
NCG15557,,Twomile Swamp,Swamp,rises in W Sampson County and flows SE into Caesar Swamp.,
NCG15558,,Tyancoka Creek,REFERENCE,See Cokey Swamp.,
NCG15559,Fresh running water,Tyler Branch,Branch,rises in W Macon County and flows SW into Nantahala River.,
NCG15560,,Tynch Town,REFERENCE,See Harris Landing.,
NCG15561,,Tyndall Point,Point,"SE Beaufort County, extends into Goose Creek.",
NCG15562,,Tyner,REFERENCE,See Centre Hill.,
NCG15563,Mountain,Tyre Knob,Knob,"on the Graham-Swain county line between Grassy Gap and Broke Yoke Gap. Named for the biblical city on the Mediterranean Sea that was famous throughout the classical world for its costly, royal purple. Called Tyre Top on some maps.",
NCG15564,,Tyre Top,REFERENCE,See Tyre Knob.,
NCG15565,Population zone,Tyro Shops,Community,"community in W Davidson County served by post office, 1883-1903.",
NCG15566,Population zone,Tyro Township,Township,W central Davidson County.,
NCG15567,Population zone,Tyrrell County (TIR-ehl),County,"was formed in 1729 from Chowan, Bertie, Currituck, and Pasquotank Counties. Located in the E section of the state, it is bounded by the Albemarle Sound and by Dare, Hyde, and Washington Counties. It was named for Sir John Tyrrell (1685-1729), one of the Lords Proprietors of North Carolina. Area: 583 sq. mi. County seat: Columbia, with an elevation of 10 ft. Townships are Alligator, Columbia, Gum Neck, Scuppernong, and South Fork. Produces soybeans, corn, peanuts, hogs, seafood, Irish potatoes, tools, wheat, livestock, and lumber.",
NCG15568,Fresh running water,Tyson Creek,Creek,rises in W Pitt County and flows NE into Tar River.,
NCG15569,,Tyson Marsh,Marsh,"stream, rises in S Greene County and flows NE into Contentnea Creek.",
NCG15570,Population zone,Tyson Township,Township,S central Stanly County.,
NCG15571,,Tyson's Mill,REFERENCE,See Jefferson.,
NCG15572,Population zone,Tysonville,Community,community in central Wake County named for Tyson's Chapel and long known by that name.,
NCG15573,,U-Alta Lake,Lake,"W Randolph County, is formed by a dam on Caraway Creek. Covers 20-25 acres. Named for Eula Alta Farlow, wife of Arthur Farlow, who developed the lake.",
NCG15574,Population zone,Ucohnerunt,Town,"a Tuscarora Indian town shown on the Moseley map, 1733, as situated on the mouth of Town Creek in what is now central Edgecombe County. Also called King Blount's Town for the chief under whom the Tuscarora Indians began their removal to the Roanoke River in 1732.",
NCG15575,Fresh running water,Ugly Creek,Creek,rises in S Stanly County and flows SE into Hardy Creek.,
NCG15576,Fresh running water,Ugly Fork,Fork,rises in W Haywood County near the Swain County line on the N side of Big Fork Ridge and flows E and NE into Rough Fork.,
NCG15577,Population zone,Ulah,Community,"community in S Randolph County served by post office, 1889-1953. Originally Uhla; probably named for the daughter of M. R. Moffitt, first postmaster.",
NCG15578,Population zone,Umbra,Community,"community in NE Durham County served by post office, 1891-1903.",
NCG15579,,Umstead Bridge,REFERENCE,See Redstone Point; Weir Point.,
NCG15580,,Umstead State Park,REFERENCE,See William B. Umstead State Park.,
NCG15581,Fresh running water,Una Creek,Creek,rises in SE Swain County and flows W into Yalaka Creek.,
NCG15582,Mountain,Una Gap,Gap,SE Swain County on Una Mountain near the head of Mason Branch.,
NCG15583,Mountain,Una Mountain,Mountain,SE Swain County on the head of Una Creek.,
NCG15584,Population zone,Unahala,Community,community in S Swain County on Yalaka Creek and Una Creek.,
NCG15585,Population zone,Unaka,Community,community in NW Cherokee County near the junction of Copper and Beaverdam Creeks.,
NCG15586,Mountain,Unaka Mountain,Mountain,"on the Mitchell County, N.C.-Unicoi County, Tenn., line. Alt. approx. 5,190. See also Unicoi Mountains.",
NCG15587,Mountain,Unaka Mountains,Mountains,"in Avery and Mitchell Counties, N.C., and Unicoi and Carter Counties, Tenn., form the common boundary line between the two states from the Nolichucky River to the Doe River (in Tennessee). Of 40 miscellaneous maps dating from 1795 to 1930, 22 called the ridge, in whole or in part, Iron Mountains; others divide between Iron and Yellow Mountains; and 5 call them Unaka Mountains the entire distance. Unaka is a corruption of Unega, meaning ""white""; it is used in the 1789 act passed by the General Assembly of North Carolina that ceded what is now the state of Tennessee to the U.S. government.",
NCG15588,Population zone,Uncas,Community,"community in E Mecklenburg County served by post office, 1893-1903.",
NCG15589,,Under Hills,REFERENCE,See Piedmont.,
NCG15590,Fresh running water,Underwood Branch,Branch,rises in NE Cherokee County and flows SE into Webb Creek.,
NCG15591,Mountain,Underwood Mountain,Mountain,"W Henderson County, extends E in an arc between Little Willow Creek and South Fork. Alt. approx. 3,250.",
NCG15592,Mountain,Unicoi Gap,Gap,"on the Cherokee County, N.C.-Monroe County, Tenn., line in the Unicoi Mountains.",
NCG15593,Mountain,Unicoi Mountains,Mountains,"in Cherokee and Graham Counties, N.C., and Monroe and Polk Counties, Tenn., form in part the common boundary line of the two states between the Little Tennessee River and Hiwassee River. The name is one of those in common use; it was suggested by Horace Kephart and approved by the nomenclature committees of the Great Smoky Mountains Park Commissions of North Carolina and Tennessee. The name—which, like Unaka, is a corruption of Unega, meaning ""white""—was used in the 1789 act passed by the General Assembly of North Carolina that ceded what is now the state of Tennessee to the U.S. government: ""where it is called Unicoy or Unaka Mountain between the Indian towns of Cowee and Old Chota.""",
NCG15594,Population zone,Union,Community,community in S Macon County on Dowdle Branch.,
NCG15595,,Union City,REFERENCE,See Fairmont.,
NCG15596,Cultural/constructed site,Union Copper Mine,Mine,"former mine in NE Cabarrus County, operated extensively from the early 1900s until 1914. Further explorations made in 1960, but mine not reopened for work.",
NCG15597,Population zone,Union County,County,"was formed in 1842 from Anson and Mecklenburg Counties. Located in the S central section of the state, it is bounded by the state of South Carolina and by Mecklenburg, Cabarrus, Stanly, and Anson Counties. At the time the county was formed, there was a dispute between local Whigs and Democrats as to whether it should be named Clay or Jackson. The name Union was suggested and adopted as a compromise and because the new county was created from parts of two others. Area: 643 sq. mi. County seat: Monroe, with an elevation of 576 ft. Townships are Buford, Goose Creek, Jackson, Lanes Creek, Marshville, Monroe, New Salem, Sandy Ridge, and Vance. Produces oats, wheat, corn, cotton, lespedeza, poultry, turkeys, hogs, dairy products, livestock, textiles, apparel, bricks, pipes, processed meat, industrial machinery, wood products, asbestos, and crushed stone.",
NCG15598,Population zone,Union Cross,Community,"community in central Yadkin County. Named for Union Cross Friends Meeting, organized in 1883.",
NCG15599,,Union Factory,REFERENCE,See Randleman.,
NCG15600,Population zone,Union Grove,Community,community in N Yadkin County near the head of Fall Creek.,
NCG15601,Population zone,Union Grove Township,Township,N central Iredell County.,
NCG15602,Population zone,Union Hill,Community,community in NE Yadkin County.,
NCG15603,Population zone,Union Hope,Community,community in SW Nash County.,
NCG15604,Population zone,Union Mills,Community,community in N Rutherford County. Est. 1892. Inc. 1907; charter repealed 1924. Named for the consolidation of several small sawmills in the period 1885-90.,
NCG15605,Population zone,Union Ridge,Community,community in S Forsyth County; now within the urban extension of the city of Winston-Salem.,
NCG15606,Population zone,Union Township,Township,W Wilkes County.,
NCG15607,Population zone,Unionville,Town,town in N Union County at the head of Chinkapin Creek. Inc. 1911; reincorporated 1998.,
NCG15608,Population zone,Unity,Community,"community in NE Mecklenburg County served by post office, 1891-1902.",
NCG15609,Cultural/constructed site,Unity Parish,Church,"Church of England, Guilford County, est. 1771 with the formation of the county and coextensive with it.",
NCG15610,Population zone,Unity Township,Township,N Rowan County. Named for local Presbyterian church.,
NCG15611,Population zone,University,Community,community in E Orange County on Southern Railway approx. 9 mi. N of Chapel Hill; a former rail station serving the University of North Carolina. Railroad name for the station is Glenn. Alt. 471.,
NCG15612,,University Lake,Lake,on Morgan Creek in S Orange County. Formed 1932 as a municipal water supply for Chapel Hill-Carrboro. Covers 219 acres; max. depth 30 ft.,
NCG15613,Population zone,Uno,Community,community in central Henderson County on Clear Creek.,
NCG15614,Population zone,Upchurch,Community,"community in W Wake County. Named for William B. Upchurch, around whose farm the community grew after a railway station was built there. Upchurch is said to have built first flue-cure tobacco barn in Wake County.",
NCG15615,,Upchurch Pond,Pond,"on Rockfish Creek, E Hoke and W Cumberland Counties. Approx. 5 mi. long.",
NCG15616,Population zone,Upland,Community,community in SW Chatham County.,
NCG15617,Fresh running water,Upper Bartons Creek,Creek,rises in NW Wake County NW of community of Leesville and flows NE into Neuse River W of mouth of Lower Bartons Creek. Formerly called Great Elliby and Little Elliby.,
NCG15618,Fresh running water,Upper Beaverdam Creek,Creek,rises in W Scotland County and flows SE into Richmond Millpond (Gum Swamp Creek).,
NCG15619,Fresh running water,Upper Broad Creek,Creek,"rises in NE Craven County on the Craven-Pamlico county line and flows SW along the line into Neuse River. Appears as Broad Creek on the Moseley map, 1733; mentioned in local records as early as 1723. Sometimes referred to in eighteenth century local records as Ashes Creek.",
NCG15620,,Upper Campbellton,REFERENCE,See Fayetteville.,
NCG15621,Population zone,Upper Conetoe Township,Township,"former township in E Edgecombe County, now township no. 3.",
NCG15622,Fresh running water,Upper Creek,Creek,is formed in S Yancey County by the junction of Middle Fork Upper Creek and South Fork Upper Creek. It flows NE into South Toe River.,
NCG15623,Population zone,Upper Creek Township,Township,N Burke County.,
NCG15624,Fresh running water,Upper Dowry Creek,Creek,rises in E Beaufort County and flows approx. 1½ mi. S into Pungo River.,
NCG15625,Fresh running water,Upper Falls,Falls,in SW Transylvania County in Laurel Creek. Height of the falls is 40 ft.,
NCG15626,Fresh running water,Upper Falls,Falls,SE Yancey County near the head of Crabtree Creek. Water falls approx. 75 ft.,
NCG15627,Population zone,Upper Fishing Creek Township,Township,"former township in N Edgecombe County, now township no. 6.",
NCG15628,,Upper Flat Creek,REFERENCE,See Flat Creek.,
NCG15629,,Upper Flats,,"area of stony loam in NW Swain County on Greer Branch covering approx. 1.45 sq. mi.; level except the E end, which is hilly from N to S.",
NCG15630,Population zone,Upper Fork Township,Township,SW Burke County.,
NCG15631,Fresh running water,Upper Goose Creek,Creek,rises in central Beaufort County and flows S into Pamlico River.,
NCG15632,Mountain,Upper Haw Knob,Knob,on the Madison-Yancey county line in the Walnut Mountains.,
NCG15633,Population zone,Upper Hominy Township,Township,SW Buncombe County.,
NCG15634,Population zone,Upper Laurel Township,Township,"former township in NE Madison County, now township no. 11.",
NCG15635,Fresh running water,Upper Little River,River,"is formed in SE Caldwell County by a number of small streams. It flows SE, forming a part of the Alexander-Caldwell county line before flowing into Catawba River. Formerly known as Clarks Little River.",
NCG15636,Fresh running water,Upper Little River,River,"rises in S Lee County and flows SE into Harnett County, where it enters Cape Fear River. Scottish Highlanders settled the fertile lands along its banks during the period 1740-60. Appears on the Collet map, 1770.",
NCG15637,Population zone,Upper Little River Township,Township,NW Harnett County.,
NCG15638,Fresh running water,Upper Long Creek,Creek,rises in SE Swain County and flows SW into Yalaka Creek.,
NCG15639,Population zone,Upper Pigeonroost,Community,community on Right Fork [Pigeonroost Creek] in W Mitchell County.,
NCG15640,Population zone,Upper Poplar,Community,community on Hollow Poplar Creek in NW Mitchell County.,
NCG15641,,Upper Richlands,REFERENCE,See Richlands.,
NCG15642,Mountain,Upper Sassafras Gap,Gap,"N Swain County in Great Smoky Mountains National Park on Noland Divide near lat. 35°31'56"" N., long. 83°27'15"" W.",
NCG15643,Population zone,Upper Saura Town,Village,"former Indian village in Stokes County on Dan River. Site approx. 4 mi. E of Madison. Probably occupied by Saura Indians by the middle of the seventeenth century and abandoned in the early eighteenth century. Saura or Sara meant ""a place of tall grass or weeds."" The site, occupied by descendants of Europeans, was still known as Sauratown as late as 1894. Appears on the Collet map, 1770, as Upper Sawra and on the Price map, 1808, as Saurat, but it does not appear on later maps.",
NCG15644,Fresh running water,Upper Spring Creek,Creek,"rises in NW Goose Creek Island, NW Pamlico County, and flows N to join Campbell Creek at the Beaufort-Pamlico county line to form Goose Creek.",
NCG15645,Population zone,Upper Town Creek Township,Township,"former township in W Edgecombe County, now township no. 11.",
NCG15646,Population zone,Upper Township,Township,"former township in N Chowan County, now township no. 3.",
NCG15647,,Upper Trail Ridge,Ridge,SW Macon County between Nichols Branch and Big Shoal Branch.,
NCG15648,Population zone,Upton,Community,"community in NW Caldwell County. Alt. 1,420.",
NCG15649,Population zone,Upward,Community,"community in E Henderson County served by post office, 1877-1905. First called Crossroads, being at junction of Ridge Road and Howard Gap Road. Took present name from a local estate of a South Carolina summer resident.",
NCG15650,,Urahaw Swamp,Swamp,rises in S Northampton County and flows NE into Potecasi Creek. The name appears in local records as early as 1719.,
NCG15651,Population zone,Uree,Community,community in NW Rutherford County on Broad River.,
NCG15652,Mountain,Utah Mountain,Mountain,"central Haywood County between Snakeden Top and Fulbright Cove. Named for the fact that a band of Mormons lived there in the 1880s and 1890s. Their practice of polygamy made them unpopular with their neighbors, and the Mormons were forced to leave North Carolina. Their houses, barns, fences, and other property were abandoned, and the ruins still exist. Orchards and vineyards, as well as ornamental flowering shrubs, are now growing wild in the vicinity.",
NCG15653,Fresh running water,Utley's Creek,Creek,rises in S Wake County near Holly Springs and flows SW into Big White Oak Creek.,
NCG15654,Population zone,Uwharrie (u-whar-ee),Community,"community in NW Montgomery County served by post office, 1876-1914.",
NCG15655,Mountain,Uwharrie Mountains,Mountains,"extend NE-SW across Montgomery, Randolph, and Stanly Counties. The Yadkin River flows through the SW end. Geologists describe the mountains as isolated, residual knobs that have resisted erosion and weathering better than the surrounding countryside. Probably formed several hundred million years ago by a number of explosive-type volcanoes. John Lawson visited the area in 1701 and used the name Heighwaree. Morrow Mountain State Park and Town Creek Indian Mound Historic Site are there. There are many named peaks, particularly in Montgomery and Randolph Counties. Alts. are not over 1,800 ft.",
NCG15656,,Uwharrie National Forest,Forest,"largely in W Montgomery County but also in SW Randolph, SE Davidson, and NW Stanly Counties. Covers 204,682 acres, with headquarters in Troy. Originally laid out as a purchase unit in 1934 and made a National Forest in 1961.",
NCG15657,Fresh running water,Uwharrie River,River,"rises in NW Randolph County, flows S into Montgomery County, then flows SW to join the Yadkin River in forming the Pee Dee River. The source of the Uwharrie River is approx. 840 ft. above sea level, and the elevation at the junction of the Uwharrie and Yadkin Rivers is approx. 280 ft. Appears as Uharie River on the Moseley map, 1733, but is incorrectly placed and out of proportion. The Collet map, 1770, makes the necessary corrections but calls it Voharee Creek.",
NCG15658,Population zone,Uwharrie Township,Township,W Montgomery County.,
NCG15659,,Vade Mecum,,"former resort and present Episcopal Church summer camp at the junction of Vade Mecum Creek and South Double Creek in W Stokes County. Alt. 1,800. Local mineral springs accredited with curative powers by Saura Indians; about 1860 the site was acquired by Sparks family, circus operators, who built a resort hotel. It was later acquired by the Episcopal Church. Name from Latin phrase meaning ""go with me,"" attributed to an Indian legend involving a planned elopement.",
NCG15660,Fresh running water,Vade Mecum Creek,Creek,rises in W Stokes County and flows NE into South Double Creek.,
NCG15661,,Val Dor,,"former rural post office, 1904-1905, located in a country store on the headwaters of Silver Creek in SW Burke County. Probably named for a gold mine on the Hodge plantation approx. 1 mi. away.",
NCG15662,,Valda,REFERENCE,See Val Dor.,
NCG15663,Population zone,Valdese,Town,"town in E central Burke County. Alt. 1,203. Settled in 1893 by a group of Waldensians from N Italy. Inc. 1920. Name is Italian for ""Valley of Our Lord."" Produces hosiery, textiles, furniture, and bakery products.",
NCG15664,Population zone,Vale,Community,community in NW Lincoln County. Noted for the apple orchards in the vicinity. Post office est. in 1924.,
NCG15665,Population zone,Valhalla,Community,"community in SW Polk County served by post office, 1923-50. Settled about 1885. Named for the Norse mythological Hall of Odin, where the souls of heroes slain in battle were received; the name is said to have been applied in commemoration of the battle at Round Mountain, which see, in 1776.",
NCG15666,,Valhalla Dome,Mountain,"peak on the NE end of Rich Mountain, W Mitchell County. Alt. over 4,060 ft.",
NCG15667,Population zone,Valle Crucis,Community,"community in central Watauga County near the junction of Dutch Creek and Watauga River. Est. in 1842 as an Episcopal mission. The name, Latin for ""Valley of the Cross,"" was adopted because of the shape of the Watauga River valley there. The valley has an area of approx. 600 acres. Alt. 3,000.",
NCG15668,Population zone,Valley,Community,community on Roaring Creek in W Avery County. Also called Roaring Creek.,
NCG15669,Fresh running water,Valley Creek,Creek,rises in SW Watauga County and flows E in an arc into Watauga River.,
NCG15670,Fresh running water,Valley River,River,rises in NE Cherokee County and flows SW into Hiwassee River at Murphy.,
NCG15671,Mountain,Valley River Mountains,Mountains,extend along the Cherokee-Clay county line to Macon County.,
NCG15672,Population zone,Valley Springs,Community,community in S Buncombe County.,
NCG15673,Mountain,Valley Squirrel Gap,Gap,NE Cherokee County between Andrews and Rhodo.,
NCG15674,Population zone,Valley Town,Community,"community in NE Cherokee County on the outskirts of Andrews, which see. A post office operated there, 1846-91.",
NCG15675,Population zone,Valley Town Township,Township,sNE Cherokee County.,
NCG15676,Population zone,Valmead,Community,"community in central Caldwell County. A large part of the community was annexed to the city of Lenoir prior to 1960. Named for its location in a valley meadow. Alt. 1,131.",
NCG15677,Population zone,Van Eeden,Community,community in N Pender County. Est. on land purchased in 1909 by Frederik van Eeden (1860-1932) and Hugh MacRae for a colony of Dutch farmers. In 1939 the remaining land was purchased by a New York corporation as a refuge for Jews fleeing Germany. The last Dutch family left in 1949.,
NCG15678,Fresh running water,Van Noy Branch,Branch,rises in NE McDowell County and flows E into Long Branch.,
NCG15679,,Van Swamp,Swamp,"extends NE from N Beaufort County into SW Washington County. Area. approx. 12,000 acres.",
NCG15680,Population zone,Vance County,County,"was formed in 1881 from Granville, Warren, and Franklin Counties. Located in the NE section of the state, it is bounded by the state of Virginia and by Warren, Franklin, and Granville Counties. It was named for Zebulon Baird Vance (1830-94), governor of North Carolina, congressman, and senator. Area. 268 sq. mi. County seat: Henderson, with an elevation of 513 ft. Townships are Dabney, Henderson, Kittrell, Middleburg, Nutbush, Sandy Creek, Townsville, Watkins, and Williamsboro. Produces tobacco, corn, wheat, oats, cotton, poultry, hogs, dairy products, livestock, cantaloupes, peanuts, soybeans, mobile homes, textiles, hosiery, glass products, pickles, tungsten, crushed stone, and sand.",
NCG15681,Mountain,Vance Knob,Knob,N Buncombe County between Ray Knob and the junction of Ox and Reems Creeks.,
NCG15682,Mountain,Vance Mountain,Mountain,"on the Henderson County, N.C.-Greenville County, S.C., line. Named for Governor Zebulon B. Vance (1830-94). The scene of the 1829 duel between Robert Brank Vance and Samuel Price Carson.",
