ID,Label,Feature type,ADL Feature Types,OpenStreetMap Feature Types,County,Location Issue,Description
NCG12156,Pot Cove Gap,Gap,Gaps,natural - valley,Buncombe,Yes,on the Buncombe-McDowell county line near the headwaters of Flat Creek.
NCG12160,Potato Field Gap,Gap,Gaps,natural - valley,Buncombe,No,NE Buncombe County S of Snowball Mountain. The Blue Ridge Parkway passes through the gap.
NCG12161,Potato Gap,Gap,Gaps,natural - valley,Madison,No,N Madison County at the SW end of Sugarloaf Mountain.
NCG12164,Potato Hill Bald,Bald,Mountain Summits,natural - peak,Swain,No,"NE Swain County in Great Smoky Mountains National Park on Chiltoskie Ridge near the SE end of Ravens Roost Ridge, lat. 35°35'42"" N., long. 83°12'33"" W. Alt. 5,209."
NCG12166,Potato Hill Mountain,Mountain,Mountatins,natural - peak,Randolph,No,W Randolph County on Little Caraway Creek.
NCG12167,Potato Knob,Knob,Mountain Summits,natural - peak,Haywood,No,E Haywood County between Dutch Cove Creek and Doubletop Mountain.
NCG12168,Potato Lump Mountain,Mountain,Mountatins,natural - peak,Madison,No,SW Madison County between Johns Branch and Spring Creek.
NCG12169,Potato Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,NW Buncombe County between Willow and Sandy Mush Creeks.
NCG12170,Potato Patch,Mountain,Mountatins,natural - peak,Haywood,No,mountain in W Haywood County on the head of a tributary of Hemphill Creek.
NCG12176,Potrock Bald,Bald,Mountain Summits,natural - peak,Clay,No,"a peak in N Clay County near the headwaters of Potrock Branch and Compass Creek. Alt. 5, 200-5, 250. Named for a large rock on top of the mountain that was hollowed out by an Indian medicine man and used to steep his medicinal herbs."
NCG12186,Pound Mill Gap,Gap,Gaps,natural - valley,Macon,No,W Macon County between Burningtown Creek and Deweese Creek.
NCG12192,Poundingstone Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,"N Transylvania County between Pounding Mill Branch and Jumping Branch. Alt. approx. 3,450."
NCG12201,Powell Knob,Knob,Mountain Summits,natural - peak,Swain,No,"in Great Smoky Mountains National Park on Swain County, N.C.-Blount County, Tenn., line between Buck Gap and Ekaneetlee Gap, lat. 35°32'24"" N., long. 83°49'19"" W."
NCG12211,Prather Gap,Gap,Gaps,natural - valley,Yancey,No,W Yancey County between Possumtrot and Price Creeks.
NCG12222,Pressley Gap,Gap,Gaps,natural - valley,Macon,No,at the head of Rose Creek in N Macon County.
NCG12223,Pressly Mountain,Mountain,Mountatins,natural - peak,Haywood,No,E Haywood County on the head of Conner Mill Branch and Stamey Cove Branch.
NCG12226,Pretty Hollow Gap,Gap,Gaps,natural - valley,Haywood,No,"W Haywood County in Great Smoky Mountains National Park on Mount Sterling Ridge near lat. 35°41'10"" N., long. 83°08'26"" W. Alt. 5,176 at the head of Pretty Hollow Creek."
NCG12236,Prickly Pear Mountain,Mountain,Mountatins,natural - peak,Randolph,No,"W Randolph County just W of Caraway Mountain in a close group with Black Jack, Slick Rock, and Vineyard Mountains."
NCG12258,Proffits Knob,Knob,Mountain Summits,natural - peak,Watauga,No,N Watauga County SW of Laurel Branch.
NCG12265,Propst's Knob,Knob,Mountain Summits,natural - peak,Burke,No,"SW Burke County. Alt. 3,022."
NCG12268,Prospect Knob,Knob,Mountain Summits,natural - peak,Iredell,No,NW Iredell County.
NCG12282,Pug Knob,Knob,Mountain Summits,natural - peak,Haywood,Yes,"on Haywood-Madison county line. Alt. 4,245."
NCG12289,Pump Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"N Jackson County between Cope Creek and Scott Creek. Named for the fact that the first running water in the area was run through log pipes from the mountains to the home of Thaddeus Clingman Bryson, where the first court in Jackson County was held."
NCG12292,Pumpkin Patch Gap,Gap,Gaps,natural - valley,Mitchell,No,N Mitchell County between Pumpkin Patch Mountain and Meadlock Mountain.
NCG12293,Pumpkin Patch Mountain,Mountain,Mountatins,natural - peak,Mitchell,No,"central Mitchell County between Cub Creek and Little Rock Creek. Alt. 4,263."
NCG12313,Purchase Knob,Knob,Mountain Summits,natural - peak,Haywood,No,"in central Haywood County between Sugar Cove and the head of Cove Creek. It overlooks a large section of the old North Carolina Land and Lumber Company tract, and prospective buyers were taken there to get a good view of the property. Alt. 5,086."
NCG12315,Purgatory Mountain,Mountain,Mountatins,natural - peak,Randolph,No,"central Randolph County, site of North Carolina Zoological Park."
NCG12356,Queen Creek Mountain,Mountain,Mountatins,natural - peak,Henderson,No,"NW Henderson County, extends SE from Yellow Gap to Buttermilk Mountain. Alt. 3,650."
NCG12358,Queen Mountain,Mountain,Mountatins,natural - peak,Macon,No,SE Macon County between Sassafras Gap and Big Creek.
NCG12371,Quillen Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,"on the Transylvania County, N.C.-Greenville County, S.C., line near the head of Pole Ridge Branch."
NCG12384,Rabbit Mountain,Mountain,Mountatins,natural - peak,Macon,No,E Macon County between Cat Creek and Rabbit Creek.
NCG12385,Rabbit Mountain,Mountain,Mountatins,natural - peak,Montgomery,No,W Montgomery County between Lick Mountain and Cedar Creek.
NCG12396,Raccoon Mountain,Mountain,Mountatins,natural - peak,Polk,No,"W Polk County. Alt. approx. 2,000."
NCG12422,Rainbow Gap,Gap,Gaps,natural - valley,Buncombe,Yes,"on the Buncombe-Yancey county line between Blackstock and Potato Knobs. Alt. approx. 5,860."
NCG12427,Raines Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,Transylvania County between Carson Creek and Dunn Creek.
NCG12428,Rainey Knob,Knob,Mountain Summits,natural - peak,Transylvania,No,SW Transylvania County between Thompson River and Horsepasture River.
NCG12446,Ramsey Gap,Gap,Gaps,natural - valley,Madison,No,N Madison County at the head of Cascade Branch.
NCG12447,Ramsey Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,N Buncombe County N of Wolfpen Gap.
NCG12453,Randall Gap,Gap,Gaps,natural - valley,Buncombe,No,central Buncombe County near the headwaters of Ross Creek.
NCG12476,Ratcliff Mountain,Mountain,Mountatins,natural - peak,Haywood,No,central Haywood County between Bird Creek and Ratcliff Cove.
NCG12486,Rattlesnake Cliff,Mountain,Mountatins,natural - peak,Swain,No,"mountain in E Swain County between Hayes Ridge and Hickorynut Knob. Alt. 4,950."
NCG12488,Rattlesnake Knob,Knob,Mountain Summits,natural - peak,Cherokee,No,NE Cherokee County in the Valley River Mountains.
NCG12489,Rattlesnake Knob,Knob,Mountain Summits,natural - peak,Swain,No,"N Swain County in Great Smoky Mountains National Park on the SW end of Long Drive Ridge, lat. 35°33'07"" N., long. 83°23'50"" W. Alt. 4,311."
NCG12490,Rattlesnake Mountain,Mountain,Mountatins,natural - peak,Swain,No,on Jackson-Swain county line near the head of Owl Branch.
NCG12502,Raven Mountain,Mountain,Mountatins,natural - peak,Swain,Yes,"on the Macon-Swain county line near the head of Cold Spring Branch. Alt. approx. 4,700. Sometimes also known as Raven Knob."
NCG12508,Ravencliff Mountain,Mountain,Mountatins,natural - peak,Haywood,No,E Haywood County between Crab Orchard Fields and Rush Fork Gap.
NCG12520,Ray Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,N Buncombe County between Horse Gap and Vance Knob.
NCG12535,Razor Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,N Buncombe County between Poverty Branch and Martin Creek.
NCG12549,Rector Knob,Knob,Mountain Summits,natural - peak,Burke,No,"E central Burke County. Alt. 2,153."
NCG12550,Rector Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County between Cadon Branch and Cadon Gap.
NCG12557,Red Hill Knob,Knob,Mountain Summits,natural - peak,Madison,No,"central Madison County. Alt. 3,180."
NCG12562,Red Log Gap,Gap,Gaps,natural - valley,Cherokee,No,"N Cherokee County at the SW end of State Ridge. Alt. 3,697."
NCG12563,Red Marble Gap,Gap,Gaps,natural - valley,Macon,No,"at the head of Rowlin Creek on the Graham-Macon county line. Alt. approx. 2,750."
NCG12567,Red Oak Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,N Buncombe County near the Madison County line.
NCG12570,Red Ridge Gap,Gap,Gaps,natural - valley,Swain,No,"NW Swain County in Great Smoky Mountains National Park on Twenty-mile Ridge between Lost Cove Creek and Coldspring Branch, lat. 35°29'52"" N., long. 83°48'47"" W."
NCG12574,Red Sour,Mountain,Mountatins,natural - peak,Cleveland,No,mountain in NW Cleveland County.
NCG12592,Redding Mountain,Mountain,Mountatins,natural - peak,Wilkes,No,E Wilkes County N of Flat Rock Creek.
NCG12604,Reece Mountain,Mountain,Mountatins,natural - peak,Lincoln,No,E Lincoln County near Killian Creek.
NCG12632,Reedy Patch Gap,Gap,Gaps,natural - valley,Henderson,No,"E Henderson County near the head of Reedy Patch Creek. Alt. 2,242."
NCG12650,Reids Mountain,Mountain,Mountatins,natural - peak,Rowan,No,SE Rowan County near Yadkin River at the mouth of Flat Creek.
NCG12654,Reinhardt Gap,Gap,Gaps,natural - valley,Jackson,Yes,"on the Haywood-Jackson county line. Alt. 5,440."
NCG12655,Reinhart Knob,Knob,Mountain Summits,natural - peak,Jackson,Yes,"on the Haywood-Jackson county line. Alt. 6,100."
NCG12659,Rendezvous Mountain,Mountain,Mountatins,natural - peak,Wilkes,No,"W central Wilkes County between the heads of Purlear and Cole Creeks. Alt. 2,450. Named for the fact that militiamen from the area are believed to have gathered there to drill and that it is the traditional rendezvous site for troops that assembled before marching to the Battle of Kings Mountain, October 7, 1780. In 1926 Judge Thomas B. Finley and his wife gave the state 142 acres there for a state park. Now an Educational State Forest operated by the North Carolina Forest Service."
NCG12660,Renfro Knob,Knob,Mountain Summits,natural - peak,Yancey,No,W Yancey County between Hardscrabble Branch and Nubbinscuffle Creek.
NCG12678,Reuben Mountain,Mountain,Mountatins,natural - peak,Stokes,No,W Stokes County at the head of East Prong Little Yadkin River.
NCG12687,Reynolds Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between the head of Ball Creek and the head of Dryman Fork.
NCG12706,Rhody Franklin Mountain,Mountain,Mountatins,natural - peak,Madison,No,N Madison County between Shelton Laurel Creek and the head of Martin Branch.
NCG12714,Rice Gap,Gap,Gaps,natural - valley,Transylvania,No,N central Transylvania County between Shutin Ridge and Lamb Creek.
NCG12716,Rice Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,central Buncombe County between Craven Gap and Roaring Gap.
NCG12725,Rich Gap,Gap,Gaps,natural - valley,Swain,No,"in Great Smoky Mountains National Park on the Swain County, N.C.-Blount County, Tenn., line between Gregory Bald and Forge Knob, lat. 35°31'45"" N., long. 83°51'14"" W."
NCG12726,Rich Gap Mountain,Mountain,Mountatins,natural - peak,Henderson,No,NW Henderson County on Laurel Mountain between Johnson Knob and Black Mountain.
NCG12732,Rich Knob,Knob,Mountain Summits,natural - peak,Haywood,Yes,on the Haywood-Madison county line.
NCG12733,Rich Knob,Knob,Mountain Summits,natural - peak,Mitchell,No,S Mitchell County between South Fork [Carvers Branch] and North Fork [Grassy Creek].
NCG12734,Rich Mountain,Mountain,Mountatins,natural - peak,Macon,No,in SE Macon County between Big Creek and Rich Gap.
NCG12735,Rich Mountain,Mountain,Mountatins,natural - peak,Watauga,No,"an extended ridge beginning at town of Boone in central Watauga County and running NW to head of Sharp Creek, N Watauga County, then NE to its highest point, Rich Mountain Bald, which see, before ending at Rich Mountain Gap. Named for its unusually fertile though rugged slopes."
NCG12737,Rich Mountain Bald,Bald,Mountain Summits,natural - peak,Watauga,No,"N Watauga County on Rich Mountain. Alt. 5,372."
NCG12739,Rich Mountain Gap,Gap,Gaps,natural - valley,Watauga,No,"N Watauga County between Rich Mountain and Snake Mountain. Cove Creek rises on its W slope, and Meat Camp Creek rises on its E slope. Alt. 4,420."
NCG12744,Rich Top,Top,Mountain Summits,natural - peak,Haywood,No,mountain in E Haywood County between Harbon Cove and Silvers Cove Creek.
NCG12749,Richey Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between Buck Knob and Richey Knob.
NCG12750,Richey Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County between Sheep Hollow and Middle Creek.
NCG12755,Richland Gap,Gap,Gaps,natural - valley,Jackson,No,at the SW end of Piney Mountain Ridge in E Jackson County.
NCG12756,Richland Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,N Buncombe County on Richland Mountain in Pisgah National Forest.
NCG12758,Richland Mountain,Mountain,Mountatins,natural - peak,Swain,No,"N Swain County in Great Smoky Mountains National Park, a ridge extending SE from Charlies Bunion between Kephart Prong and Bradley Fork, lat. 35°36'47"" N., long. 83°20'30"" W. Alt. approx. 5,600."
NCG12759,Richland Mountains,Mountains,Mountain Ranges,natural - peak,Rutherford,No,NE Rutherford County along Sally Queen Creek. There are several named peaks in the range.
NCG12773,Richs Gap,Gap,Gaps,natural - valley,Avery,No,W Avery County.
NCG12777,Ricky Knob,Knob,Mountain Summits,natural - peak,Haywood,No,central Haywood County between Ned Branch and the head of Hemphill Creek.
NCG12792,Ridge's Mountain,Mountain,Mountatins,natural - peak,Randolph,No,"W Randolph County between Uwharrie River and Caraway Creek; a long, rather low, ridge."
NCG12794,Ridgepole Mountain,Mountain,Mountatins,natural - peak,Macon,No,"S Macon County between Little Ridgepole Mountain and Gulf Branch. Alt. 5,008."
NCG12824,Riley Knob,Knob,Mountain Summits,natural - peak,Macon,No,E Macon County between Higdon Mountain and Ledford Branch.
NCG12828,Ring Fire Knob,Knob,Mountain Summits,natural - peak,Wilkes,No,"SE Wilkes County between Little Hunting Creek and Osborne Creek. Alt. approx. 1,300."
NCG12829,Ringstaff Mountains,Mountains,Mountain Ranges,natural - peak,Alamance,No,"range in the Cane Creek Mountains, S Alamance County."
NCG12833,Rip Shin Mountain,Mountain,Mountatins,natural - peak,Caldwell,No,"N Caldwell County. Alt. 2,200."
NCG12835,Rippetoe Mountain,Mountain,Mountatins,natural - peak,Caldwell,No,"S Caldwell County. Alt. 1,298. Named for William Rippetoe, who received the mountain in a land grant."
NCG12837,Ripshin Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,SW Buncombe County N of Mount Pisgah.
NCG12862,Roan High Knob,Knob,Mountain Summits,natural - peak,Mitchell,No,"on the Mitchell County, N.C.-Carter County, Tenn., line. Alt. 6,286."
NCG12864,Roan Mountain,Mountain,Mountatins,natural - peak,Mitchell,No,"NE Mitchell County, extends NE into Tennessee. Alt. approx. 6,200. Probably named for its roan (reddish) color when seen from a distance in the rhododendron blooming season. Site of Rhododendron Festival each June."
NCG12889,Roaring Fork Mountain,Mountain,Mountatins,natural - peak,Madison,No,W Madison County parallel to Roaring Fork.
NCG12905,Robert Gap,Gap,Gaps,natural - valley,Haywood,Yes,on the Haywood-Madison county line.
NCG12912,Robertson Mountain,Mountain,Mountatins,natural - peak,Jackson,No,N Jackson County between Locust Creek and Mill Creek.
NCG12921,Robinson Gap,Gap,Gaps,natural - valley,Swain,No,S central Swain County between Bucknor Branch and Cochran Branch.
NCG12922,Robinson Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,NW Buncombe County between Earlies Gap and High Knob.
NCG12924,Robinson Rough,Mountain,Mountatins,natural - peak,Buncombe,Yes,mountain on the Buncombe-Madison county line between Norton Fork Gap and Davidson Gap.
NCG12939,Rock Creek Gap,Gap,Gaps,natural - valley,Mitchell,No,E Mitchell County on Rock Creek Mountain.
NCG12940,Rock Creek Knob,Knob,Mountain Summits,natural - peak,Graham,No,W Graham County between Deep Creek and Rock Creek.
NCG12941,Rock Creek Mountain,Mountain,Mountatins,natural - peak,Mitchell,No,E Mitchell County at the head of Little Rock Creek.
NCG12946,Rock Gap,Gap,Gaps,natural - valley,Macon,No,SW Macon County at the head of Little Rock Branch.
NCG12972,Rockhouse Knob,Knob,Mountain Summits,natural - peak,Macon,No,"S Macon County between Long Ridge and Wolfpen Gap. Alt. 3,100. A weather station there has recorded in various years the greatest amount of rainfall E of the Rocky Mountains."
NCG12982,Rockstack,Mountain,Mountatins,natural - peak,Graham,No,"a mountain on the Graham County, N.C.-Monroe County, Tenn., line."
NCG12986,Rocky Bald,Bald,Mountain Summits,natural - peak,Macon,No,"W Macon County between the head of Holloway Branch and Wine Spring Creek. Alt. 5,333."
NCG12992,Rocky Butte Mountain,Mountain,Mountatins,natural - peak,Jackson,No,E Jackson County near the head of Chastine Creek.
NCG12995,Rocky Cove Knob,Knob,Mountain Summits,natural - peak,Macon,No,SW Macon County at the SW end of Rocky Cove.
NCG13000,Rocky Face Knob,Knob,Mountain Summits,natural - peak,Macon,No,on the Jackson-Macon county line.
NCG13001,Rocky Face Mountain,Mountain,Mountatins,natural - peak,Swain,No,S Swain County extends NE from the head of Jenkins Branch to the forks of Kirkland Creek.
NCG13013,Rocky Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,SE Buncombe County between Sand Branch and Rush Branch.
NCG13014,Rocky Knob,Knob,Mountain Summits,natural - peak,Haywood,No,S central Haywood County on the head of Peter Cove Branch.
NCG13015,Rocky Knob,Knob,Mountain Summits,natural - peak,Watauga,No,W Watauga County between Watauga River and School House Branch.
NCG13018,Rocky Knob Gap,Gap,Gaps,natural - valley,Jackson,No,between Wolf Creek and Tanasee Creek in E Jackson County.
NCG13024,Rocky Mountain,Mountain,Mountatins,natural - peak,Watauga,No,E central Watauga County between Rocky Branch and Rocky Knob Creek.
NCG13035,Rocky Spring Top,Top,Mountain Summits,natural - peak,Graham,No,on the Cherokee-Graham county line in the Snowbird Mountains.
NCG13039,Rocky Top,Top,Mountain Summits,natural - peak,Swain,No,"on the Swain County, N.C.-Blount County, Tenn., line in Great Smoky Mountains National Park between Mount Squires and Thunderhead Mountain."
NCG13040,Rockyface Mountain,Mountain,Mountatins,natural - peak,Macon,No,"S Macon County between Lee Creek and Jones Creek. Alt. approx. 4,500."
NCG13043,Rockyknob Mountain,Mountain,Mountatins,natural - peak,Yancey,No,W Yancey County between Dryspring Branch and Slickrock Mountain.
NCG13060,Rogers Gap,Gap,Gaps,natural - valley,Cherokee,No,W Cherokee County between Wehutty Mountain and Shoal Creek.
NCG13061,Rogers Mountain,Mountain,Mountatins,natural - peak,Yancey,No,W Yancey County between Indian and Price Creeks.
NCG13069,Roland Knob,Knob,Mountain Summits,natural - peak,Yancey,No,"W central Yancey County between head of Roland Branch and head of Bailey Branch approx. 2 mi. W of town of Burnsville. Alt. approx. 3,620."
NCG13082,Roper Knob,Knob,Mountain Summits,natural - peak,Macon,No,N Macon County between the head of Rose Creek and Little Tennessee River.
NCG13084,Roper's Knob,Knob,Mountain Summits,natural - peak,Burke,No,"S Burke County. Alt. 2,200."
NCG13095,Rose Mountain,Mountain,Mountatins,natural - peak,Burke,No,"extends along NW Burke County. Alt. 2,600."
NCG13111,Roses Gap,Gap,Gaps,natural - valley,Swain,No,"NE Swain County between Thicket Branch and Roses Branch in Great Smoky Mountains National Park near lat. 35°39'34"" N., long. 83°13'29"" W."
NCG13125,Rough Butt Bald,Bald,Mountain Summits,natural - peak,Haywood,No,"on the Jackson-Haywood county line. Alt. 6,010."
NCG13129,Rough Knob,Knob,Mountain Summits,natural - peak,Macon,No,E Macon County between Burgoin Gap and Riley Knob.
NCG13130,Rough Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"W Haywood County in Great Smoky Mountains National Park between Low Gap Branch and Big Branch; center near lat. 35°44'27"" N., long. 83°10' W."
NCG13135,Round Bald,Bald,Mountain Summits,natural - peak,Mitchell,No,"on the Mitchell County, N.C.-Carter County, Tenn., line."
NCG13141,Round Mountain,Mountain,Mountatins,natural - peak,Caldwell,No,"SW Caldwell County. Alt. approx. 1,800."
NCG13143,Round Mountain Knob,Knob,Mountain Summits,natural - peak,Swain,No,"NW Swain County in Great Smoky Mountains National Park at the SE end of Round Mountain Ridge near lat. 35°29'43"" N., long. 83°46'38"" W. Alt. 3,033."
NCG13144,Round Peak Mountain,Mountain,Mountatins,natural - peak,Surry,No,"N Surry County between Camp Branch and the head of Little Fisher River. Alt. 2,094."
NCG13145,Round Top,Top,Mountain Summits,natural - peak,Swain,No,"on the Graham-Swain county line near the head of Ammons Branch. Alt. 3,080."
NCG13146,Round Top Mountain,Mountain,Mountatins,natural - peak,Madison,No,N Madison County between Silvermine Branch and Cascade Branch.
NCG13147,Round Top Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,W Rutherford County S of Rumbling Bald Mountain.
NCG13151,Roundtop,Top,Mountain Summits,natural - peak,Transylvania,No,"mountain in SW Transylvania County N of Horsepasture River. Also known as Round Mountain. Alt. approx. 3,500."
NCG13152,Roundtop Knob,Knob,Mountain Summits,natural - peak,Swain,No,"N Swain County in Great Smoky Mountains National Park on Noland Divide. Alt. 5,120."
NCG13182,Rube Green Top,Top,Mountain Summits,natural - peak,Mitchell,No,E Mitchell County between Middle Mountain and the Avery County line.
NCG13196,Rumbling Bald Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,"NW Rutherford County on a ridge extending SE from Shumont Mountain. Alt. approx. 3,020. There are numerous caves in the mountain, and boulders sometimes fall in them, making a rumbling noise. Known by the Cherokee Indians as Sokassa A series of earthquakes occurred there from February 10 until April 17, 1874. There were between 50 and 75 shocks. See also The Caves."
NCG13205,Runaway Knob,Knob,Mountain Summits,natural - peak,Macon,No,on the SE end of Runaway Ridge in SW Macon County.
NCG13211,Runyon Gap,Gap,Gaps,natural - valley,Haywood,No,N Haywood County on Snowbird Creek.
NCG13217,Rush Fork Gap,Gap,Gaps,natural - valley,Haywood,No,E Haywood County on the head of James Branch.
NCG13218,Rush Mountain,Mountain,Mountatins,natural - peak,Lincoln,No,S Lincoln County. Named for a local family.
NCG13224,Russell Gap,Gap,Gaps,natural - valley,Clay,No,W Clay County near the headwaters of Trout Cove Branch.
NCG13239,Rye Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"E Jackson County on the head of Flat Creek. Alt. 4,542."
NCG13248,Saddle Gap,Gap,Gaps,natural - valley,Transylvania,No,N Transylvania County between Looking Glass Creek and Avery Creek.
NCG13249,Saddle Mountain,Mountain,Mountatins,natural - peak,Alleghany,Yes,on the Alleghany-Surry county line.
NCG13251,Saddle Tree Gap,Gap,Gaps,natural - valley,Graham,No,W Graham County between the headwaters of Hangover Creek and Deep Creek.
NCG13266,Sal Patch Gap,Gap,Gaps,natural - valley,Haywood,No,"W Haywood County in Great Smoky Mountains National Park near lat. 35°38'24"" N., long. 83°03'28"" W."
NCG13268,Saldeer Gap,Gap,Gaps,natural - valley,Macon,No,N Macon County between Burningtown Creek and Rose Creek.
NCG13286,Sally Gap,Gap,Gaps,natural - valley,Swain,No,S Swain County between Yalaka Creek and Little Yalaka Creek.
NCG13288,Sally Mountain,Mountain,Mountatins,natural - peak,Madison,No,E Madison County between Middle Fork and Ponder Creek.
NCG13297,Salt Rock Gap,Gap,Gaps,natural - valley,Yancey,No,S Yancey County on Buncombe Horse Range Ridge.
NCG13302,Salton Gap,Gap,Gaps,natural - valley,Buncombe,No,N Buncombe County between North Knob and Grassy Knob.
NCG13304,Saltrock Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County on Tennessee Valley Divide.
NCG13306,Saluda Mountain,Mountain,Mountatins,natural - peak,Henderson,No,S Henderson County along the South Carolina state line. Approx. 5 mi. long.
NCG13313,Sam Doane Mountain,Mountain,Mountatins,natural - peak,Yancey,Yes,on Madison-Yancey County line between Moore Gap and Paint Gap. Named for an early settler.
NCG13314,Sam Gap,Gap,Gaps,natural - valley,Buncombe,No,SE Buncombe County between Flint Knob and Round Mountain.
NCG13315,Sam Knob,Knob,Mountain Summits,natural - peak,Haywood,No,"S Haywood County between Sam Branch and Flat Laurel Creek. Alt. 6,030."
NCG13323,Sampson Gap,Gap,Gaps,natural - valley,Yancey,No,W Yancey County on Sampson Mountain near the head of Simms Fork.
NCG13324,Sampson Mountain,Mountain,Mountatins,natural - peak,Watauga,No,"SE Watauga County. Alt. 4,716."
NCG13325,Sampson Mountain,Mountain,Mountatins,natural - peak,Yancey,No,"W Yancey County, extends SE from the head of Simms Fork to Slickrock Knob. Alt. 4,826 at Sampson Peak on the mountain."
NCG13329,Sams Gap,Gap,Gaps,natural - valley,Swain,No,"on the Swain County, N.C.-Sevier County, Tenn., line in Great Smoky Mountains National Park near lat. 35°34'02"" N., long. 83°38'12"" W."
NCG13335,Sand Flat Mountain,Mountain,Mountatins,natural - peak,Henderson,No,N Henderson County between Garren Mountain and Hooper Creek.
NCG13340,Sand Mountain,Mountain,Mountatins,natural - peak,Caldwell,No,"W Caldwell County. Alt. 1,500."
NCG13348,Sanders Knob,Knob,Mountain Summits,natural - peak,Macon,No,S Macon County between Shope Fork and North Fork Coweeta Creek.
NCG13367,Sandy Gap,Gap,Gaps,natural - valley,Transylvania,No,N Transylvania County near the head of Cedar Rock Creek.
NCG13375,Sandy Mush Bald,Bald,Mountain Summits,natural - peak,Haywood,Yes,"on Newfound Mountain at the junction of Buncombe, Haywood, and Madison county lines. Alt. 5,152. Took its name from the nearby creek."
NCG13396,Santeetlah Gap,Gap,Gaps,natural - valley,Graham,No,W central Graham County approx. ¾ mi. W of Funnel Top.
NCG13399,Sapling Mountain,Mountain,Mountatins,natural - peak,Madison,No,N Madison County between Shelton Laurel Creek and Spillcorn Creek.
NCG13413,Sarvis Gap,Gap,Gaps,natural - valley,Mitchell,No,NE Mitchell County between Wiles Creek and Lyddies Creek.
NCG13422,Sassafras Gap,Gap,Gaps,natural - valley,Macon,No,"SE Macon County between Clear Creek and Queen Mountain. Alt. approx. 2,860."
NCG13423,Sassafras Gap,Gap,Gaps,natural - valley,Transylvania,No,"on the North Carolina-South Carolina line at the junction of Transylvania County, N.C., and Greenville and Pickens Counties, S.C. Alt. 2,774."
NCG13424,Sassafras Knob,Knob,Mountain Summits,natural - peak,Transylvania,No,NW Transylvania County S of Farlow Gap.
NCG13425,Sassafras Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,"on the Transylvania County, N.C.-Pickens County, S.C., line S of the head of South Prong [Glady Fork]. Alt. 3,554."
NCG13438,Satulah Mountain,Mountain,Mountatins,natural - peak,Macon,No,"SE Macon County between Satulah Falls and Little Fodderstack Mountain. Alt. 4,490."
NCG13453,Sauratown Mountain,Mountain,Mountatins,natural - peak,Stokes,No,"a range extending from W Stokes County into the center of the county. Alt. 2,465. Appears on the Collet map, 1770. Named for the Saura Indians, who lived in the area. The Indians were mentioned by William Byrd, 1728."
NCG13465,Saw Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,SW Buncombe County between Saw Branch and Stony Fork.
NCG13519,Scott Knob,Knob,Mountain Summits,natural - peak,Swain,No,S Swain County between the head of Welch Branch and Yalaka Creek.
NCG13520,Scott Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,S Buncombe County E of Enka Lake.
NCG13524,Scottish Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"W Haywood County in Great Smoky Mountains National Park near lat. 35°41'34"" N., long. 83°05'08"" W. Named for Scottish Mountain Lumber Co., which operated in the area in the 1920s. Alt. 4,290."
NCG13561,Seay Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"central Haywood County between Jonathans Creek and Pigeon River. Alt. 3,358."
NCG13576,See Off Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,"S central Transylvania County between Dunn Creek and Haunty Branch. Alt. 3,080."
NCG13596,Seng Gap,Gap,Gaps,natural - valley,Madison,No,N Madison County at the head of Little Laurel Creek.
NCG13600,Seniard Mountain,Mountain,Mountatins,natural - peak,Haywood,Yes,"on the Haywood-Transylvania County line at the N end of Lanning Ridge. Alt. 5,025."
NCG13607,Setzer Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"W Haywood County parallel to Campbell Creek. Named for a prominent family of early settlers. Maggie Setzer, for whom the community of Maggie was named, was a descendant of the family. The highest peak of the ridge, which is 2½ mi. long, is 4,810 ft. in elevation."
