ID,Label,Feature type,Meta-Category,Description
NCG13337,Sand Hill Cove,Cove,Water,E Pender County on Northeast Cape Fear River.
NCG13341,Sand Point,Point,Landform,"NE Carteret County, extends from W side of central Cedar Island into West Bay."
NCG13342,Sand Point,Point,Landform,"on NW shore of Roanoke Island, extends W into Croatan Sound, NE Dare County."
NCG13347,Sanders Island,Island,Landform,E Onslow County in Brown's Sound between the mouths of Bear and Sanders Creeks.
NCG13349,Sanders Point,Point,Landform,"W Carteret County, extends into Bogue Sound W of the mouth of Goose Creek."
NCG13350,Sanderson Fish Pond,Pond,Water,on a tributary of Cabin Creek in E central Duplin County.
NCG13358,Sandy Bay,Bay,Water,in the waters of Pamlico Sound off the SE mainland of Dare County between Sandy Point on the N and Parched Corn Point on the s.
NCG13359,Sandy Bay,Bay,Water,"a bay in the waters of Pamlico Sound off the coast of Hatteras Island, SE Dare County. It lies between Durant Point, near the town of Hatteras, and Frisco."
NCG13379,Sandy Point,Point,Landform,"appears on the Gascoyne map, 1682, as the point of land presently in SE Bertie County between Salmon Creek and Roanoke River. It also appears on the Hack map, 1684."
NCG13388,Sandy Run Swamp,Swamp,Wetlands,"rises in W Onslow County and flows SW into Pender County, where it enters Holly Shelter Creek."
NCG13397,Santeetlah Lake,Lake,Water,"central Graham County, was formed in 1928 by a dam on Cheoah River. Covers 2,580 acres, with a shoreline of 105 mi. Max. depth 240 ft. Alt. 1,940. Used for power, fishing, and boating."
NCG13405,Sapphire Lake,Lake,Water,"S Jackson County on Horsepasture River and Nix Creek. Formed by 1916; covers 50 acres, with a max. depth of 20 ft. Part of ""Sapphire Country,"" which see. Used for fishing, swimming, and boating; not open to the public. See also Lake Sapphire."
NCG13428,Sassarixa Swamp,Swamp,Wetlands,rises in W Johnston County and flows SE into Black Creek.
NCG13431,Sassers Millpond,Millpond,Water,"N Wayne County on Great Swamp near Aycock Millpond. Fishing, boating; open to public."
NCG13446,Saunders Bay,Bay,Water,"in Currituck Sound off the W shore of Currituck Banks and N of Mossey Islands, SE Currituck County."
NCG13447,Saunders Point,Peninsula,Landform,peninsula extending from NE Pamlico County into Bay River.
NCG13472,Sawyer Cove,Cove,Water,N Buncombe County E of Ingles Ridge.
NCG13503,Schulkens Pond,Pond,Water,a natural lake in SE Columbus County approx. 7 mi. SW of Lake Waccamaw and 1 mi. W of Waccamaw River. Bear Branch drains Schulkens Pond into Waccamaw River.
NCG13505,Scippco Swamp,Swamp,Wetlands,"rises in Cawcaw Bay, SW Brunswick County, and flows W into Waccamaw River."
NCG13523,Scott's Pond,Pond,Water,"W Wilson County on Robin Branch. Formed 1954 and named for Exum Scott, owner. Covers 10 acres; max. depth 12 ft. Fishing, swimming, boating, irrigation."
NCG13533,Scratch Hall Swamp,Swamp,Wetlands,rises in W Gates County and flows W into Chowan River.
NCG13554,Seago's Lake,Lake,Water,E Anson County SE of Lilesville. Covers approx. 10 acres; max. depth 20 ft. Formed early in the twentieth century when gravel was removed from the site. Named for owner.
NCG13568,Second Creek Point,Point,Landform,"E Tyrrell County, extends from the mainland into Alligator River near the mouth of Second Creek."
NCG13582,Sega Lake,Lake,Water,"in central Transylvania County on Graham Creek. Covers Â¼ acre, with a max. depth of 10 ft."
NCG13604,Sessoms Mill Pond,Pond,Water,on Chinkapin Creek in SE Hertford County; approx. Â½ mi. long.
NCG13622,Sevenmile Swamp,Swamp,Wetlands,rises in NW Sampson County and flows SE into Great Coharie Creek.
NCG13632,Shackleford Point,Point,Landform,"the W tip of Shackle ford Banks, SE Carteret County, extending into Beaufort Inlet. The community of Shackleford formerly existed near the point."
NCG13635,Shad Point,Point,Landform,on the NE mainland of Hyde County extending into the mouth of Long Shoal Bay.
NCG13656,Shallotte Sound,Sound,Water,SW Brunswick County between Brantley Island on the mainland and Hales Beach running parallel to and S of the Intracoastal Waterway. Narrow and approx. 1Â½ mi. long.
NCG13659,Shallowbag Bay,Bay,Water,"a bay in Roanoke Sound off the NE shore of Roanoke Island, E Dare County. The bay forms the harbor at the town of Manteo. In the late eighteenth century, it was referred to as Shalon-bas Bay (French chalonbas, ""low trawl net""). Roanoke voyages-period vessel Elizabeth II, a reproduction, rests in bay."
NCG13666,Shanty Cove,Cove,Water,E Cherokee County on the headwaters of Seibold Branch.
NCG13708,Sheep Hollow,Valley,Landform,S Macon County between Richey Knob and Richey Gap.
NCG13709,Sheep Island,Island,Landform,"in Pamlico Sound off Portsmouth Island and separated from it by Baymarsh Thorofare, E Carteret County."
NCG13728,Shell Island,Island,Landform,"NE Carteret County in Core Sound between Wainwright Island and Core Banks. Named as early as the Moseley map, 1733. See also Hunting Quarter Sound."
NCG13734,Shellback Island,Island,Landform,"a tidal-marsh island in the Cape Fear River opposite Southport, SE Brunswick County."
NCG13735,Shellbank Point,Peninsula,Landform,"peninsula extending from the W shore of N Bodie Island into Kitty Hawk Bay and Currituck Sound, NW Dare County. Named for mound of shells found at the site by early settlers."
NCG13737,Shelly Point,Point,Landform,extends from the mainland of SW Carteret County into Bogue Sound.
NCG13738,Shelly Point,Point,Landform,"SE Onslow County on The Hammock, extends into White Oak River."
NCG13743,Shelter Swamp,Swamp,Wetlands,"rises in S Onslow County and flows W into Pender County, where it enters Holly Shelter Creek."
NCG13758,Shepherd Millpond,Millpond,Water,on Briery Swamp in NE Pitt County.
NCG13762,Shepherd's Point,Point,Landform,"a name formerly applied to the point of land on the W side of Newport River on which Morehead City now stands. Appears on the Moseley map, 1733."
NCG13791,Shingle Cove,Cove,Water,S Haywood County on Richland Creek.
NCG13796,Shingle Point,Point,Landform,"the W side of an unnamed island off Core Banks in Core Sound, E Carteret County. The island is between Goose Island on the S and Duges Island on the n."
NCG13799,Shingletree Swamp,Swamp,Wetlands,rises in SW Brunswick County and flows NW into Cawcaw Swamp on W edge of Thomas Bay.
NCG13810,Ship Point,Point,Landform,"N Tyrrell County, extends from the mainland into Albemarle Sound."
NCG13843,Shop Cove,Cove,Water,on the Beaufort-Pitt County line at the confluence of Tar River and Tranters Creek.
NCG13846,Shope Cove,Cove,Water,N Macon County on a tributary of Burningtown Creek.
NCG13912,Silver Hill Pocosin,Pocosin,Wetlands,a muck-filled area approx. 4 mi. by 4Â½ mi. in NW Pamlico County.
NCG13915,Silver Lake,Lake,Water,"NW Wilson County on Toisnot Swamp. Covers 175 acres; max. depth 12 ft. Fishing, swimming, boating, and municipal water supply. Formed in 1785 by John Dew and known as Dew's Mill until about 1847. Called by the name of various owners until about 1922, when present name was applied."
NCG13929,Silvers Cove,Cove,Water,E Haywood County on the head of Silvers Cove Creek.
NCG13936,Simmons Cove,Cove,Water,N Buncombe County W of Paint Fork community.
NCG13951,Singletary Lake,Lake,Water,"E Bladen County, a 572-acre natural lake with a max. depth of 11 ft., 8 in. Named for Richard Singletary, who received a grant of land in Bladen County in 1729. Part of Singletary Lake State Park. Fishing, boating, swimming, and camping. See also Carolina Bays."
NCG13952,Singleton Swamp,Swamp,Wetlands,rises in NW Beaufort County and flows NW and W into Old Ford Swamp.
NCG13953,Singletons Bay,Bay,Water,loam-filled bay in SE Hoke County between Big Marsh Swamp and Little Marsh Swamp.
NCG13989,Sky View Pond,Pond,Water,"spring-fed lake in NE Iredell County. Formed in 1950; covers 38 acres, with a max. depth of 35 ft. Fishing, swimming, boating."
NCG13992,Skyland Lake,Lake,Water,"S Buncombe County on Powell Creek, was formed in 1963 by Carolina Power and Light Company with the construction of an E dam and concrete spillway. It covers 320 acres, with a max. depth of 100 ft. and a shoreline of 9 mi. Used to condense turbine-exhaust steam at a steam power-generating plant and for public recreation."
NCG13999,Slades Swamp,Swamp,Wetlands,rises in S Bladen County and flows NW along the Bladen-Columbus county line into Brown Marsh Swamp.
NCG14001,Slap Swamp,Swamp,Wetlands,rises in N Columbus County and flows SE into Friar Swamp.
NCG14002,"Slashes, The",Marsh,Wetlands,a large marsh approx. 4 mi. wide in E Halifax County between Conoconnara Swamp and Roanoke River.
NCG14038,Sloop Point,Point,Landform,"extends from the mainland of S Pender County into Virginia Creek estuary in Topsail Sound. Named for the fact that sloops entering the sound moored there. Sloop Point post office, 1879-1936, was located at what is now Barlowes, which see. Site of oldest house in North Carolina, ""Sloop Point"" (ca. 1726)."
NCG14046,Smallwood Island,Island,Landform,"a silty clay-loam island approx. 1Â¼ mi. long in Roanoke River, W Northampton County."
NCG14058,Smith Island,Island,Landform,"SE Brunswick County at the mouth of Cape Fear River and bounded on the N by Corncake Inlet. Also known as Bald Head Island. The SE tip is Cape Fear, and the SW portion is known as Bald Head because of its round, sandy surface. The island is approx. 17,000 acres in area and contains palmetto trees and other interesting vegetation and wildlife. Named for Landgrave Thomas Smith, who acquired it in 1690. Appears as Landgrave Thomas Smith's Island on the Moseley map, 1733, on which the present Bald Head is marked Barren Head. The Collet map, 1770, shows only ""Bald Head."" When Thomas Smith willed the island to his four sons in 1738, he said that its old name was Cedar Island. Scene of World War II training as auxiliary site of Camp Davis. Island developed in 1974. Access by ferry; no state-maintained roads or motorized traffic."
NCG14060,Smith Millpond,Millpond,Water,S Wayne County on Sleepy Creek.
NCG14079,Smiths Mill Pond,Pond,Water,E Robeson County on Oak Swamp. Covers 50 acres; max. depth 8 ft.
NCG14080,Smiths Pond,Pond,Water,an artificial pond in NE Bladen County built about 1883. Max. depth approx. 10 ft. Fishing.
NCG14092,Smoky Cove,Cove,Water,S Haywood County on Dix Creek.
NCG14105,Snaggy Point,Point,Landform,peak in W Madison County between Hogback Mountain and Meadow Fork.
NCG14111,Snake Island,Island,Landform,"a long, narrow, tidal-marsh island in SW Carteret County in Bogue Sound."
NCG14139,Snow Marsh,Marsh,Wetlands,"a series of small tidal marshes, SE Brunswick County in the Cape Fear River below Sunny Point."
NCG14141,Snow Point,Point,Landform,"SE Brunswick County, extends SE from the mainland into Cape Fear River at the mouth of Walden Creek and on the W side of Snow Marsh. Appears on the Collet map, 1770."
NCG14168,Sodom Hollow,Valley,Landform,"central Buncombe County, the valley through which French Broad River flows NW of Asheville toward Dryman Mountain. Named by an early circuit rider, who compared the rough pioneers living there with the inhabitants of the biblical Sodom and Gomorrah."
NCG14190,Sorrells Cove,Cove,Water,E Haywood County between Brown Cove and Thickety Creek.
NCG14193,Soules Swamp,Swamp,Wetlands,rises in N Columbus County and flows NE then SE into White Marsh.
NCG14199,South Bay,Bay,Water,"in N Piney Island S of Rattan Bay, NE Carteret County. Approx. 1Â¾ mi. long and Â½ mi. wide."
NCG14250,South Lake,Pond,Water,"artificial pond on Long Creek in S Vance County. Covers 14 acres, with max. depth of 15 ft. Originally named Beckham Millpond and was formed sometime in the nineteenth century. Name was changed in early 1940s, when the lake was bought by a social club. The mill is still standing; lake is used for recreation (fishing, swimming, boating). The name appeared on the soil survey map of 1913 as Beckon Mill."
NCG14296,Southerlands Millpond,Millpond,Water,in E Vance County on Sandy Creek. Area 30 acres; max. depth 10 ft. Now used by the city of Henderson as a reservoir. See also Millford.
NCG14330,Sparta Mill Pond,Pond,Water,central Alleghany County on Little River. Formed in 1920. Covers 8 acres; max. depth 10 ft. Fishing and swimming.
NCG14348,Spice Cove,Valley,Landform,the valley through which Spice Cove Branch flows in N Buncombe County.
NCG14351,Spicers Bay,Bay,Water,S Onslow County in Stump Sound. Named for John Spicer.
NCG14352,Spices Cove,Cove,Water,NE Buncombe County between Pinnacle Mountain and Dillingham Creek.
NCG14358,Spit Bay,Bay,Water,between Davis Island and Davis Shore in Core Sound in E Carteret County.
NCG14364,Splash Dam Lake,Lake,Water,"E Transylvania County, drains SW into Cascade Lake. Covers 5 acres and has a max. depth of 30 ft."
NCG14370,Spooners Bay,Bay,Water,"in Brown's Sound, S Onslow County. Probably named for Jabez Spooner, landowner in the vicinity by 1743. Sometimes mistakenly called Schooners Bay."
NCG14401,Spring Point,Point,Landform,central Onslow County in Farnell Bay of New River.
NCG14405,Springers Point,Point,Landform,"point of land from Ocracoke Island, near community of Ocracoke, extending into Pamlico Sound, SE Hyde County."
NCG14411,Sprinkle Cove,Cove,Water,NE Buncombe County near the junction of Walker and Dillingham Creeks.
NCG14418,Spruce Pine Cove,Valley,Landform,N Buncombe County between Wiley Mountain and Coles Cove.
NCG14500,Stamey Cove,Cove,Water,E Haywood County on the head of Stamey Cove Branch.
NCG14531,Star Hollow,Valley,Landform,"valley of Star Branch, W Avery County."
NCG14541,Starnes Cove,Cove,Water,central Buncombe County NW of Starnes Ridge.
NCG14554,Statons Pond,Pond,Water,"central Martin County, is fed by the waters of several streams: Hardison Mill Creek, Ready Branch, and Smithwick Creek. It is drained by Sweetwater Creek. The pond is approx. 2 mi. long."
NCG14558,Steadmans Lake,Lake,Water,"is formed by a dam across Steadmans Creek, central Stokes County. Covers about 15 acres; max. depth 30 ft. Owned by Izaak Walton League of America."
NCG14580,Steep Point,Point,Landform,extends from the mainland of NE Carteret County into Core Sound.
NCG14589,Stephens Swamp,Swamp,Wetlands,rises in E Duplin County and flows SW into Muddy Creek.
NCG14591,Stephenson's Lake,Lake,Water,"a spring-fed lake covering 35 acres 2 mi. E of Garysburg, W Northampton County. Numerous wild ducks and geese winter there each year."
NCG14593,Stepp's Cove,Cove,Water,"on the S side of Point Lookout in NE Henderson County about 1Â½ mi. E of community of Edneyville. Named for Fannie Stepp, who, according to legend, was scalped there by Cherokee warriors in 1779."
NCG14600,Stevens Cove,Cove,Water,S Madison County at the head of Little Pine Creek.
NCG14605,Steward Millpond,Millpond,Water,in NW Union County in Goose Creek.
NCG14609,Stewart Cove,Cove,Water,E Macon County between Buck Creek and Little Buck Creek.
NCG14642,Stockton Cove,Cove,Water,N Buncombe County between Morgan Ridge and Morgan Branch.
NCG14660,Stones Bay,Bay,Water,"in New River in S Onslow County. Mentioned in local records as early as 1748 as Stones Creek Bay. Named for William Stone, an early surveyor in the county."
NCG14695,Store Point,Peninsula,Landform,"peninsula extending off the W side of Goose Creek Island into Goose Creek, NE Pamlico County."
NCG14727,Striking Island,Island,Landform,"a tidal-marsh island in the Cape Fear River opposite Southport, SE Brunswick County."
NCG14736,Stump Sound,Sound,Water,skirts the S edge of Onslow County between the Onslow-Pender county line and Alligator Bay in S Onslow County. The sound is filled with tidal-marsh islands and is separated from the Atlantic Ocean by a barrier beach.
NCG14741,Stumpy Point Bay,Bay,Water,"an almost round bay on the E mainland of Dare County. It has a narrow entrance into Pamlico Sound on the SE side. Formerly a lake, it appears as Stumpy Point Lake on the Moseley map, 1733. Erosion opened the lake into Pamlico Sound."
NCG14745,Sturgeons Point,Point,Landform,"on Moseley map, 1733, in what is now SE Brunswick County between Elizabeth River and Walden Creek."
NCG14747,Styron Bay,Bay,Water,"on the W side of Core Sound about 1.3 mi. SW of the town of Atlantic and E of Nelson Bay, NE Carteret County. Named for a local family."
NCG14756,Sugar Cove,Cove,Water,N Buncombe County W of Ingles Ridge.
NCG14757,Sugar Cove,Cove,Water,SW Macon County between Firescald Ridge and Nantahala River.
NCG14769,Sugar Hollow,Valley,Landform,E central Yancey County between Jim Ray Branch and Three Quarters Creek. Named for sugar maples growing there.
NCG14771,Sugar Loaf Island,Island,Landform,in Bogue Sound off Morehead City in S Carteret County.
NCG14775,Sugar Springs Cove,Cove,Water,NE Buncombe County between Little Craggy Knob and North Fork [Swannanoa River].
NCG14783,Sugarhouse Cove,Cove,Water,NE Buncombe County between Glassmine Ridge and Locust Gap.
NCG14801,Suggs Mill Pond,Pond,Water,"a natural pond in N Bladen County. Named for Aligood Suggs. Has decreased in size considerably since 1914. The pond is one of the Carolina Bays, which see."
NCG14807,Sulliers Bay,Bay,Water,SE Onslow County between Howards Bay and Craigs Point. Appears in early county records as Salyer's Bay.
NCG14829,Sunfish Cove,Cove,Water,in N Transylvania County just S of Shooting Ridge.
NCG14834,Sunny Point,Point,Landform,on the W bank of Cape Fear River in SE Brunswick County. Now an ammunition loading depot.
NCG14840,Sunset Lake,Lake,Water,S Wake County on Middle Creek at the junction of Basal Creek; formerly known as Orfords Pond. Covers 100 acres; max. depth 20 ft. Used for fishing and boating.
NCG14857,Suttons Mill Pond,Pond,Water,"approx. Â½ mi. long, on Bear Creek in W Lenoir County."
NCG14860,Swag Cove,Valley,Landform,NE Cherokee County on Buckhorn Ridge in the Valley River Mountains.
NCG14863,Swains Mill Pond,Pond,Water,"approx. 2 mi. long, on Deep Swamp Branch just before it enters the Chowan River in SE Hertford County. Formerly Taylor Pond. Est. ca. 1720."
NCG14869,Swan Island,Island,Landform,"tidal-marsh island in the mouth of Swan Creek, E Pamlico County."
NCG14870,Swan Islands,Islands,Landform,three islands in Pamlico Sound in N end of Carteret County.
NCG14872,Swan Point,Point,Landform,extends from Bell Island in S Hyde County into Rose Bay.
NCG14873,Swan Point,Point,Landform,"S Onslow County, extends into N Chadwick Bay. Appears as Swann Point in early county records."
NCG14874,Swan Pond,Pond,Water,a natural pond about 1Â½ mi. long in the Neuse River low grounds of SE Johnston County.
NCG14876,Swan Quarter Bay,Bay,Water,in Pamlico Sound E of Bell Island in S Hyde County. See also Cecils Harbor.
NCG14877,Swan Quarter Island,Island,Landform,"a marsh island in Pamlico Sound, S Hyde County. Approx. 10 to 15 acres in area. See also Abigails Islands."
NCG14942,Tabor Island,Island,Landform,in Roanoke River in SE Bertie County at the SW end of Bluff Island. Known by the name since the mid-nineteenth century. Approx. Â¾ mi. long and 1/8 mi. wide. See also Purchace Islands.
NCG14982,Tar Landing Bay,Bay,Water,"in the extreme E end of Bogue Banks on the sound side, S Carteret County."
NCG14994,Tarkiln Neck,Peninsula,Landform,"peninsula at the junction of Pamlico and Pungo Rivers, E Beaufort County."
NCG14996,Tarpleys Pond,Pond,Water,SE Wake County on Little River. Covers 50 acres and has a max. depth of 15 ft. Used for irrigation and recreation.
NCG15010,Tava Cove,Valley,Landform,N Cherokee County in the Snowbird Mountains.
NCG15012,Taylor Bay,Bay,Water,central Currituck County at S tip of Great Swamp.
NCG15016,Taylor Millpond,Millpond,Water,"SW Gates County, receives waters of a number of small streams and flows SE into Big Pocosin."
NCG15026,Taylors Mill Pond,Pond,Water,on the head of Corduroy Swamp in central Northampton County; approx. Â¾ mi. long.
NCG15027,Taylors Pond,Pond,Water,on the head of Reedy Branch in NW Duplin County.
NCG15032,Tea Swamp,Swamp,Wetlands,rises in central Duplin County and flows NE into Grove Creek.
NCG15054,Ten Mile Swamp,Swamp,Wetlands,rises in N Robeson County and flows SE and NE into Big Swamp.
NCG15056,Tenmile Swamp,Swamp,Wetlands,"rises in W Onslow County and flows NW into Ninemile Swamp. Named for its distance from Rich Lands Chapel, an early center of settlement."
NCG15057,Tenmile Swamp,Swamp,Wetlands,rises in E Sampson County and flows SW into Six Runs Creek.
NCG15073,Terrapin Island,Island,Landform,"tidal-marsh island in Pamlico Sound, NE Pamlico County."
NCG15075,Terrapin Point,Point,Landform,in SE Bertie County extending into Batchelor Bay at the N side of Cashie River.
NCG15092,Thagards Pond,Pond,Water,"on Little River in E Moore County. Covers approx. 100 acres. Named for William C. Thagard, who owned it from 1854 until about 1900. Was the site of Nicholas Smith's mill from as early as 1769. A residential community, Whispering Pines and a golf course were developed there about 1901."
NCG15099,Theoff Point,Point,Landform,"projection from S Bodie Island into Roanoke Sound, E Dare County approx. Â½ mi. N of Cedar Island."
NCG15110,Thomas Bay,Bay,Water,S extension of Cawcaw Swamp in SW Brunswick County between its junctions with Little Cawcaw Swamp and Shingletree Swamp.
NCG15133,Thompsons Millpond,Millpond,Water,N Wake County in Horse Creek.
NCG15138,Thorofare Bay,Bay,Water,"on the S side of Cedar Island emptying into Core Sound, NE Carteret County."
NCG15139,Thorofare Swamp,Swamp,Wetlands,rises in E Pitt County and flows SE into Clayroot Swamp.
NCG15143,Thoroughfare Island,Island,Landform,"a small island in North River, W Currituck County. North of the island, the river is sometimes known as Indian-town Creek."
NCG15144,Thoroughfare Swamp,Swamp,Wetlands,"rises in SW Wayne County and flows NE and N into Neuse River. Formerly known as Falling Creek, and so designated on the Price map, 1808, and by Dr. Elisha Mitchell in his 1827 journal."
NCG15164,Thumb Swamp,Swamp,Wetlands,rises in SE Bladen County and flows E into Colly Creek approx. 5 mi. SE of Singletary Lake.
NCG15168,Thunder Swamp,Swamp,Wetlands,rises in S Wayne County and flows NW into Thoroughfare Swamp.
NCG15212,Tippetts Mill Pond,Pond,Water,"on Moccasin Creek at the Johnston-Nash county line. Approx. Â½ mi. long. Formed before the Civil War and known first as Taylor's Mill, later as Hilliard's Mill, and since about 1949 as Tippetts Mill. In the past a sawmill, cotton gin, and corn and wheat mills have been operated there. Wagons known as Moccasin Wagons were made there."
NCG15235,Toisnot Swamp,Swamp,Wetlands,"rises in S Nash County and flows SE into N Wilson County. It flows across the county and enters Contentnea Creek in S Wilson County. The name Toisnot is from the Iroquoian language base of the Tuscarora tosneoc, meaning ""close to two rivers."" The name is properly applied not to a single village but to around a dozen different sites occupied by the Tuscarora in what is now E Wilson County. Until about the 1850s, the name was spelled Tosneot and appears that way in local records dating from 1741 and on the Collet map, 1770."
NCG15245,Tom Bryan Cove,Cove,Water,N Macon County between Miller Hollow and Fall Branch.
NCG15275,Tooleys Point,Point,Landform,"point of land in E Beaufort County on the N side of Pungo River at the mouth of Pantego Creek, SE limits of Belhaven."
NCG15283,Topsail Island,Island,Landform,E Pender County. Barrier beach lying between Topsail Sound and the Atlantic Ocean. Approx. 8Â½ mi. long.
NCG15284,Topsail Sound,Sound,Water,"extends NE from Mason Inlet, NE New Hanover County, across Pender County to Stump Inlet on the Onslow-Pender county line. It is separated from the Atlantic Ocean by a barrier beach. The sound, about 17 mi. in length, is filled with tidal-marsh islands. Named for the fact that local residents watched from there for the appearance of topsails of approaching vessels."
NCG15307,Town Marsh,Island,Landform,a tidal-marsh island SW of Beaufort in S Carteret County.
NCG15309,Town Point,Point,Landform,central Onslow County at the N end of Farnell Bay and the S end of Morgan Bay. Now within the Camp Lejeune Marine Corps Air Station.
NCG15310,Town Swamp,Swamp,Wetlands,"SW Bertie County, a part of the larger Broadneck Swamp. Probably named for a Tuscarora Indian town in the vicinity, abandoned before 1800."
NCG15327,Tracey Swamp,Swamp,Wetlands,rises in N Jones County and flows N along the Craven-Lenoir county line into Neuse River. See also Gum Swamp.
NCG15350,Traps Bay,Bay,Water,"S Onslow County on the E side of New River nears its mouth. Named for Capt. Cornelius Trap, who was living in the county in 1746."
NCG15373,Trim Cove,Valley,Landform,"NE Cherokee County, through which an unnamed stream flows SE into Valley River."
NCG15393,Troublesome Point,Point,Landform,extends into the mouth of the North Landing River in NE Currituck County.
NCG15397,Trout Lake,Lake,Water,"artificial lake in central Watauga County on Flannery Fork. Formed in 1954, it has a max. depth of 20 ft. and an area of approx. 13 acres. Open to the public."
NCG15406,Truebloods Point,Point,Landform,"W Pasquotank County, extends into Little River just S of Nixonton."
NCG15408,Trull Cove,Cove,Water,"E Cherokee County, through which a short tributary of Slow Creek flows."
NCG15410,Trumpeters Swamp,Swamp,Wetlands,rises in S Pender County and flows NW into Merricks Creek.
NCG15427,Tuckahoe Swamp,Swamp,Wetlands,"rises in S Lenoir County and flows SE into W Jones County, where it becomes less well defined and more of a true swamp. The swamp is drained to the E by Tuckahoe Creek."
NCG15432,Tuckasegee Lake,Lake,Water,"in central Jackson County on West Fork Tuckasegee River. Formed in 1950; covers 2 acres and has max. depth of 90 ft. Used for fishing, boating, and as a power source. Open to the public."
NCG15437,Tucker Hollow,Valley,Landform,mountain valley in N central Avery County.
NCG15438,Tucker Island,Island,Landform,"a silty clay and loam island in Roanoke River, NW Northampton County. Formerly approx. 2 mi. long, but now largely covered by the waters of Roanoke Rapids Lake. Appears as Pughs Island on the Price map, 1808, and as a part of Hamlins Shoals on the MacRae map, 1833."
NCG15442,Tuckertown Lake,Lake,Water,"on Yadkin River in Davidson, Montgomery, Rowan, and Stanly Counties. Covers 3,000 acres, with a shoreline of 40 mi. Max. depth 50 ft. Named for a former community in Montgomery County whose site it now covers. Completed in 1962 by Carolina Aluminum Company; used as a reservoir, to generate hydroelectric power, and for recreation."
NCG15447,Tull Bay,Bay,Water,an inland bay in N Currituck County in the mouth of the Northwest River.
NCG15449,Tull Mill Pond,Pond,Water,on the head of Southwest Creek in SW Lenoir County. Formed approx. 1875. Covers 180 acres; max. depth 14 ft.
NCG15457,Tump Island,Island,Landform,"NE Carteret County in West Bay off Tump Point on Cedar Island. A tump is defined as a low hill or mound or as a clump of grass, especially one forming a dry spot in a swamp."
NCG15458,Tump Point,Point,Landform,NE Carteret County on W side of Cedar Island extending into West Bay.
NCG15472,Turkey Cove,Cove,Water,NW Swain County between Twentymile Creek and Twentymile Ridge.
NCG15485,Turkey Pen Cove,Cove,Water,W Macon County between Pierce Creek and Nantahala River.
NCG15487,Turkey Pen Hollow,Valley,Landform,"NW Cherokee County, through which an unnamed stream flows SE into Copper Creek."
NCG15488,Turkey Point,Point,Landform,S Onslow County at the mouth of Turkey Creek. Appears in local records as early as 1734.
NCG15500,Turnagain Bay,Bay,Water,NE Carteret County emptying into Neuse River. Known as The Bay until about 1775.
NCG15509,Turner Swamp,Swamp,Wetlands,"rises in NE Wayne County and flows N into Wilson County, where it enters Black Creek."
NCG15526,Tuscarora Beach,Beach,Landform,"summer resort in E Hertford County near the town of Winton on Chowan River. Originally a Tuscarora Indian village; settled about 1710 by John Cotton of Virginia and known as Cotton's Crossing as late as 1759, when it was authorized to be laid out as the county seat. Later known as Old Barfields and Barfields."
NCG15538,Tussock Bay,Bay,Water,in E Bladen County.
NCG15557,Twomile Swamp,Swamp,Wetlands,rises in W Sampson County and flows SE into Caesar Swamp.
NCG15561,Tyndall Point,Point,Landform,"SE Beaufort County, extends into Goose Creek."
NCG15569,Tyson Marsh,Stream,Water,"stream, rises in S Greene County and flows NE into Contentnea Creek."
NCG15573,U-Alta Lake,Lake,Water,"W Randolph County, is formed by a dam on Caraway Creek. Covers 20-25 acres. Named for Eula Alta Farlow, wife of Arthur Farlow, who developed the lake."
NCG15612,University Lake,Lake,Water,on Morgan Creek in S Orange County. Formed 1932 as a municipal water supply for Chapel Hill-Carrboro. Covers 219 acres; max. depth 30 ft.
NCG15615,Upchurch Pond,Pond,Water,"on Rockfish Creek, E Hoke and W Cumberland Counties. Approx. 5 mi. long."
NCG15650,Urahaw Swamp,Swamp,Wetlands,rises in S Northampton County and flows NE into Potecasi Creek. The name appears in local records as early as 1719.
NCG15656,Uwharrie National Forest,Forest,Landform,"largely in W Montgomery County but also in SW Randolph, SE Davidson, and NW Stanly Counties. Covers 204,682 acres, with headquarters in Troy. Originally laid out as a purchase unit in 1934 and made a National Forest in 1961."
NCG15679,Van Swamp,Swamp,Wetlands,"extends NE from N Beaufort County into SW Washington County. Area. approx. 12,000 acres."
NCG15726,Vine Swamp,Swamp,Wetlands,"rises in E Lenoir County and flows E into Jones County, where it enters Beaver Creek. Named prior to the Revolution for the Vine family, which settled nearby."
NCG15760,Wade Point,Point,Landform,"extends from S Pasquotank County into Albemarle Sound. Appears as Wades Point on the Moseley map, 1733. It lies between Big Flatty Creek and the Pasquotank River."
NCG15761,Wade's Shore,Bay,Water,"a bay on the N side of Shackle ford Banks, S Carteret County. A former whaling settlement by the same name existed there."
NCG15762,Wades Point,Point,Landform,"point of land in E Beaufort County on the N side of Pamlico River at the W side of the mouth of Pungo River, lat. 35Â°23'18"" N., long. 76Â°34'35"" W. See also Moores Beach. Appears as Battis Point on the Comberford map, 1657."
NCG15764,Wadesboro City Pond,Pond,Water,"S central Anson County on Jones Creek. Formed 1938. Covers 75 acres, with a max. depth of 25 ft. Municipal water supply, fishing, and boating."
NCG15778,Wahtom Pocosin,Pocosin,Wetlands,NW Bertie County.
NCG15779,Wahtom Swamp,Swamp,Wetlands,rises in NW Bertie County and flows SE into Cashie River.
