id,label,pronunciation,description,County,feature_type
NCG11560,Pea Landing,,See Calabash.,,Reference
NCG11561,Pea Ridge,,elevated sandy area in N Washington County on Albemarle Sound extending NE from Leonards Point.,Washington,Ridge
NCG11562,Pea Ridge,,See Ridgeville.,,Reference
NCG11563,Peace,,community in SW Wake County.,Wake,Community
NCG11564,Peach,,community in N Perquimans County.,Perquimans,Community
NCG11565,Peach Bottom Mountains,,"a range of high, grass-covered mountains extending across most of Alleghany County from SW to N central. Among the named peaks are Cheek, Fender, and Doughton Mountains and Bald Knob.",Alleghany,Mountains
NCG11566,Peach Knob,,central Buncombe County SW of Craven Gap in Elk Mountains.,Buncombe,Knob
NCG11567,Peach Orchard,,"mountain in the Cane Creek Mountains, S Alamance County.",Alamance,Mountain
NCG11568,Peach Orchard Creek,,rises in NE Buncombe County and flows W into Carter Creek.,Buncombe,Creek
NCG11569,Peachland,,town in W Anson County. Originally known as Mulcahy; renamed in 1888 for a large peach orchard nearby. Inc. 1895. Alt. 446.,Anson,Town
NCG11570,Peachtree,,community in E Cherokee County.,Cherokee,Community
NCG11571,Peachtree Branch,,rises in SE Duplin County and flows W into Mill Branch.,Duplin,Branch
NCG11572,Peachtree Creek,,See White Oak Swamp.,,Reference
NCG11573,Peachtree Gap,,on Graham-Swain county line between Broke Yoke Gap and Round Top.,Graham|Swain,Gap
NCG11574,Peachtree Knob,,"on the Cherokee-Clay county line. Alt. 4,200.",Cherokee|Clay,Knob
NCG11575,Peacock's Bridge,,"SE Wilson County over Contentnea Creek approx. 1½ mi. SE of Stantonsburg. A bridge existed there by 1751 and is shown on the Price map, 1808, and on the MacRae map, 1833. There Lt. Col. Banastre Tarleton's British dragoons and Col. James Gorham's militia engaged in a skirmish, May 1781. Known for a time as Ruffin's Bridge.",Wilson,Transportation
NCG11576,Peacocks,,community in N Columbus County. Earlier known as Peacocks Store.,Columbus,Community
NCG11577,Peacocks Crossroads,,community in SW Johnston County.,Johnston,Community
NCG11578,Peak Creek,,rises on the Ashe-Wilkes county line near Mulberry Gap and flows NW into South Fork New River.,Ashe|Wilkes,Creek
NCG11579,Peak Creek Township,,E Ashe County.,Ashe,Township
NCG11580,Peak Knob,,E Macon County between Grindstone Knob and the head of Moses Branch.,Macon,Knob
NCG11581,Peak Mountain,,NE Avery County.,Avery,Mountain
NCG11582,"Peak, The",,"SW Mitchell County between Crabtree Creek and North Toe River. Alt. 3,866.",Mitchell,MountainFeature
NCG11583,Peaked Knob,,"on the Haywood County, N.C.-Cocke County, Tenn., line. Alt. 3,370.",Haywood,Knob
NCG11584,Peaked Top,,central Caldwell County near the headwaters of Abingdon Creek.,Caldwell,Top
NCG11585,Peaks Bald,,on the Macon-Swain county line between Davis Bald and Low Gap.,Macon|Swain,Bald
NCG11586,Pearce Crossroads,,community in S Franklin County.,Franklin,Community
NCG11587,Pearce's Creek,,rises in N Burke County and flows E into Carroll's Creek.,Burke,Creek
NCG11588,Pearces Mill Township,,central Cumberland County.,Cumberland,Township
NCG11589,Pearceville,,"community in NW Camden County. Named for Pearce family from New England, who settled there following the Revolution. Often appears on maps as Pierceville.",Camden,Community
NCG11590,Pearsall,,community in N Duplin County.,Duplin,Community
NCG11591,Pearson Knob,,"mountain in NW Alexander County. Alt. 1,898.",Alexander,Knob
NCG11592,Pearson's Falls,,"SW Polk County between town of Saluda and city of Tryon on Colt Creek. Named for Charles William Pearson, former owner of the site. The falls tumble over 75 ft. of rugged rocks. The surrounding 308 acres contain a wildflower sanctuary and herbarium. There are more than 200 different varieties of flowers and woodland growth there.",Polk,Falls
NCG11593,Peartree Point,,extends from the mainland into the mouth of Alligator River in NE Tyrrell County.,Tyrrell,Point
NCG11594,Peckerwood Creek,,"rises in central Clay County and flows NW into Tusquitee Creek. Named for an Indian, Jim Peckerwood, who lived near its head.",Clay,Creek
NCG11595,Peckerwood Ridge,,N Cherokee County.,Cherokee,Ridge
NCG11596,Pecks Corner,,"mountain on the Swain County, N.C.-Sevier County, Tenn., line at the head of Enloe Creek. Alt. approx. 5,700. Also known as Pecks Peak.",Swain,Mountain
NCG11597,Pecks Peak,,See Pecks Corner.,,Reference
NCG11598,Pedlars Hill,,See Pleasant Hill.,,Reference
NCG11599,Pee Dee,,community in W Montgomery County. Produces hosiery and lumber.,Montgomery,Community
NCG11600,Pee Dee River,,"is formed by the junction of the Yadkin and Uwharrie Rivers in Montgomery County. It flows S along the Stanly-Montgomery and Anson-Richmond county lines into South Carolina, where it empties into Winyah Bay. Also known as Great Pee Dee River. The name may be a Catawba Indian word pi'ri (something good) or pfhere (smart; expert; capable).",Stanly|Montgomery|Anson|Richmond,River
NCG11601,Peebles Tavern,,See Garysburg.,,Reference
NCG11602,Peedee Township,,W Montgomery County.,Montgomery,Township
NCG11603,Peek,,community in E Madison County.,Madison,Community
NCG11604,Peeks Creek,,rises in S Macon County and flows NE into Cullasaja River.,Macon,Creek
NCG11605,Peele Branch,,rises in NE Bertie County and flows SW into Chinkapin Swamp.,Bertie,Branch
NCG11606,Peeler,,"community in E Rowan County served by post office, 1894-1904.",Rowan,Community
NCG11607,Peeler Creek,,rises in S Davie County and flows SE approx. 2 mi. into Yadkin River.,Davie,Creek
NCG11608,Peels Top,,NW Cherokee County in the Unicoi Mountains.,Cherokee,Top
NCG11609,Peewee Branch,,rises in W Jackson County and flows S into Greens Creek.,Jackson,Branch
NCG11610,Peggy Gap,,on the head of Camp Creek in NW Jackson County.,Jackson,Gap
NCG11611,Peggy Knob,,S Macon County between Tessentee Creek and Bennies Branch.,Macon,Knob
NCG11612,Peggy Peak,,SW Buncombe County at the E end of Smathers View Mountain.,Buncombe,MountainFeature
NCG11613,Pegries,,"community in SW Richmond County served by post office, 1885-1904.",Richmond,Community
NCG11614,Pekin,,"community in S Montgomery County. A post office, Chisholm's Store, est. there 1824, was renamed Pekin in 1853.",Montgomery,Community
NCG11615,Peletier,,community in W Carteret County. Named for family of same name.,Carteret,Community
NCG11616,Peletier Creek,,"rises in S Carteret County and flows S into Bogue Sound. Probably named for Jerome Peletier, first of the family to settle in the vicinity.",Carteret,Creek
NCG11617,Pelham,,"community in NW Caswell County. Est. during the Civil War as a station on the Piedmont Railroad; named for Maj. John Pelham, Alabamian killed in action during the war. Alt. 740.",Caswell,Community
NCG11618,Pelham Precinct,,"appears on the Wimble map, 1738, between the Cape Fear and the Northeast Cape Fear Rivers at approx. what is now Pender County. Wimble's map was dedicated to Thomas Hollis Pelham, Duke of Newcastle (1693-1768), secretary of state for the Southern Department. Pelham County appears at the same location on the Mouzon map, 1775. Since there appears to be no reference to such a precinct or county in the records of North Carolina, it is possible that Wimble was simply flattering his patron and that Mouzon followed Wimble's map in making his own.",Pender,Precinct
NCG11619,Pelham Township,,NW Caswell County.,Caswell,Township
NCG11620,Pell Mell Pocosin,,N central Bertie County.,Bertie,Pocosin
NCG11621,Pembroke,,"town in W central Robeson County. Alt. 172. Inc. 1895. Originally called Campbell's Mill on Waterhole Swamp; later, Scuffletown, after Scoville Town in England or because it was a good place to get into a fight. Today, it is center of Lumbee Indian business and social life. Named for Pembroke Jones (1825-1910), an official of the Wilmington and Weldon Railroad, which intersected the Wilmington, Charlotte, and Rutherford Railroad there. Home of the University of North Carolina at Pembroke, founded in 1887.",Robeson,Town
NCG11622,Pembroke Creek,,"rises in Pollock Swamp, E Chowan County, and flows S and SE into the W side of the head of Edenton Bay. Formerly known as the W branch of Mattacomack Creek and later Queen Anne's Creek. Took its present name from Thomas Barker's plantation, Pembroke, which was named for his birthplace, Pembroke, Mass. Barker bought his property from Edmund Gale about 1751. See also Ramushawn River.",Chowan,Creek
NCG11623,Pembroke Township,,central Robeson County.,Robeson,Township
NCG11624,Pender,,"community immediately S of the town of Halifax, E Halifax County.",Halifax,Community
NCG11625,Pender County,,"was formed in 1875 from New Hanover County. Located in the SE section of the state, it is bounded by the Atlantic Ocean and by New Hanover, Brunswick, Columbus, Bladen, Sampson, Duplin, and Onslow Counties. It was named for Gen. William D. Pender (1834-63), a Confederate officer killed at Gettysburg. Area: 869 sq. mi. (857, land; 12, water). County seat: Burgaw, with an elevation of 49 ft. Townships are Burgaw, Canetuck, Caswell, Columbia, Grady, Holly, Long Creek, Rocky Point, Topsail, and Union. Produces corn, oats, soybeans, miscellaneous fruits and vegetables, peanuts, poultry, eggs, hogs, dairy products, livestock, turkeys, seafood, metal products, and lumber. See also Pelham Precinct; Lillington County.",,County
NCG11626,Pender's Crossroads,,"community in E Wilson County near White Swamp and Town Creek. Maj. Gen. William Dorsey Pender (1834-63), a Confederate officer killed at Gettysburg, was born nearby.",Wilson,Community
NCG11627,Pendergrass Mountain,,central Macon County between Blaine Branch and the heads of Battle Branch and Salser Branch.,Macon,Mountain
NCG11628,Penderlea,,"community in NW Pender County. Land in the area had been purchased after the Civil War by E. R. Brink, a northern investor. He subdivided it, prepared a map, and sold about 50 farms to people in New York City. His mortgage with a Wilmington bank was foreclosed, and the New Yorkers lost their farms and money. Beginning in 1934, the U.S. government purchased a total of 10,500 acres, which was subdivided into tracts of about 30 acres each. Houses and other buildings were erected, and farmers who had been removed from submarginal land taken out of cultivation by the government were moved into the area. A total of 142 farm units were est., and a school, community center, and lake were built. The farms later were sold to those who lived on them.",Pender,Community
NCG11629,Pendleton,,town in NE Northampton County. Est. about 1887; inc. 1893. Known as Woodward's Crossroads until renamed to honor an employee of the railroad on the first train to pass through. Alt. 84.,Northampton,Town
NCG11630,Penelo,,community in central Edgecombe County.,Edgecombe,Community
NCG11631,Penelope,,See Longview.,,Reference
NCG11632,Penland,,"community in S Mitchell County on North Toe River. Alt. 2,462. Named for Milton P. Penland, pioneer settler and businessman. Penland School of Crafts grew out of a school est. there in 1910.",Mitchell,Community
NCG11633,Penland Bald,,"on the Clay-Macon county line at the head of Park Creek. Alt. approx. 5,000.",Clay|Macon,Bald
NCG11634,Penland Cove,,SE Cherokee County at the NE end of Poor House Mountain.,Cherokee,Valley
NCG11635,Penland Gap,,on Middle Ridge in SW Macon County.,Macon,Gap
NCG11636,Penland Yellow,,See Big Bald.,,Reference
NCG11637,Penley,,community in SE Watauga County.,Watauga,Community
NCG11638,Penley Branch,,rises in S Watauga County and flows SE into Middle Fork [South Fork New River].,Watauga,Branch
NCG11639,Penly Cove,,central Buncombe County E of Bee Ridge.,Buncombe,Cove
NCG11640,Penn Point,,in central Carteret County extending into Newport River.,Carteret,Point
NCG11641,Pennington,,"community in N Stanly County served by post office, 1886-1909.",Stanly,Community
NCG11642,Pennix Cove,,N Buncombe County E of Hemphill Mountain.,Buncombe,Valley
NCG11643,Penny,,"community in N Johnston County served by post office, 1884-1901.",Johnston,Community
NCG11644,Penny Hill,,"town on the Edgecombe-Pitt county line on Tar River. Inc. 1875, but no longer active in municipal affairs.",Edgecombe|Pitt,Town
NCG11645,Pennys Hill,,"a large sand hill at the present community of Seagull on Currituck Banks, E Currituck County; has been a landmark locally since the early eighteenth century.",Currituck,SandHill
NCG11646,Penrose,,"community in E Transylvania County between Lydia Creek and French Broad River. Alt. 2,087.",Transylvania,Community
NCG11647,Pensacola,,"community in S Yancey County on Cane River. Alt. 2,858. Name derived from an Indian word probably meaning ""hair people"" (those who wore their hair long).",Yancey,Community
NCG11648,Pensacola Township,,S central Yancey County.,Yancey,Township
NCG11649,Penson Knob,,S Macon County between Dover Knob and the Georgia state line.,Macon,Knob
NCG11650,Penson Mountain,,S Macon County between Middle Creek and Norton Branch.,Macon,Mountain
NCG11651,Peoria,,community in NW Watauga County on the head of Stone Mountain Branch.,Watauga,Community
NCG11652,Pepper Creek,,rises in NE McDowell County and flows S into North Fork [Catawba River] near North Cove.,McDowell,Creek
NCG11653,Peppers,,community in W Mitchell County on Bee Creek.,Mitchell,Community
NCG11654,Perch,,"community in SE Surry County served by post office, 1894-1904.",Surry,Community
NCG11655,Perfection,,community in W Craven County.,Craven,Community
NCG11656,Perkins Branch,,rises in central Watauga County and flows S into Hardin Creek.,Watauga,Branch
NCG11657,Perkinsville,,community in central Watauga County on Perkins Branch and Hardin Creek.,Watauga,Community
NCG11658,Permetter Creek,,"rises in N central Anson County and flows S into Brown Creek. Named for the Permenter family, early settlers.",Anson,Creek
NCG11659,Permudas Island,,"approx. 1Â½ mi. long, in S Onslow County in Stump Sound.",Onslow,Island
NCG11660,Pernell,,"community in N Wake County served by post office, 1885-1904.",Wake,Community
NCG11661,Perquimans County,,"was formed by 1679 as Berkeley Precinct in Albemarle County. Located in the NE section of the state, it is bounded by Albemarle Sound and by Chowan, Gates, and Pasquotank Counties. It was named for Indians in the vicinity. The legislature met there, 1707-16. Area: 324 sq. mi. (261, land; 63, water). County seat: Hertford, with an elevation of 15 ft. Townships are Belvidere, Bethel, Hertford, New Hope, and Parkville. Produces corn, soybeans, peanuts, cotton, hogs, livestock, apparel, sorghum, truck bodies, and sand.",,County
NCG11662,Perquimans River,,"rises in the Dismal Swamp in N Perquimans County and flows SE into Albemarle Sound. Appears as Pequaimings River on the Comberford map, 1657; as Wiquemans on the Ogilby map, 1671; and as Paquinous on the Hack map, 1684.",Perquimans,River
NCG11663,Perrishoes Creek,,See Raccoon Creek.,,Reference
NCG11664,Perry,,community in NW Gaston County.,Gaston,Community
NCG11665,Perry Creek,,"rises in N central Wake County and flows E through Gresham's Lake and into Neuse River. Shown as Simes Creek on Bevers map, 1870.",Wake,Creek
NCG11666,Perry Gap,,E Clay County between the headwaters of Perry and Barnett Creeks.,Clay,Gap
NCG11667,Perry Knob,,See Perry Top.,,Reference
NCG11668,Perry Ridge,,central Avery County.,Avery,Ridge
NCG11669,Perry Store,,community in N Wake County.,Wake,Community
NCG11670,Perry Top,,"peak in Plott Balsams in N Jackson County on the head of Monteith Branch. Also called Perry Knob. Alt. 5,080.",Jackson,Top
NCG11671,Perrys Pond,,"in NE Wake County on Buffalo Creek. Formed in 1910, covers 20 acres, with a max. depth of 10 ft. Open to the public; used for recreation.",Wake,Pond
NCG11672,Perrytown,,community in NE Bertie County.,Bertie,Community
NCG11673,Pershing,,See Delco.,,Reference
NCG11674,Persimmon Branch,,rises in NE Washington County and flows N and NE into Deep Creek.,Washington,Branch
NCG11675,Persimmon Creek,,community in W Cherokee County.,Cherokee,Community
NCG11676,Persimmon Ridge,,SE Avery County.,Avery,Ridge
NCG11677,Persimmon Swamp,,rises in SW Brunswick County and flows N into Shingletree Swamp.,Brunswick,Swamp
NCG11678,Person Branch,,rises in N Franklin County and flows SW into Sandy Creek.,Franklin,Branch
NCG11679,Person County,,"was formed in 1791 from Caswell County. Located in the N central section of the state, it is bounded by the state of Virginia and by Granville, Durham, Orange, and Caswell Counties. It was named for Gen. Thomas Person (1733-1800), Revolutionary patriot, member of the Council of Safety, and benefactor of the University of North Carolina. Area: 400 sq. mi. County seat: Roxboro, with an elevation of 671 ft. Townships are Allensville, Busby Fork, Cunningham, Flat River, Holloway, Mount Tirzah, Olive Hill, Roxboro, and Woodsdale. Produces tobacco, corn, wheat, oats, poultry, eggs, dairy products, livestock, hogs, textiles, hay, auto parts, wood products, lumber, and fabricated metals. Copper formerly was mined in the county.",,County
NCG11680,Person Ordinary,,See Littleton.,,Reference
NCG11681,Perth,,community in NW Bladen County.,Bladen,Community
NCG11682,Peru,,community in S Onslow County on New River.,Onslow,Community
NCG11683,Pescud,,See Thermal City.,,Reference
NCG11684,Petche Gap,,S central Burke County.,Burke,Gap
NCG11685,Peter Cove,,S Haywood County on the head of Peter Cove Branch.,Haywood,Cove
NCG11686,Peter Cove Branch,,rises in S Haywood County and flows SE into Bird Creek.,Haywood,Branch
NCG11687,Peter Cove Creek,,rises in NE Madison County and flows SW into Foster Creek.,Madison,Creek
NCG11688,Peter Cove Mountain,,E Madison County between Foster Creek and Roaring Fork.,Madison,Mountain
NCG11689,Peter Dick Gap,,central Cherokee County near the head of Cook Creek and N of Flea Mountain. Named for an early settler.,Cherokee,Gap
NCG11690,Peter Mashoes Creek,,a bay off the mainland of central Dare County in the waters of Croatan Sound. The community of Mashoes is located on the creek. See Mashoes.,Dare,Creek
NCG11691,Peter Swamp,,rises at the SE shore of Warwick Bay in E Robeson County and flows E into Big Swamp.,Robeson,Swamp
NCG11692,Peter Weaver Creek,,rises in S Jackson County and flows SE then NE into Morgan Mill Creek.,Jackson,Creek
NCG11693,Peters Creek,,"community in N central Stokes County on the Virginia line. Post office was there from 1850 until 1882, when name was changed to Elko, which see.",Stokes,Community
NCG11694,Peters Creek Township,,N central Stokes County.,Stokes,Township
NCG11695,Peters Ferry,,See Grifton.,,Reference
NCG11696,Peters Point,,point of land 1 mi. NW of Fort Fisher in S New Hanover County extending into the Cape Fear River near its mouth. See also Point Peter.,New Hanover,Point
NCG11697,Petersburg,,"community in S Madison County on Bull Creek. Alt. 1,972.",Madison,Community
NCG11698,Petersburg,,community on Jenkins Swamp in N Onslow County.,Onslow,Community
NCG11699,Petersburg Crossing,,a crossroads community in E Duplin County.,Duplin,Community
NCG11700,Peterson,,community in W Mitchell County on Nolichucky River. Also known as Warrick.,Mitchell,Community
NCG11701,Peterson Branch,,rises in N Yancey County and flows S into Jacks Creek.,Yancey,Branch
NCG11702,Peterson Gap,,N Mitchell County on Fork Mountain.,Mitchell,Gap
NCG11703,Peterson Inn,,See Littleton.,,Reference
NCG11704,Peterson Ridge,,N Yancey County between Cooper Gap and Bee Branch.,Yancey,Ridge
NCG11705,Petra Mills,,a small farming community in SE Caldwell County. Also known as Petra.,Caldwell,Community
NCG11706,Pett,,community in E central Wake County.,Wake,Community
NCG11707,Pettifords Creek,,See Pettivers Creek.,,Reference
NCG11708,Pettigrew State Park,,"E Washington and W Tyrrell Counties 9 mi. S of Creswell. Contains 16,828 acres, including 16,600-acre Lake Phelps. Est. 1939. Scenic, recreational, historical attraction; fishing. Somerset Place State Historic Site House, antebellum plantation, adjacent to park. See also Somerset.",Washington|Tyrrell,Park
NCG11709,Pettivers Bay,,"at the mouth of Pettivers Creek in White Oak River, W Carteret County. Also known as Hampton Bay.",Carteret,Bay
NCG11710,Pettivers Creek,,"rises in W Carteret County and flows SW approx. 8 mi. into White Oak River. Named for John Pettiver, who owned land in the vicinity as early as 1728. Sometimes also called Pettifords Creek.",Carteret,Creek
NCG11711,Petty Gulf Creek,,rises in E Anson County and flows S into Blewett Falls Lake.,Anson,Creek
NCG11712,Petty Point,,peninsula extending from NE Pamlico County into Bay River.,Pamlico,Peninsula
NCG11713,Pettys Shore,,community in E Hertford County on Chowan River at the site of an earlier Indian village. A large fishery once was operated there.,Hertford,Community
NCG11714,Pfafftown,,"community in W Forsyth County. Named for Peter Pfaff, who arrived in the Wachovia settlement in 1771.",Forsyth,Community
NCG11715,Pharisee Swamp,,rises in SE Sampson County and flows NE into Bulltail Swamp.,Sampson,Swamp
NCG11716,Pheasant Creek,,"in the tidal-marsh islands of Bear Banks, SE Onslow County. Named for the pheasants formerly found there. Known also as Nicks Creek for Nick Moore.",Onslow,Creek
NCG11717,Phelps Point,,See Hertford.,,Reference
NCG11718,Pheney,,community in N McDowell County.,McDowell,Community
NCG11719,Phenoy,,"community in N McDowell County near present site of Little Switzerland, which see.",McDowell,Community
NCG11720,Phi,,"community in N Rowan County served by post office, 1884-1904.",Rowan,Community
NCG11721,Philadelphus,,community in N Robeson County on Richland Swamp. Settled 1796-99; site of an early private academy.,Robeson,Community
NCG11722,Philadelphus Township,,W central Robeson County.,Robeson,Township
NCG11723,Phillip Knob,,S Swain County between Yalaka Creek and Little Yalaka Creek.,Swain,Knob
NCG11724,Phillips Branch,,rises in W Watauga County and flows SE into East Fork [Cove Creek].,Watauga,Branch
NCG11725,Phillips Creek,,rises in S Transylvania County and flows NW into Hogshead Creek.,Transylvania,Creek
NCG11726,Phillips Crossroads,,community in N Jones County.,Jones,Community
NCG11727,Phillips Gap,,on the Ashe-Wilkes county line.,Ashe|Wilkes,Gap
NCG11728,Phillips Knob,,"N central Yancey County on the head of Guilders Creek 1½ mi. N of town of Burnsville. Alt. 4,390.",Yancey,Knob
NCG11729,Phillips’ Branch,,rises in W Caldwell County and flows E into Wilson's Creek.,Caldwell,Branch
NCG11730,Phillipsville,,community in E Haywood County on the W outskirts of Canton.,Haywood,Community
NCG11731,Phils Creek,,rises in S Orange County and flows SE into University Lake.,Orange,Creek
NCG11732,Phin's Island,,"in the E end of Brown's Sound in S Onslow County. Probably named for Phineas Stephens, an early landholder on Bear Creek.",Onslow,Island
NCG11733,Phipps Branch,,"rises in E Yancey County and flows W into South Toe River. Named for Sidney Phipps, an early settler.",Yancey,Branch
NCG11734,Phipps Cove,,W Swain County between Yalaka Creek and Stevenson Branch; almost entirely submerged by the backwaters of Fontana Lake.,Swain,Cove
NCG11735,Phipps Creek,,rises in W Yancey County and flows NW into Cane River.,Yancey,Creek
NCG11736,Phipps Gap,,W Yancey County between Indian and Price Creeks.,Yancey,Gap
NCG11737,Phoebes Creek,,rises in W Warren County and flows NE into Fishing Creek.,Warren,Creek
NCG11738,Phoenix,,"community in NE Brunswick County. A post office operated there, 1883-1938. Named for the mythical bird that, after death, rises from its ashes. Alt. 40.",Brunswick,Community
NCG11739,Phoenix Creek,,"rises on the E side of Phoenix Mountain, central Ashe County, and flows N into North Fork New River.",Ashe,Creek
NCG11740,Phoenix Mine Village,,"former community in E Cabarrus County at site of Phoenix Mine. Period of greatest activity was from 1870 to 1907, when the chlorination process for treatment of gold ores was perfected there by Capt. Adolph Thies. At the time, the discovery was a notable step forward in metallurgy. The mine shafts were dewatered in 1955 for further ore-deposit appraisals.",Cabarrus,FormerCommunity
NCG11741,Phoenix Mountain,,"central Ashe County. Alt. 4, 673-4,700.",Ashe,Mountain
NCG11742,Pick Breeches Creek,,rises in NE Watauga County and flows SE into Rube Creek.,Watauga,Creek
NCG11743,Pick's Sliding,,See Somerset.,,Reference
NCG11744,Pickards Mountain,,SW Orange County on the head of Morgan Creek.,Orange,Mountain
NCG11745,Pickens Gap,,NW Swain County on the S end of Jenkins Trail Ridge.,Swain,Gap
NCG11746,Pickens Nose,,"mountain in S Macon County between Betty Creek and Dryman Fork. Alt. approx. 4,900.",Macon,Mountain
NCG11747,Picket Branch,,rises in NE Cherokee County and flows SE and SW into Valley River.,Cherokee,Branch
NCG11748,Picketts Bay,,"an arm of White Oak River N of Swansboro, SE Onslow County between Muddy Creek and Mount Pleasant Point.",Onslow,Bay
NCG11749,Picks,,See Somerset.,,Reference
NCG11750,Picture Creek,,rises in SW Granville County and flows SW into Knap of Reeds Creek.,Granville,Creek
NCG11751,Piedmont,,"or extends from the Fall Line, which see, on the E to the Blue Ridge Mountains on the w. In elevation, the area ranges from approx. 500 ft. above sea level on the E to 1,500 ft. on the w. Rolling hills and stiff clay soil are characteristic of the Piedmont. The Indians knew the region as Tar-ko-ee (Catawba Land; Under Hills).",,Region
NCG11752,Piedmont,,community in central Mecklenburg County E of Charlotte.,Mecklenburg,Community
NCG11753,Piedmont Crescent,,"is an extended area in the Piedmont section of the state from Wake County on the E through Durham, Orange, Alamance, Guilford, Randolph, Forsyth, Davidson, Rowan, Cabarrus, Mecklenburg, Gaston, and Lincoln Counties. It follows route of Interstate 85 and includes rapidly growing urban and industrial areas, most of which had their beginning along the route of the North Carolina Railroad.",Wake|Durham|Orange|Alamance|Guilford|Randolph|Forsyth|Davidson|Rowan|Cabarrus|Mecklenburg|Gaston|Lincoln,Region
NCG11754,Piedmont Lake,,"in SE Transylvania County near Panther Mountain, drains S into Little River. Covers 5 acres, with a max. depth of 12 ft.",Transylvania,Lake
NCG11755,Piedmont Springs,,"community in central Stokes County on Dan River. A popular resort from about 1900 to 1930, when the hotel burned.",Stokes,Community
NCG11756,Piedmont Triad,,"a term used for the Greensboro, High Point, Winston-Salem area.",,Region
NCG11757,Pierce Creek,,"rises in SE Pamlico County and flows SE into Neuse River. Named for Edmond Pierce, who settled there in 1708.",Pamlico,Creek
NCG11758,Pierces Crossroads,,"community in N Halifax County. Named for the Pierce family, which settled there in 1812.",Halifax,Community
NCG11759,Pierceville,,See Pearceville.,,Reference
NCG11760,Pig Basket Creek,,"rises in NW Nash County and flows SE into Stony Creek. Legend says that an early settler, going home with a basket of newborn pigs, dropped them into the water as he tried to cross the stream while it was swollen after a storm.",Nash,Creek
NCG11761,Pig Point,,extends into S waters of Currituck Sound in S Currituck County.,Currituck,Point
NCG11762,Pigeon Branch,,rises in N Transylvania County near Pigeon Gap and flows SE into South Fork Mills River.,Transylvania,Branch
NCG11763,Pigeon Creek,,rises in S Swain County and flows SW into Yalaka Creek.,Swain,Creek
NCG11764,Pigeon Flats Bay,,a sand-filled bay in S Sampson County. See also Carolina Bays.,Sampson,Bay
NCG11765,Pigeon Gap,,on the Haywood-Transylvania county line on Pisgah Ridge between Green Knob and Wagon Road Ridge.,Haywood|Transylvania,Gap
NCG11766,Pigeon House Branch,,rises in central Wake County within the city limits of Raleigh. It rises in what is now Cameron Village and flows E into Crabtree Creek.,Wake,Branch
NCG11767,Pigeon Ledge,,on the Haywood-Buncombe county line.,Haywood|Buncombe,MountainFeature
NCG11768,Pigeon River,,"is formed in SE Haywood County by the junction of East Fork Pigeon River and West Fork Pigeon River. It flows NW into Tennessee, where it enters French Broad River. Known as Nee-oh-la by the Cherokee Indians. See also Canton.",Haywood,River
NCG11769,Pigeon Township,,S central Haywood County.,Haywood,Township
NCG11770,Pigeonroost,,"community in W Mitchell County on Pigeonroost Creek. Named when carrier pigeons, now extinct, were common in the area.",Mitchell,Community
NCG11771,Pigeonroost Creek,,rises in W Watauga County and flows NE into Dutch Creek. See also Dutch Creek Falls.,Watauga,Creek
NCG11772,Pigpen Bluff,,NE Yancey County at the S end of Green Mountain.,Yancey,MountainFeature
NCG11773,Pigpen Cove,,NE Buncombe County between Pinnacle Mountain and Cedar Cliff Knob.,Buncombe,Valley
NCG11774,Pigpen Creek,,rises in NE Yancey County and flows NW into Toe River.,Yancey,Creek
NCG11775,Pigpen Flats,,SE Swain County on the head of Connelly Creek.,Swain,Area
NCG11776,Pigpen Knob,,NE Buncombe County between High Knob and Sheepwallow Knob.,Buncombe,Knob
NCG11777,Pigpen Knob,,S Watauga County between Buck Ridge and Fall Ridge.,Watauga,Knob
NCG11778,Pigtail,,community in central Caldwell County near Hulme Hill.,Caldwell,Community
NCG11779,Pike,,community in N Scotland County served by post office from 1901 to 1908.,Scotland,Community
NCG11780,Pike Creek,,rises in central Pender County and flows SE into Northeast Cape Fear River.,Pender,Creek
NCG11781,Pike Crossroads,,community in W Wayne County between Little River and Nahunta Swamp. Named for Quaker family that settled in the area prior to 1758.,Wayne,Community
NCG11782,Pike Road,,community in N Beaufort County.,Beaufort,Community
NCG11783,Pikeville,,"town in N Wayne County in a region first settled by Quakers and on land originally granted to Samuel Pike in 1763. Land transferred in 1785 to Nathan Pike, for whom the town was named. Inc. in 1891. Alt. 142.",Wayne,Town
NCG11784,Pikeville Township,,N central Wayne County.,Wayne,Township
NCG11785,Pilands Crossroads,,community in SE Hertford County.,Hertford,Community
NCG11786,Pile Creek,,rises in NE Cherokee County and flows S into Valley River.,Cherokee,Creek
NCG11787,Pilgrim,,"community in central Davidson County served by post office, 1892-95.",Davidson,Community
NCG11788,Pilkey Creek,,rises in W Swain County and flows SW into Fontana Lake.,Swain,Creek
NCG11789,Pilot,,community in S Franklin County.,Franklin,Community
NCG11790,Pilot Cove,,"N Transylvania County, extends SE from Slate Rock Ridge to Bradley Creek.",Transylvania,Cove
NCG11791,Pilot Creek,,rises in E Surry County and flows SW into Ararat River.,Surry,Creek
NCG11792,Pilot Gap,,W Swain County on Pilot Ridge.,Swain,Gap
NCG11793,Pilot Knob,,"W Swain County in Great Smoky Mountains National Park at the SE end of Pilot Ridge, lat. 35°27'53"" N., long. 83°34'22"" W. Alt. 2,967.",Swain,Knob
