id,preflabel,note,alt_name,gone,county,township,location,budget_year,rosenwald_type,type,latitude,longitude,id_code,id_source,id_url,id_photo,id2_url,id2_source,source,wikidata,needs_review,contributor
NCG16967,Lumber Bridge School,"1923-1924 frame 4-room Rosenwald school. Philadelphus, Robeson County. Location is approximate. No longer standing.",,TRUE,NCG12914,Philadelphus,,1923-1924,Four-teacher,School,34.88,-79.07,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjk1Ng==&school_county=Robeson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16968,Macedonia School,"African American school on site gone between 1998-2004. North side US 64, 0.2 miles West of SR 1329, Macedonia, Lees Mill, Washington County. School was possibly Rosenwald, but no evidence in the Fisk database for it.",,TRUE,NCG15917,Lees Mill,"North side US 64, 0.2 miles West of SR 1329, Macedonia",,,,35.88,-76.67,,,,,,,North Carolina State Historic Preservation Office,,TRUE,
NCG16969,Macklin School,"1925-1926 frame 2-room Rosenwald School. South Halifax Road (SR 1544) at intersection with SR 1714, Oak Level, Nash County. Location is approximate. No longer standing.",,TRUE,NCG10643,Oak Level,South Halifax Road (SR 1544) at intersection with SR 1714,1925-1926,Two-teacher,School,35.93,-77.87,NS1105,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjgxOA==&school_county=Nash&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16970,Madison School,"1923-1924 frame 6-room Rosenwald School. South side of 700 block West Decatur Street, Madison, Rockingham County.",,,NCG12975,Madison,South side of 700 block West Decatur Street,1923-1924,Six-teacher,School,36.39,-79.97,RK1106,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjk3Mw==&school_county=Rockingham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16971,Maiden School,"1929-1930 3-room Rosenwald School. End of Potts Street, Maiden, Newton, Catawba County. Heavily altered.",,,NCG02735,Newton,"End of Potts Street, Maiden",1929-1930,Three-teacher,School,35.57,-81.22,CT1218,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQyNg==&school_county=Catawba&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16972,Maple Hill School,"1926-1927 frame 2-room Rosenwald School; altered for church hall. 801 Webbtown Road, Maple Hill, Holly, Pender County. Moved 1973 from nearer NC 53.",,,NCG11625,Holly,"801 Webbtown Road, Maple Hill",1926-1927,Two-teacher,School,34.67,-77.68,PD0570,NCHPO Database,,https://images.archives.ncdcr.gov/PD0570.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjg5Mg==&school_county=Pender&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16973,Marietta School,"1925-1926 4-room Rosenwald School. Philadelphus, Robeson County. On this lot but location is approximate. No longer standing.",,TRUE,NCG12914,Philadelphus,,1925-1926,Four-teacher,School,34.37,-79.13,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjk1Nw==&school_county=Robeson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16974,Marks Chapel School,"1924-1925 2-room Rosenwald School. South end of Marks Chapel Cemetery (off College Road, east of US 301), Rocky Mount vicinity, Swift Creek, Edgecombe County. Location is approximate. No longer standing.",,TRUE,NCG04760,Swift Creek,"South end of Marks Chapel Cemetery (off College Road, east of US 301), Rocky Mount vicinity",1924-1925,Two-teacher,School,36.01,-77.77,ED1625,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUzNw==&school_county=Edgecombe&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16975,Marmaduke School,"1922-1923 Frame 2-room Rosenwald School. West side Marmaduke Road, 0.25 miles South of Embro-Odell Road, Warrenton vicinity, Judkins, Warren County.",,,NCG15885,Judkins,"West side Marmaduke Road, 0.25 miles South of Embro-Odell Road, Warrenton vicinity",1922-1923,One-teacher,School,36.38,-78.06,WR0330,NCHPO Database,,https://images.archives.ncdcr.gov/WR0330.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzA4NQ==&school_county=Warren&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16976,Mars Hill School,"1928-1929 frame 1-room Rosenwald School. East side at end of Mount Olive Church Road. 225 Mount Olive Drive, Mars Hill, Madison County. Also known as Anderson Elementary School.",Anderson Elementary School,,NCG09486,Mars Hill,East side at end of Mount Olive Church Road. 225 Mount Olive Drive,1928-1929,Two-teacher,School,35.81,-82.54,MD0253,NCHPO Database,https://files.nc.gov/ncdcr/nr/MD0253.pdf,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjc0Mg==&school_county=Madison&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16977,Mary's Chapel Rosenwald School,"1920-1921 frame 2-room Rosenwald School. Built under Tuskegee. Northeast side of Mary Chapel Road (SR 1117), approximately 1 mile Northwest of NC 258, Scotland Neck, Halifax County.",,,NCG06455,Scotland Neck,"Northeast side of Mary Chapel Road (SR 1117), approximately 1 mile Northwest of NC 258",1920-1921,Two-teacher,School,36.16,-77.43,HX1555,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjYzNA==&school_county=Halifax&school_state=NC&button=Search&o=20,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16978,Mauney School,"1923-1924 frame 2-room Rosenwald School. Gastonia, Gaston County. Location is approximate. No longer standing.",,TRUE,NCG05734,Gastonia,,1923-1924,Two-teacher,School,35.32,-81.34,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjU3NQ==&school_county=Gaston&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16979,Maxton School,"1921-1922 6-room Rosenwald School. Location is approximate. Philadelphus, Robeson County. Also known as Robeson County Training School. No longer standing.",Robeson County Training School,TRUE,NCG12914,Philadelphus,,1921-1922,Six-teacher,School,34.73,-79.34,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjk1Mw==&school_county=Robeson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16980,Mayflower School,"1923-1924 Frame Rosenwald School. East side NC 58, 1.5 miles South of SR 1640, Inez vicinity, Fork, Warren County.",,,NCG15885,Fork,"East side NC 58, 1.5 miles South of SR 1640, Inez vicinity",1923-1924,One-teacher,School,36.24,-78.1,WR0331,NCHPO Database,,https://images.archives.ncdcr.gov/WR0331.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzA4Ng==&school_county=Warren&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16981,McClintock School,"1922-1923 frame 3-room Rosenwald School. Northeast side of SR 1120, 0.35 mile Southeast of junction with NC 160 (Erwin Road), Steele Creek, Charlotte, Mecklenburg County.",,,NCG09919,Charlotte,"Northeast side of SR 1120, 0.35 mile Southeast of junction with NC 160 (Erwin Road), Steele Creek",1922-1923,Three-teacher,School,35.12,-80.98,MK1447,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjc3NA==&school_county=Mecklenburg&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16982,McIver School,"1925-1926 frame 1-room Rosenwald School. Jonesboro, Lee County. Location is approximate. No longer standing.",,TRUE,NCG08598,Jonesboro,,1925-1926,One-teacher,School,35.37,-79.19,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjcyOA==&school_county=Lee&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16983,Meherrin School,"frame 1-story. 8900 NC 35 Hwy, Severn, Kirby, Northampton County.  Not in Fisk, history unknown at current (2022).",,,NCG10994,Kirby,"8900 NC 35 Hwy, Severn",,,,36.51,-77.19,NP0661,NCHPO Database,,https://images.archives.ncdcr.gov/NP0661.jpg,,,North Carolina State Historic Preservation Office,,TRUE,
NCG16984,Merry Meta School,"1-story frame 2-room Rosenwald school. South side SR 1522, 0.15 miles South of junction with SR 1521. 225 Cedar Landing Road, Woodard vicinity, Windsor, Bertie County. Location is approximate / ruinous in 2009.  NCDCR suggests aka Woodard School but funding name unknown at this time (2022).",,,NCG01126,Windsor,"South side SR 1522, 0.15 miles South of junction with SR 1521. 225 Cedar Landing Road, Woodard vicinity",,,School,35.9,-76.94,BR0837,NCHPO Database,,https://images.archives.ncdcr.gov/BR0837.jpg,,,North Carolina State Historic Preservation Office,,TRUE,
NCG16985,Mesic School,"1915-1916 2-room Rosenwald school. 9290 NC 304 Hwy, Mesic, Township 4, Pamlico County.  Funded under Tuskegee.  In Fisk database and some records as Messic.",,,NCG11418,Township 4,"9290 NC 304 Hwy, Mesic",1915-1916,Two-Teacher,School,35.20221193,-76.64776715,PM0465,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjg3NA==&school_historic_name=Messic&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16986,Middlesex School,"1922-1923 frame 4-room Rosenwald School. South Elm Street, Middlesex, Dry Wells, Nash County. Location is approximate. No longer standing.",,TRUE,NCG10643,Dry Wells,"South Elm Street, Middlesex",1922-1923,Four-teacher,School,35.79,-78.2,NS1106,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjgxOQ==&school_county=Nash&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16987,Mill Grove School,"1924-1925 3-room Rosenwald School. Durham Township, Durham County. Was located on Bob's Lane, off Roxboro Road and near North Duke Street.  Burned down in 1937, only foundations remain. Location is approximate. No longer standing.",,TRUE,NCG04586,Durham,,1924-1925,Three-teacher,School,36.05,-78.9,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUwOA==&school_county=Durham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16988,Mill Neck School,"1926-1927 frame 2-room Rosenwald School. South side of Mill Neck Road (SR 1319), 0.2 miles East of junction with US 258, Como vicinity, Maneys Neck, Hertford County.",,,NCG06906,Maneys Neck,"South side of Mill Neck Road (SR 1319), 0.2 miles East of junction with US 258, Como vicinity",1926-1927,Two-teacher,School,36.51,-76.98,HF0680,NCHPO Database,https://files.nc.gov/ncdcr/nr/HF0680.pdf,https://images.archives.ncdcr.gov/HF0680.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjY4NA==&school_county=Hertford&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16989,Milton Rosenwald School,"1930-1931 frame 2-room Rosenwald School. West side of North Bridge Street, Milton, Yanceyville, Caswell County.  No longer standing.",,TRUE,NCG02714,Yanceyville,"West side of North Bridge Street, Milton",1930-1931,Two-teacher,School,36.54,-79.2,CS0087,NCHPO Database,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjQyMg==&school_county=Caswell&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16990,Mitchell's Chapel School,"1922-1923 3-room Rosenwald School. Center, Chatham County. Now site of Masonic Lodge. No longer standing.",,TRUE,NCG02928,Center,,1922-1923,Three-teacher,School,35.74,-79.22,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQzMw==&school_county=Chatham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16991,Model Practice School,"1921-1922 frame Rosenwald Practice School. Hollowell Drive, Elizabeth City, Nixonton, Pasquotank County.",,,NCG11510,Nixonton,"Hollowell Drive, Elizabeth City",1921-1922,Three-teacher,School,36.28,-76.21,PK0878,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjg3Ng==&school_historic_name=Practice&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16992,Morgan School,"1925-1926 2-room frame Rosenwald school. 7427 Winters Road, Bailey, Nash County.",,,NCG10643,Bailey,7427 Winters Road,1925-1926,Two-teacher,School,35.82,-78.14,NS1100,NCHPO Database,https://files.nc.gov/ncdcr/nr/NS1100.pdf,https://images.archives.ncdcr.gov/NS1100.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjgyMA==&school_county=Nash&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,Q19987180,,
NCG16993,Morrison Grove School,"1924-1925 frame 2-room Rosenwald school. West side of SR 1825, 0.4 miles Northwest of its junction with NC 177, Hamlet vicinity, Marks Creek, Richmond County.",,,NCG12765,Marks Creek,"West side of SR 1825, 0.4 miles Northwest of its junction with NC 177, Hamlet vicinity",1924-1925,Two-teacher,School,34.87,-79.74,RH0695,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjk0Mw==&school_county=Richmond&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16994,Morrow Chapel School,"1924-1925 frame 3-room Rosenwald School. Statesville, Iredell County. Location is approximate. No longer standing.",,TRUE,NCG07643,Statesville,,1924-1925,Two-teacher,School,35.55,-80.93,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjcwMg==&school_county=Iredell&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16995,Morven School,"1928-1929 6-room Rosenwald school. 401 West McRae Avenue, Morven, Anson County.",,,NCG00260,Morven,401 West McRae Avenue,1928-1929,Six-Teacher,School,34.85687483,-80.00288407,AN0534,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjM0NA==&school_historic_name=Morven&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16996,Mount Olive School,"1924-1925 1-story frame Rosenwald school. West side of SR 1141, 0.3 miles South of NC 43 (Cokey Road), Rocky Mount, Edgecombe County.",,,NCG04760,Rocky Mount,"West side of SR 1141, 0.3 miles South of NC 43 (Cokey Road)",1924-1925,Two-teacher,School,35.92,-77.77,ED0568,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUzOA==&school_county=Edgecombe&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16997,Mount Olive School,"1921-1922 1-story frame, altered Rosenwald School. Snake Bite, Bertie County. Possibly moved and heavily remodeled.",,,NCG01126,Snake Bite,,1921-1922,Two-teacher,School,36.07,-77.08,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjM3NA==&school_county=Bertie&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16998,Mount Vernon School,"1925-1926 frame 2-room Rosenwald School. North side of SR 1317, 0.3 mile south of junction with NC27, Iron Station, Ironton, Lincoln County.",,,NCG08773,Ironton,"North side of SR 1317, 0.3 mile south of junction with NC27, Iron Station",1925-1926,Two-teacher,School,35.46,-81.17,LN0550,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjczNg==&school_county=Lincoln&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG16999,Moyock Rosenwald School,"1921-1922 Rosenwald School. 318 Tulls Creek Road, Moyock, Currituck County.",,,NCG03898,Moyock,318 Tulls Creek Road,1921-1922,Four-teacher,School,36.52,-76.17,CK0716,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQ5MA==&school_county=Currituck&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17000,Mt. Ararat School,"1921-1922 4-room frame Rosenwald school. 215 Jones School Road, Mount Airy, Surry County. Burned in 1938, J. J. Jones High School now sits on location. No longer standing.",,TRUE,NCG14850,Mount Airy,215 Jones School Road,1921-1922,Four-teacher,School,36.53,-80.6,SR1064,NCHPO Database,https://files.nc.gov/ncdcr/nr/SR1064.pdf,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MzAxNQ==&school_county=Surry&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17001,Mt. Sinai School,"1925-1926 Rosenwald school. Ahoskie, Hertford County. Location is approximate. No longer standing.",,TRUE,NCG06906,Ahoskie,,1925-1926,Two-teacher,School,36.54,-77.13,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjY4NQ==&school_county=Hertford&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17002,Murfreesboro School,"1920-1921 4 teacher Rosenwald school. East side of SR 1303 (Mapleton Road) 234 Mapleton Road, Murfreesboro, Hertford County.  Also known as Mapleton School. Altered for residence.",Mapleton School,,NCG06906,Murfreesboro,East side of SR 1303 (Mapleton Road) 234 Mapleton Road,1920-1921,Four-teacher,School,36.44,-77.04,HF0792,NCHPO Database,,https://images.archives.ncdcr.gov/HF0792.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjY4Ng==&school_county=Hertford&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17003,Nash County Training School,"1923-1924 frame 6-room Rosenwald school, expanded to 8-room school in 1926-1927. Also funded $105 library. HCHPO entry states 8-room school gone but names a 1923 frame Rosenwald-funded administration building? 323 East Sixth Street, Nashville, Nash County.",Nashville School (C.T.S.),,NCG10643,Nashville,323 East Sixth Street,1923-1924 | 1926-1927,Six-teacher | Eight-teacher,School,35.96,-77.97,NS0176,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjgxMw==&school_county=Nash&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,TRUE,
NCG17004,Neilstown (Neill Town) School,"1922-1923 2-room Rosenwald School. Statesville, Iredell County. Location is approximate. No longer standing.",,TRUE,NCG07643,Statesville,,1922-1923,Two-teacher,School,35.63,-80.89,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjcwMw==&school_county=Iredell&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17005,New Ephesus School,"1926-1927 frame 2-room Rosenwald School. 8939 US Hwy 158 West, Yanceyville, Caswell County.  No longer standing.",,TRUE,NCG02714,Yanceyville,8939 US Hwy 158 West,1926-1927,Two-teacher,School,36.39,-79.47,CS0105,NCHPO Database,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjQyMw==&school_county=Caswell&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17006,New London School,"1925-1926 frame 2-room Rosenwald school. North side SR 1443, 0.1 miles West of junction with US 52, New London vicinity, Harris, Stanly County.",,,NCG14519,Harris,"North side SR 1443, 0.1 miles West of junction with US 52, New London vicinity",1925-1926,Two-teacher,School,35.45,-80.24,ST0236,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzAwOA==&school_county=Stanly&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17007,New Vester School,"1925-1926 2-room Rosenwald School. East side SR 1130, 0.2 miles North of junction with NC 581, Sims vicinity, Old Fields, Wilson County. School gone before 1993.",,TRUE,NCG16461,Old Fields,"East side SR 1130, 0.2 miles North of junction with NC 581, Sims vicinity",1925-1926,Two-teacher,School,35.73,-78.12,WL1592,NCHPO Database,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MzEyNw==&school_county=Wilson&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17008,Newell School,"1928-1929 frame 3-room Rosenwald school. end of Torrence Grove Church Road (SR 2842), Newell, Charlotte, Mecklenburg County.",,,NCG09919,Charlotte,"end of Torrence Grove Church Road (SR 2842), Newell",1928-1929,Three-teacher,School,35.28,-80.74,MK1278,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjc3Ng==&school_county=Mecklenburg&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17009,North Cooleemee School,"1924-1925 frame 1-story two-teacher type Rosenwald school. Southwest side Hickory Street, @ 200' Southwest of Neely Road, Cooleemee, Jerusalem, Davie County. Location is approximate. No longer standing.",,TRUE,NCG04032,Jerusalem,"Southwest side Hickory Street, @ 200' Southwest of Neely Road, Cooleemee",1924-1925,Two-teacher,School,35.82,-80.55,DE1164,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjQ5Mw==&school_county=Davie&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17010,Norwood School,"1923-1924 Rosenwald school expanded. 469 Carver Street, Norwood, Center, Stanly County. Converted to Bennettsville A.M.E. Zion Church c. 1980.",,,NCG14519,Center,"469 Carver Street, Norwood",1923-1924,Four-teacher,School,35.22,-80.11,ST0504,NCHPO Database,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MzAwOQ==&school_county=stanly&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17011,Olive Hill School,1922-1923 6-room Rosenwald School. Person County. Location is approximate. No longer standing.,,TRUE,NCG11679,,,1922-1923,Six-teacher,School,36.42,-79.05,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjkwMw==&school_county=Person&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17012,Orange County Training School,"1924-1925 brick 1-story 9-room Rosenwald School. 400-414 Caldwell Street, Chapel Hill, Orange County. Demolished 2010-2013; replaced by new Northside Elementary.  Also known as Lincoln High School (1948-1951.)",Lincoln High School,TRUE,NCG11248,Chapel Hill,400-414 Caldwell Street,1924-1925,Nine-teacher,School,35.92,-79.06,OR1590,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9Mjg2Nw==&school_county=Orange&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17013,Page School,"1929-1930 Rosenwald School. Durham, Durham County. Location is approximate.  No longer standing.",,TRUE,NCG04586,Durham,,1929-1930,Two-teacher,School,35.91,-78.85,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUwOQ==&school_county=Durham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17014,Pantego School #1,"1915-1916 4 room Rosenwald School. Built under Tuskegee. Pantego, Beaufort County. Location is approximate; burned 11/1921. No longer standing.",,TRUE,NCG00891,Pantego,,1915-1916,Four-teacher,School,35.59,-76.67,,,,,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjM2MQ==&school_county=Beaufort&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17015,Pantego School #2,"1926-1927 1-story brick 8 teacher Rosenwald School. 820 North Bridge, Pantego, Beaufort County.",,,NCG00891,Pantego,820 North Bridge,1926-1927,Eight-teacher,School,35.59,-76.67,BF1076,NCHPO Database,,https://images.archives.ncdcr.gov/BF1076.jpg,http://rosenwald.fisk.edu/?module=search.details&set_v=aWQ9MjM2Mg==&school_county=Beaufort&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17016,Panther Branch School,"1925-1926 frame 3-room Rosenwald School. East side SR 2727, 0.5 miles South of SR 1010. 9109 Sauls Road, Juniper Level vicinity, Panther Branch, Wake County.",,,NCG15782,Panther Branch,"East side SR 2727, 0.5 miles South of SR 1010. 9109 Sauls Road, Juniper Level vicinity",1925-1926,Three-teacher,School,35.63,-78.64,WA1202,NCHPO Database,https://files.nc.gov/ncdcr/nr/WA1202.pdf,https://images.archives.ncdcr.gov/WA1202.jpg,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MzA1Ng==&school_county=Wake&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,Q21261469,,
NCG17017,Pea Hill School,"1923-1924 frame 2-room Rosenwald School. West side of NC 125, 0.5 miles North of SR 1103, Pea Hill, Halifax, Halifax County. Location is approximate. No longer standing.",,TRUE,NCG06455,Halifax,"West side of NC 125, 0.5 miles North of SR 1103, Pea Hill",1923-1924,Two-teacher,School,36.26,-77.58,HX0368,NCHPO Database,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjYzOA==&school_county=Halifax&school_state=NC&button=Search&o=30,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17018,Pea Ridge School,"1915-1916 2-room Rosenwald School. Built under Tuskegee. White Oak, Polk County. Location is approximate. No longer standing.",,TRUE,NCG12046,White Oak,,1915-1916,Two-teacher,School,35.31,-82.09,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjkyMA==&school_county=Polk&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17019,Peaksville School,"1926-1927 2-room Rosenwald School. Oak Grove Township (later Durham), Durham County. Location is approximate. No longer standing.",,TRUE,NCG04586,Oak Grove,,1926-1927,Two-teacher,School,36.06,-78.8,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUxMA==&school_county=Durham&school_state=NC&button=Search&o=0,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
NCG17020,Pearsontown School #1,"1923-1924 4-room Rosenwald School. Fisk file spelled Pearstown. Burned down March 9, 1929. Insured and rebuilt, see Pearsontown #2. Durham County. Location is approximate. No longer standing.",,TRUE,NCG04586,Patterson,,1923-1924,Four-teacher,School,35.97,-78.9,,,,,http://rosenwald.fisk.edu/index.php?module=search.details&set_v=aWQ9MjUxMg==&school_county=Durham&school_state=NC&button=Search&o=10,Fisk University Rosenwald Fund Card File Database,North Carolina State Historic Preservation Office,,,
