id,label,feature type,general watertype,description
NCG13926,Silvermine Branch,Branch,Stream,rises in central Swain County and flows SW into Lands Creek.
NCG13927,Silvermine Creek,Creek,Stream,rises in SW Swain County and flows NE into Nantahala River.
NCG13930,Silvers Cove Creek,Creek,Stream,rises in E Haywood County in Silvers Cove and flows SW into Rush Fork.
NCG13935,Simmons Branch,Branch,Stream,rises in W Wilkes County and flows E into Dugger Creek.
NCG13940,Simms Fork,Fork,Stream,rises in W Yancey County and flows S into Elk Wallow Creek.
NCG13941,Simon Branch,Branch,Stream,rises in central Cherokee County and flows SE into Morgan Creek.
NCG13942,Simon Branch,Branch,Stream,rises in N Macon County and flows SW into Little Tennessee River.
NCG13944,Simpson Branch,Branch,Stream,"rises in SW Union County and flows S into South Carolina, where it enters Cane Creek."
NCG13948,Sims Creek,Creek,Stream,rises in S Watauga County and flows SW into Boone Fork.
NCG13954,Sings Creek,Creek,Stream,rises in W Moore County and flows NE into Wet Creek.
NCG13955,Sinking Creek,Creek,Stream,rises in NW Haywood County and flows NE into Big Creek.
NCG13962,Sitton Creek,Creek,Stream,rises in N Transylvania County and flows SE into Boylston Creek.
NCG13967,Six Runs Creek,Creek,Stream,"rises in NE Sampson County and flows S and SW to join Coharie River in forming Black River. Appears on the Collet map, 1770."
NCG13968,Sixmile Creek,Creek,Stream,"rises in SE Mecklenburg County and flows SW on the Mecklenburg-Union county line into South Carolina, where it enters Sugar Creek."
NCG13969,Sixpound Creek,Creek,Stream,"rises in N central Warren County and flows N then NE into Lake Gaston. Appears on the Moseley map, 1733."
NCG13971,Skalley Branch,Branch,Stream,rises in N Avery County and flows W into Elk River.
NCG13973,Skeenah Creek,Creek,Stream,"is formed in S Macon County by the junction of North Fork [Skeenah Creek] and South Fork [Skeenah Creek] and flows E into Little Tennessee River. The name is said to be an Indian word meaning ""the abode of satan."""
NCG13977,Skidder Branch,Branch,Stream,rises in NE Swain County and flows SE into Straight Fork.
NCG13978,Skiffley Creek,Creek,Stream,rises in N Haywood County and flows SE into Pigeon River.
NCG13979,Skiffly Branch,Branch,Stream,rises in W Madison County and flows S into Roaring Fork.
NCG13980,Skin Cabin Creek,Creek,Stream,rises in S Surry County and flows SE into Ararat River.
NCG13981,Skinner Canal,Canal,Waterway,"N Washington County, drains N from East Dismal Swamp to Kendricks Creek. Known in 1868 as McRae Canal."
NCG13985,Skipper Branch,Branch,Stream,rises in S central Brunswick County and flows S into Shallotte Creek.
NCG13986,Skitty Creek,Creek,Stream,rises in E Macon County and flows S into Cullasaja River.
NCG13988,Skunk Creek,Creek,Stream,rises in central Lee County and flows NW into Big Buffalo Creek.
NCG13993,Skyuka Creek,Creek,Stream,"rises in S Polk County E of Tryon Mountain and flows S into Pacolet River. Named for the Cherokee brave who, about 1774, showed his friendship for the whites by revealing to them an unknown route through the mountains. Knowledge of the route enabled Capt. Thomas Howard to defeat the Indians at Round Mountain, which see."
NCG13995,Slab Camp Branch,Branch,Stream,rises in N Swain County in Great Smoky Mountains National Park and flows E into Forney Creek.
NCG14004,Slate Creek,Creek,Stream,rises in NW Cherokee County and flows SE into Shuler Creek.
NCG14006,Slate Rock Creek,Creek,Stream,"rises between Laurel Mountain and Slate Rock Ridge in W Transylvania County and flows SE into Henderson County, where it enters Bradley Creek in Pisgah National Forest."
NCG14009,Slatten Creek,Creek,Stream,rises in central Jackson County and flows SE into Robinson Creek.
NCG14010,Slaty Branch,Branch,Stream,rises in NE Buncombe County and flows SE into Flat Creek.
NCG14013,Sleepy Creek,Creek,Stream,"rises in S Wayne County and flows NE into Neuse River. Saponi Indians lived along its banks, and many arrowheads and artifacts have been found there. Tradition says that the Indians believed the waters of the creek had medicinal values. Sick Indians came to drink the water and later would lie along the creek banks to sleep, hence the name."
NCG14017,Slick Rock Falls,Falls,Stream,N Transylvania County in a branch of Rockhouse Creek.
NCG14019,Slickens Creek,Creek,Stream,rises in E Jackson County and flows NE into Tuckasegee River.
NCG14021,Slickrock Branch,Branch,Stream,rises in NE Henderson County approx. 2 mi. SW of Bat Cave community and flows approx. 1 mi. SE into Reedy Patch Creek. Named for the appearance of rocks in the stream.
NCG14022,Slickrock Creek,Creek,Stream,"rises in NW Graham County and flows NE to the Graham County, N.C.-Monroe County, Tenn., line, which it follows into Little Tennessee River."
NCG14025,Slide Branch,Branch,Stream,rises in NW Haywood County and flows N into Big Creek.
NCG14026,Sliding Knob Creek,Creek,Stream,rises in SW Madison County and flows W into Spring Creek.
NCG14028,Slim Creek,Creek,Stream,rises in N McDowell County on the W slope of Betsy Ridge and flows S into Little Buck Creek.
NCG14029,Slipoff Branch,Branch,Stream,rises in E Swain County and flows NE into Connelly Creek.
NCG14034,Sloans Creek,Creek,Stream,"rises in W Rowan County and flows N approx. 3 mi. into Kerr Creek, which see. Known first as South Fork of James Cathey's Mill Creek and later as Marlins Creek."
NCG14037,Slocum Creek,Creek,Stream,"rises in SE Craven County and flows N into Neuse River. Appears on the Moseley map, 1733, as Slocumbs Creek."
NCG14041,Slow Creek,Creek,Stream,rises in E Cherokee County and flows SW into Peachtree Creek.
NCG14042,Sluder Branch,Branch,Stream,rises in NW Buncombe County on E slopes of Hanlon Mountain and flows NE and then SE into Newfound Creek.
NCG14047,Smart Branch,Branch,Stream,rises in S Macon County and flows SW into Middle Creek.
NCG14050,Smileys Falls,Falls,Stream,"S Harnett County in Cape Fear River at the mouth of Upper Little River. A succession of ledges of rock there drops the water from 6 to 18 inches in most cases, but there is one fall of 4 ft. and another of 5 ft. Mentioned in Fulton's survey of North Carolina rivers in 1819."
NCG14052,Smith Branch,Branch,Stream,rises in SE Mitchell County and flows N into Rose Creek.
NCG14053,Smith Branch,Branch,Stream,rises in N Swain County and flows SW into Oconaluftee River.
NCG14054,Smith Creek,Creek,Stream,"rises in W Warren County and flows NE into Mecklenburg County, Va., where it enters Roanoke River. Shown on the Moseley map, 1733, as Great Creek but appears by the present name on the Price map, 1808."
NCG14059,Smith Mill Creek,Creek,Stream,rises in central Buncombe County near Deaver View Mountain and flows W through the city of Asheville into French Broad River.
NCG14062,Smith River,River,Stream,"rises in W Virginia and flows NE to a point approx. 3 mi. N of the North Carolina-Virginia state line, where it turns S and flows SE into N Rockingham County. It enters Dan River at Eden. Called Irvin River by William Byrd in 1728 and appears as Irvine River on the Moseley map, 1733. Named for Alexander Irvine, professor of mathematics at the College of William and Mary and a member of Byrd's survey party of the North Carolina-Virginia line. Over time came to be known as Smith River for hunters Gideon and Daniel Smith, who settled on the upper waters of the river. Appears as Smith River on the Price map, 1808."
NCG14070,Smitheys Creek,Creek,Stream,rises in W Wilkes County and flows S into W. Kerr Scott Reservoir. Prior to 1962 the spelling was Smithies Creek.
NCG14077,Smiths Creek,Creek,Stream,rises in NE Wake County and flows SW into Neuse River.
NCG14088,Smithwick Creek,Creek,Stream,rises in S Martin County and flows N into Statons Pond on Sweetwater Creek.
NCG14093,Smoky Creek,Creek,Stream,"rises in S Caldwell County and flows S into N Burke County, where it enters Catawba River."
NCG14098,Smyre Creek,Creek,Stream,rises in central Catawba County and flows W and then S into Clark Creek.
NCG14101,Smyrna Creek,Creek,Stream,rises in E Carteret County and flows SE into Jarrett Bay.
NCG14108,Snake Branch,Branch,Stream,rises in W Haywood County and flows NW into Caldwell Fork.
NCG14109,Snake Branch,Branch,Stream,rises in S Hertford County and flows NE into Ahoskie Swamp.
NCG14121,Snead Branch,Branch,Stream,rises in E Cherokee County and flows SE into Slow Creek.
NCG14122,Sneads Creek,Creek,Stream,rises in S Onslow County and flows SE into New River.
NCG14125,Sneed Branch,Branch,Stream,rises in central Cherokee County and flows SW parallel to Rocky Pen Ridge into Nottely River.
NCG14127,Sneeky Creek,Creek,Stream,rose in S Clay County and flowed NE into Hiwassee River. Its course is now covered by the waters of Chatuge Lake.
NCG14129,Snipe Creek,Creek,Stream,rises in W Person County and flows NW into Mill Creek.
NCG14130,Snoad Branch,Branch,Stream,rises in NW Beaufort County and flows SE to join Old Ford Swamp in forming Aggie Run.
NCG14131,Snodes Creek,Creek,Stream,rises in SE Beaufort County and flows E into Goose Creek.
NCG14133,Snow Creek,Creek,Stream,rises in central Mitchell County and flows SW into North Toe River. Named for snow-white rocks in its bed.
NCG14144,Snowbird Creek,Creek,Stream,rises in N Haywood County and flows SW into Pigeon River.
NCG14151,Snyder Creek,Creek,Stream,rises in N Lincoln County and flows SE into Anderson Creek.
NCG14152,Soakas Creek,Creek,Stream,"rises in N Davidson County and flows W into S Forsyth County, where it enters South Fork Muddy Creek."
NCG14153,Soapstone Branch,Branch,Stream,rises in NW Swain County and flows SW into Eagle Creek at Horseshoe Bend.
NCG14154,Soapstone Creek,Creek,Stream,rises in N Jackson County and flows N into Scott Creek.
NCG14161,Soco Creek,Creek,Stream,rises in N Jackson County and flows SW into Oconaluftee River on the Jackson-Swain county line.
NCG14162,Soco Falls,Falls,Stream,on the head of Soco Creek in N Jackson County.
NCG14167,Sodom Branch,Branch,Stream,"rises in SW Yancey County and flows NW into Indian Creek. Named for an early sawmill camp, at which prostitution, violence of all kinds, and drunkenness were common. Nearby settlers drew upon the Bible for an appropriate name for the camp."
NCG14170,Soggy Hill Branch,Branch,Stream,rises in NE Swain County and flows S into Raven Fork.
NCG14174,Solomons Creek,Creek,Stream,rises in S Richmond County and flows W into Pee Dee River.
NCG14176,Sols Creek,Creek,Stream,rises in E Jackson County and flows SW into Bear Creek Lake on the Tuckasegee River.
NCG14180,Somerset Canal,Canal,Waterway,"SE Washington County, drains the waters of Lake Phelps into Scuppernong River and forms a portion of the Washington-Tyrrell county line. The canal, built by slave labor in 1787 at a cost of $30,000, was 20 ft. wide, 6 ft. deep, and 6 mi. long. Known for almost a century as Collins Canal for Josiah Collins, the plantation owner."
NCG14181,Somerton Creek,Creek,Stream,"rises in Virginia and flows SW into NW Gates County, where it enters Chowan River."
NCG14188,Sorrell Creek,Creek,Stream,rises in S Haywood County and flows NW into Little East Fork Pigeon River.
NCG14189,Sorrell's Creek,Creek,Stream,rises in W Wake County and flows NW into Black Creek.
NCG14191,Sorrow Creek,Creek,Stream,"appears on the Collet map, 1770, apparently rising in what is now N Davidson County and flowing W into South Fork in S Forsyth County."
NCG14203,South Branch Cartledges Creek,Creek,Stream,rises in N Richmond County and flows SW into Cartledges Creek.
NCG14204,South Buffalo Creek,Creek,Stream,rises in S central Guilford County and flows NE to join North Buffalo Creek in NE Guilford County to form Buffalo Creek.
NCG14205,South Channel,Channel,Waterway,NE Currituck County.
NCG14207,South Country Line Creek,Creek,Stream,rises in S Caswell County and flows NW into Country Line Creek.
NCG14208,South Cox Creek,Creek,Stream,rises in N Yancey County and flows SE into Jacks Creek.
NCG14210,South Crowders Creek,Creek,Stream,rises in S Gaston County and flows SE into Crowders Creek.
NCG14211,South Deep Creek,Creek,Stream,rises in W Yadkin County and flows SE and E to join North Deep Creek in forming Deep Creek.
NCG14213,South Double Creek,Creek,Stream,rises in W Stokes County and flows NE into Dan River.
NCG14215,South Flat River,River,Stream,rises in SW Person County and flows SE into Flat River.
NCG14217,South Fork Beech Creek,Creek,Stream,rises in E Graham County and flows NW into Beech Creek.
NCG14218,South Fork Catawba River,River,Stream,"is formed in central Catawba County by the junction of Jacob Fork and Henry Fork. It flows S through Catawba County, S across central Lincoln County, and SE through central Gaston County to enter Catawba River in SE Gaston County. Also known locally in various places as South Fork, South Fork River, and Little Catawba River. Appears as South Fork of the Catawba River on the Collet map, 1770."
NCG14219,South Fork Cattail Creek,Creek,Stream,rises in S Yancey County and flows NW to join North Fork Cattail Creek in forming Cattail Creek.
NCG14221,South Fork Crooked Creek,Creek,Stream,rises in W Union County and flows NE to join North Fork Crooked Creek in forming Crooked Creek.
NCG14222,South Fork Flat Creek,Creek,Stream,rises in S Transylvania County and flows NE into Flat Creek.
NCG14223,South Fork Hawk Branch,Branch,Stream,rises in N Yancey County and flows W to join Middle Fork Hawk Branch in forming Hawk Branch.
NCG14224,South Fork Jones Creek,Creek,Stream,rises in SW Anson County and flows NE to join North Fork Jones Creek in forming Jones Creek.
NCG14225,South Fork Little Horse Creek,Creek,Stream,rises near Apple Grove in NW Ashe County and flows E into Little Horse Creek.
NCG14226,South Fork Little River,River,Stream,"rises in N Orange County and flows SE into NW Durham County, where it joins North Fork Little River in forming Little River."
NCG14227,South Fork Mountain Creek,Creek,Stream,rises in E Catawba County and flows E to join North Fork Mountain Creek in forming Mountain Creek.
NCG14228,South Fork New River,River,Stream,"is formed in S Watauga County approx. 2 mi. SE of Boone by the confluence of East Fork, Flannery Fork, and Middle Fork. It meanders NE to join North Fork New River in forming New River on the Ashe-Alleghany county line. See also East Fork [South Fork New River]; Flannery Fork [South Fork New River]; Middle Fork [South Fork New River]."
NCG14229,South Fork Rapier Mill Creek,Creek,Stream,"rises in SW Cherokee County and flows SE and NE into Rapier Mill Creek after dipping into Fanin County, Ga."
NCG14230,South Fork Reddies River,River,Stream,rises in W Wilkes County and flows SE into Middle Fork Reddies River.
NCG14232,South Fork Rock Creek,Creek,Stream,rises in S Yancey County and flows NE into Rock Creek.
NCG14234,South Fork Upper Creek,Creek,Stream,rises in S Yancey County and flows SE to join Middle Fork Upper Creek in forming Upper Creek.
NCG14236,South Fork [Big Pine Creek],Fork,Stream,rises in S Madison County and flows N to join North Fork in forming Big Pine Creek.
NCG14237,South Fork [Cane Creek],Fork,Stream,"rises in N Chatham County and flows NE into S Alamance County, where it enters Cane Creek. Known also as South Fork Creek."
NCG14238,South Fork [Carvers Branch],Fork,Stream,rises in S Mitchell County and flows SW into Carvers Branch.
NCG14240,South Fork [Rattle Snake Creek],Fork,Stream,rises in central Caswell County and flows NW to join North Fork of Rattle Snake Creek in forming Rattle Snake Creek.
NCG14242,South Fork [Skeenah Creek],Fork,Stream,rises in S Macon County and flows NE to join North Fork [Skeenah Creek] in forming Skeenah Creek.
NCG14245,South Harper Creek,Creek,Stream,rises in SE Avery County in Boone Wildlife Management Area and flows SE to join North Harper Creek near the Caldwell County line to form Harper Creek.
NCG14248,South Hominy Creek,Creek,Stream,rises in SW Buncombe County near Brooks Gap and flows NE into Hominy Creek.
NCG14249,South Hyco Creek,Creek,Stream,"rises in N Orange and SE Caswell Counties and flows NE into Person County, where it joins North Hyco Creek in forming Hyco River. The part of South Hyco Creek that lies in Caswell County is sometimes called Sugartree Creek."
NCG14251,South Leopard Creek,Creek,Stream,an inlet of North River into the mainland S of North Leopard Creek in E Carteret County.
NCG14257,South Muddy Creek,Creek,Stream,rises in SE McDowell County and flows NE to join North Muddy Creek near the Burke County line to form Muddy Creek.
NCG14260,South Prong,Prong,Stream,rises in S Transylvania County and flows NE into Little River.
NCG14261,South Prong Creek,Creek,Stream,"rises in E Guilford County and flows NE into SW Alamance County, where it enters Stinking Quarter Creek."
NCG14262,South Prong Lewis Fork Creek,Creek,Stream,rises in W Wilkes County and flows SE approx. 9 mi. to join North Prong Lewis Fork Creek in forming Lewis Fork Creek. Yates Mountain lies between the two prongs.
NCG14263,South Prong Stanley Creek,Creek,Stream,rises in NE Gaston County and flows SE into Dutchmans Creek.
NCG14264,South Prong Turkey Creek,Creek,Stream,rises in N Transylvania County and flows SE to join North Prong Turkey Creek in forming Turkey Creek.
NCG14265,South Prong West Branch,Branch,Stream,rises in N Mecklenburg County and flows SE into Rocky River.
NCG14266,South Prong [Clarks Creek],Prong,Stream,rises in N Mecklenburg County and flows E to join North Prong in forming Clarks Creek.
NCG14267,South Prong [Glady Fork],Prong,Stream,rises in S Transylvania County on N slopes of Sassafras Mountain and flows NE and then NW to join West Prong [Glady Fork] in forming Glady Fork. Also known as Kirkendall Creek.
NCG14268,South Prong [Wet Ash Swamp],Prong,Stream,"rises in Green Swamp, W Brunswick County, and flows NW into Wet Ash Swamp."
NCG14274,South Second Creek,Creek,Stream,"rises in S Rowan County and flows NE into High Rock Lake. Appears as Lower Second Creek on the Collet map, 1770; as Dutch Second Creek on the Price map, 1808, and the MacRae map, 1833; as Second Creek on the Kerr map, 1882; and as South Second Creek on recent maps."
NCG14277,South Skitty Branch,Branch,Stream,rises in E Macon County and flows SW into Cliffside Lake.
NCG14279,South Stony Fork Creek,Creek,Stream,rises in E Watauga County and flows SE into Wilkes County and into Stony Fork Creek.
NCG14281,South Toe River,River,Stream,is formed in S Yancey County by the junction of Left Prong South Toe River and Right Prong South Toe River. It flows N to join North Toe River on the Mitchell-Yancey county line to form Toe River.
NCG14284,South Turkey Creek,Creek,Stream,rises on the Buncombe-Haywood county line near Turkey Creek Gap and flows NE to join North Turkey Creek in forming Turkey Creek.
NCG14294,South Yadkin River,River,Stream,"rises in NE Alexander County and flows SE across Iredell County and to the Davie-Rowan county line, which it forms to its junction with Yadkin River. Also sometimes known as South Fork Yadkin River. Appears as ""Sapona or Yatkin River"" on the Moseley map, 1733. See also Cedar Run Creek; Mill Fork."
NCG14295,Southeast Muddy Creek,Creek,Stream,rises in SE McDowell County and flows NE into South Muddy Creek.
NCG14306,Southwest Creek,Creek,Stream,"rises in W Onslow County and flows SE into New River. Appears on the Collet map, 1770."
NCG14307,Southwest Fork [Alligator River],Fork,Stream,rises in S Tyrrell County near Alligator Lake and flows NE into Northwest Fork [Alligator River].
NCG14308,Southwest Prong Branch,Branch,Stream,rises in W central Carteret County and flows N into Moon Creek.
NCG14309,Southwest Stony Fork Creek,Creek,Stream,rises in E Watauga County and flows SE into W Wilkes County to enter Stony Fork Creek.
NCG14311,Sowell Run,Run,Stream,"rises in S Greene County and flows NE into Rainbow Creek. Named for the Sowell family, which settled in the vicinity before the Revolution."
NCG14314,Spain Branch,Branch,Stream,rises in S Buncombe County and flows SE into Avery Creek.
NCG14315,Spainhour Creek,Creek,Stream,rises in central Caldwell County and flows SW approx. 4 mi. into Lower Creek.
NCG14316,Spains Creek,Creek,Stream,rises in SE Onslow County and flows SW into Sulliers Bay.
NCG14318,Spanish Oak Branch,Branch,Stream,rises in N Watauga County and flows S into Buffalo Branch.
NCG14325,Sparks Creek,Creek,Stream,"appears on the Collet map, 1770, in NW Davidson County N of Fryes Creek. It flows W into Muddy Creek."
NCG14342,Spencers Fork,Fork,Stream,rises in NE Caldwell County and flows SW into Brumleys Creek.
NCG14346,Spewmarrow Creek,Creek,Stream,rises in N Granville County and flows NW into Grassy Creek.
NCG14347,Spice Bottom Creek,Creek,Stream,rises in SW Watauga County and flows NE into Watauga River.
NCG14349,Spice Cove Branch,Branch,Stream,rises in W Transylvania County and flows SE into North Fork French Broad River.
NCG14350,Spice Creek,Creek,Stream,rises in W Watauga County and flows NE into Laurel Creek.
NCG14354,Spikes Creek,Creek,Stream,rises in SW Gates County and flows SE into Chowan River.
NCG14355,Spillcorn Creek,Creek,Stream,rises in N Madison County and flows SW into Big Laurel Creek. Said to have been named because an early settler spilled a load of corn in the creek.
NCG14359,Spivey Creek,Creek,Stream,"rises in NW Yancey County and flows NW into Tennessee, where it enters Indian Creek."
NCG14369,Spooks Branch,Branch,Stream,rises in central Buncombe County near Lewis Gap and flows NW into Beaverdam Creek.
NCG14371,Spooners Creek,Creek,Stream,rises in S Carteret County and flows S into Bogue Sound.
NCG14372,Spoonwater Creek,Creek,Stream,rises in NE Person County and flows NW into Maho Creek. Said to have received its name because it is so shallow that anyone wanting water from it would have to use a spoon to dip it up.
NCG14375,Spout Branch,Branch,Stream,rises in W Avery County and flows E into Roaring Creek.
NCG14376,Spout Branch,Branch,Stream,rises in SW Madison County and flows SE into Little Creek.
NCG14380,Spread Branch,Branch,Stream,rises in NE Swain County and flows N into Bunches Creek.
NCG14381,Spread Eagle Branch,Branch,Stream,rises in NE Cherokee County and flows SW into Pile Creek.
NCG14384,Spring Branch,Branch,Stream,rises in W Franklin County and flows SE into Little River.
NCG14385,Spring Branch,Branch,Stream,rises in SW Wilson County and flows SE into Black Creek.
NCG14386,Spring Creek,Creek,Stream,rises in SW Madison County and flows NE into French Broad River.
NCG14400,Spring Mountain Branch,Branch,Stream,rises in SE Buncombe County and flows SW into Cane Creek.
NCG14410,Sprinkle Branch,Branch,Stream,rises in central Madison County on the W slope of High Rock Ridge and flows SE 1½ mi. to empty into Walnut Creek at the community of Walnut Creek.
NCG14412,Sprinkle Creek,Creek,Stream,rises in E Madison County and flows SE into California Creek.
NCG14413,Spruce Fork,Fork,Stream,rises in NE Buncombe County and flows SW into Beetree Creek.
NCG14426,Spurgeon Creek,Creek,Stream,rises in NE Davidson County and flows S into Abbotts Creek.
NCG14428,Squally Creek,Creek,Stream,rises in W Graham County and flows E into West Buffalo Creek.
NCG14430,Squirrel Branch,Branch,Stream,rises in W Madison County near Squirrels Gap and flows W into Spring Creek.
NCG14431,Squirrel Creek,Creek,Stream,rises in W Lenoir County and flows N into Neuse River.
NCG14439,St. Clair Creek,Creek,Stream,"rises in Jackson Swamp, E Beaufort County, and flows SE into Pamlico River."
NCG14476,Stacey Creek,Creek,Stream,rises in SE Avery County and flows NW into Linville River.
NCG14481,Staffords Creek,Creek,Stream,rises in S Caldwell County and flows S into Catawba River on the Burke-Caldwell county line. Formerly also known as James Mill Creek and McCalls Mill Creek.
NCG14483,Stag Creek,Creek,Stream,rises in NE Alamance County and flows S into Back Creek.
NCG14485,Stagg Creek,Creek,Stream,rises in NW Ashe County and flows SE into North Fork New River.
NCG14486,Stagger Weed Creek,Creek,Stream,rises in E Mitchell County and flows NW to join Mine Fork Branch in forming Right Fork [Cane Creek].
NCG14489,Staire Branch,Branch,Stream,rises in NE Buncombe County and flows NW into Walker Branch.
NCG14492,Stairway Falls,Falls,Stream,SW Transylvania County in Horsepasture River downstream from High Falls.
NCG14495,Staley Creek,Creek,Stream,rises in central Alamance County and flows NE into Servis Creek.
NCG14501,Stamey Cove Branch,Branch,Stream,rises in E Haywood County and flows SE into Pigeon River.
NCG14512,Stanfield Branch,Branch,Stream,rises in N Buncombe County and flows W into Dick Branch.
NCG14516,Stanley Branch,Branch,Stream,rises in N Buncombe County near Lankford Mountain and flows W into Dick Branch.
NCG14521,Stansfield Branch,Branch,Stream,rises in E Macon County and flows N into Cullasaja River.
NCG14525,Stanton's Gut,Gut,Waterway,"stream, begins in SE Wilson County at the NE outskirts of Stantonsburg and runs SW into Contentnea Creek after a course of approx. 2 mi."
NCG14530,Star Branch,Branch,Stream,rises in N central Yancey County and flows NW into Jacks Creek.
NCG14536,Starkeys Creek,Creek,Stream,"rises in NE Onslow County and flows SE into White Oak River. Formerly called Great Swamp. Probably named for John Starkey, pioneer settler."
NCG14540,Starnes Branch,Branch,Stream,rises in central Transylvania County and flows S into Davidson River.
NCG14557,Steadmans Creek,Creek,Stream,rises in central Stokes County and flows N into Dan River.
NCG14561,Stecoah Creek,Creek,Stream,rises in E Graham County and flows NE into Little Tennessee River.
NCG14568,Steele Creek,Creek,Stream,"rises in W Mecklenburg County and flows S into South Carolina, where it enters Catawba River. The name appears on the Collet map, 1770, but is applied to the head of present Kings Branch. Named for Moses Steele, beaver hunter."
NCG14574,Steelman Creek,Creek,Stream,"rises in S Yadkin County and flows SE into N Davie County, where it enters Dutchmans Creek."
NCG14575,Steels Creek,Creek,Stream,rises in NW Burke County and flows SE into Upper Creek. Flows between Tettered Rock Ridge and Rip Skin Ridge.
NCG14577,Steeltrap Creek,Creek,Stream,rises in N Swain County in Great Smoky Mountains National Park and flows SW into Forney Creek.
NCG14579,Steep Hill Branch,Branch,Stream,rises in W Johnston County and flows SE into Middle Creek. Mentioned in local records as early as 1770.
NCG14584,Steestachee Branch,Branch,Stream,rises near Steestachee Bald in SW Haywood County and flows E into Allen Creek.
NCG14587,Stephens Creek,Creek,Stream,rises in S Macon County and flows NE into Cullasaja River.
NCG14592,Stepp Branch,Branch,Stream,rises in SE Buncombe County and flows NW into Swannanoa River.
NCG14596,Steve Branch,Branch,Stream,rises in N Clay County and flows SE into Tuni Creek.
NCG14597,Steve Branch,Branch,Stream,rises in W Madison County and flows SE into Spring Creek.
NCG14599,Stevens Branch,Branch,Stream,rises in NE Clay County and flows E into Clear Creek.
NCG14601,Stevens Creek,Creek,Stream,rises in E Onslow County and flows SE into White Oak River.
NCG14603,Stevenson Branch,Branch,Stream,rises in W central Swain County on Cooper Mountain and flows SW into Greasy Branch.
NCG14608,Stewart Branch,Branch,Stream,rises in NE Cherokee County and flows SW into Valley River.
NCG14610,Stewart Creek,Creek,Stream,"rises in Virginia and flows SE into Surry County, where it enters Ararat River."
NCG14615,Stewarts Creek,Creek,Stream,rises in N central Union County and flows SE and NE into Richardson Creek.
NCG14627,Still Branch,Branch,Stream,rises in SE Yancey County and flows NE into Roaring Fork.
NCG14628,Still Creek,Creek,Stream,rises in W Carteret County and flows W into White Oak River. Named because a whiskey still was once located on the creek.
NCG14630,Stillhouse Branch,Branch,Stream,rises in S Madison County and flows S into Ivy River.
NCG14631,Stillhouse Creek,Creek,Stream,rises in central McDowell County and flows S into Paxton Creek.
NCG14632,Stillwater Branch,Branch,Stream,rises in W central Transylvania County and flows N into Davidson River.
NCG14634,Stillwell Creek,Creek,Stream,rises in NE Swain County in Great Smoky Mountains National Park and flows SW into Straight Fork of Raven Fork Creek.
NCG14635,Stinking Creek,Creek,Stream,rises in S Chatham County and flows SE into Haw River.
NCG14636,Stinking Quarter Creek,Creek,Stream,"rises in S Guilford County and flows NE into Alamance County, where it enters Great Alamance Creek. Appears on the Collet map, 1770. Name said to have been derived from the fact that Indians cleaned animals there and left quarters of meat to spoil. Eli Caruthers, writing in 1856, said it was formerly known as Stauken's Quarter Creek, presumably named for a grant of land to a pioneer settler."
NCG14637,Stirewalt Creek,Creek,Stream,rises in central Alexander County a short distance S of Taylorsville and flows S into Lower Little River.
NCG14638,Stirrup Iron Creek,Creek,Stream,"rises in SE Durham County and flows SE into W Wake County, where it enters Crabtree Creek."
NCG14640,Stocking Head Creek,Creek,Stream,rises in central Duplin County and flows SE into Northeast Cape Fear River.
NCG14645,Stokes Mill Run,Run,Stream,"rises in E Sampson County and flows E into Duplin County, where it enters Stewart Creek."
NCG14648,Stone Creek,Creek,Stream,rises in SW Johnston County and flows E into Mill Creek.
NCG14652,Stone Mountain Branch,Branch,Stream,rises in NW Watauga County in the Stone Mountains and flows SW into Watauga River.
NCG14653,Stone Mountain Creek,Creek,Stream,"rises in S Alleghany County and flows SW into N Wilkes County, where it enters Bullhead Creek."
NCG14656,Stonecutter Creek,Creek,Stream,rises in central Rutherford County and flows SW into Cleghorn Creek. Named for a stonecutter who lived along its banks and cut millstones.
NCG14659,Stonehouse Creek,Creek,Stream,"rises in E Warren County near the town of Vaughn and flows NE into Lake Gaston. Appears on the Price map, 1808, and the MacRae map, 1833. Sometimes referred to locally as Big Stonehouse Creek."
NCG14661,Stones Creek,Creek,Stream,"rises in S Onslow County and flows NE approx. 10 mi. into Stones Bay. Mentioned in local records as early as 1744. Named for William Stone, an early surveyor in the county."
NCG14668,Stoney Creek,Creek,Stream,rises in NE Mecklenburg County and flows SE into Mallard Creek.
NCG14670,Stoney Run,Run,Stream,rises in W Cleveland County and flows SE into First Broad River.
NCG14674,Stony Creek,Creek,Stream,"rises in S Caswell County and flows S into Alamance County, where it enters Haw River. Appears as Marrow Bone River on the Moseley map, 1733."
NCG14681,Stony Fork Branch,Branch,Stream,rises in NE Buncombe County and flows SW into North Fork [Swannanoa River].
NCG14682,Stony Fork Creek,Creek,Stream,rises in E Watauga County and flows SE into W Wilkes County to enter Yadkin River. Also known as Stony Creek.
NCG14691,Stony Run,Run,Stream,rises in W Stanly County and flows SE into Big Bear Creek.
NCG14694,Stonyton Creek,Creek,Stream,rises in N Lenoir County and flows SE into Neuse River. Now frequently appears as Stonington Creek but first called the Stoney Town Creek in the 1730s because it was near an Indian town on a hill with outcroppings of slate and sandstone.
NCG14696,Storey Branch,Branch,Stream,rises in S Watauga County and flows NW into Days Creek.
