name,wikidata_id,human,discogs_id,type,originate_from,ncg_id,Period (start),Period (end),genre,description
Lena Wilson,Q6522193,TRUE,3233094,musician|singer,Charlotte,NCG02916,1898,1939,classic female blues,"Lena Wilson (c. 1898 – c. 1939) was an American blues singer who performed in the classic female blues style. An African-American, Wilson performed in vaudeville with her brother Danny and his wife, Edith Wilson in the late 1910s and 1920s. Wilson made numerous recordings in the 1920s as a solo artist, for labels such as Black Swan, Paramount, Pathé, Victor, and Vocalion."
Andy Cherry,Q4760516,TRUE,,singer|songwriter,Charlotte,NCG02916,"March 16, 1986",,contemporary Christian music,"Andrew Paul Cherry (born March 16, 1986, in Bloomington, Indiana) is an American contemporary Christian singer-songwriter raised in Bloomington, Indiana and Charlotte, North Carolina. In 2012 Cherry released the album entitled Nothing Left to Fear, his first full-length studio album with Essential record label. To create the album, Cherry partnered with award-winning producer Jason Ingram of One Sonic Society. Cherry had the No. 2 most played song on Air 1 for the week of April 28, 2012, and had the No. 4 most played song on K-LOVE for the week of April 8, 2012 with the song ""Our God's Alive""."
Benji Hughes,Q179171,TRUE,242771,singer|composer,Charlotte,NCG02916,1975,,rock music,"Benji Hughes is an American musical artist from Charlotte, North Carolina. His first album, A Love Extreme, was released in 2008."
Danny Thomas,Q5220884,TRUE,,drummer,Charlotte,NCG02916,1948,,,"Danny Thomas (born 1948 in Charlotte, North Carolina) was the drummer for the 13th Floor Elevators from 1967 to 1969, replacing John Ike Walton. Danny played drums and sang backup vocals on the band's final two studio albums, Easter Everywhere and Bull of the Woods. In an interview in 2001, when asked why he had quit the band, his reply was ""I never quit"". Whilst part of the 13th Floor Elevators, he was hired as drummer for Delta blues guitarist Sam ""Lightnin'"" Hopkins to perform and record with Hopkins on the album Free Form Patterns. After leaving Texas and returning to North Carolina, he played from 1970 to 1997 with the following bands: Lou Curry Band, Dogmeat, and Bessie Mae's Dream with Gene Norman, Rich Carlson, Marcus Cheek, and Jerry Shaver. During this time, he owned his own delivery company called Gophers. Prior to that, he worked in accounting at Carolinas Medical Center. A vegetarian and humanitarian, he retired in 2006, but had many hobbies including buying and selling antiques and gardening. He retired to Charlotte, North Carolina, with his wife, Juanette. He has three children: two daughters, Christina Thomas Davis and Tiffany Thomas Johnson, and one adopted son, Jason Vincent Brock, an author of horror fiction."
Travis Greene,Q21471143,TRUE,,songwriter,Charlotte,NCG02916,"January 17, 1984",,gospel music,"Travis Montorius Greene (born January 17, 1984) is an American gospel musician and pastor, which he was featured in Tim Godfrey song titled Nara."
Tim Cashion,Q7803294,TRUE,678750,musician,Charlotte,NCG02916,,,classic-rock,"Tim Cashion is the current keyboardist for the classic-rock band Grand Funk Railroad. He was born in Charlotte, North Carolina. His father played acoustic guitar and wrote country songs, recorded 78rpm singles, and played with his friends in a local band. His mother was the pianist at the local church. Tim started playing drums at age five, playing with his older brother Pat. When Tim was nine, he started playing piano. Heavily influenced by the music of the 1960s, Tim began writing his own music. After 2 years of attending Appalachian State University, Tim was invited to join the University of Miami's School of Music, from which he graduated with a master's degree in Studio Music/Jazz Vocal. When Cashion graduated, he was offered a job as the percussionist for the Japanese artist Takanaka. After that, he joined Robert Palmer for his US tour. In 1993, he joined friend and fellow University of Miami alumnus Jon Secada on his debut tour. In 1996 he joined Bob Seger and the Silver Bullet Band for their US tour. In 1999 he once again joined Palmer for a US tour. Cashion currently plays the keyboard in the classic-rock band Grand Funk Railroad and tours with the band. He released his first solo album titled Wake On Up in 2003. He has since released two more solo albums and has received 3 Carolina Beach Music Awards."
Shareefa,Q2485035,TRUE,,singer|singer-songwriter|composer,Charlotte,NCG02916,"March 12, 1984",,hip hop music,"Shareefa Faradah Cooper (born March 12, 1984), known professionally as Shareefa, is an American R&B singer. Shareefa has lived in Charlotte, North Carolina. She signed with Disturbing tha Peace/Def Jam Recordings in 2005. Her first single, ""Need a Boss"", featuring the rapper and labelmate Ludacris, was produced by Rodney ""Darkchild"" Jerkins, and reached #62 on the Billboard Hot 100. Her only album Point of No Return was released in October 2006 and charted at #25 on the Billboard 200."
Chuck Ellis,Q103842756,TRUE,,songwriter|singer|singer-songwriter,Charlotte,NCG02916,"December 15, 1985",,pop,"Chuck Ellis, legally known as Charles Ellis, was born December 15, 1985 in Charlotte, NC by the name Jeremy Eli Nicholas to parents Bill Nicholas and his mother, Gwendolyn. Chuck is an American songwriter, vocalist, and music producer. He was given the name Current when adopted at age 9 by his stepfather and later released an EP and a full length album under the name Jeremy Current. Ellis lives in Los Angeles, CA where he writes and performs. He moved to California to pursue a songwriting agreement with Skrillex in 2014 and now resides in North Hollywood. The first self released EP entitled House on Fire by Jeremy Current was self produced and initially distributed in October 2009. The album was well received and was described as ""travers[ing] an entire range of emotions, from homesickness to the double-edged sword of love lost and found. There’s a world-weariness here that’s coupled with a quiet determination to keep pressing on. Musically, there’s beautiful instrumentation at work, with each piece of the puzzle subtly complementing the next. Current’s voice hovers just above it all, somehow urgent, yet assured, all at once."" He recorded his full length album Dark Land of the Sun at Skaggs Place Studios in Hendersonville, TN in January 2011. The album was co-produced by Current and Luke Skaggs. It features performances by Ricky Skaggs, The Whites, and Chad Lawson. Creative Loafing praised Current for his ""solid songwriting and lyrical content and the perfect voice for its delivery."" In 2012, Jeremy Current was awarded the Abe Olman Scholarship for excellence in songwriting by the Songwriters Hall of Fame. Upon moving to LA in March 2014, he began introducing himself as Chuck Ellis and started working with notable artists such as Illangelo, with whom he wrote the song Alone which was released on SoundCloud December 25, 2014 and later reproduced by Tchami for his After Life EP. He also contributed vocals to the highly acclaimed Surf (Donnie Trumpet & The Social Experiment album) which was released in summer 2015. He applied for a legal name change and the request was granted on October 15, 2015 by the Superior Court of California, County of Los Angeles. In 2017, Ellis started a musical group called Rulers, featuring production from Pomo, Imad Royal, AObeats, Trooko and others. The debut EP Don't Mind was released in November 2017 on Moving Castle (record label) and was praised for its ""sultry lyrics and gorgeous pop vocals."""
Biddleville Quintette,Q96373518,FALSE,,group,Charlotte,NCG02916,1926,1929,black gospel,"The Biddleville Quintette was a vocal group from the Biddleville neighborhood of Charlotte, North Carolina, United States, who recorded traditional black gospel for Paramount Records between 1926 and 1929. Although little information is available about the ensemble, the group is thought to have been led by a laborer, Adam Brown, and comprised four male singers and one woman. Their 36 recordings, released by Paramount on 78 rpm records, have become prized by collectors for their ""passionate intensity and soulful delivery"", featuring ""call and response sanctified singing and sermons peppered with emphatic shouts and hollers. The 1929 recordings include instances of shape-note singing and progressive congregational polyphony..."". The group's 1926 recording of ""Way Down in Egypt Land"" has been cited by researcher Steven Baur as an early forerunner of rock and roll, for its consistently sustained and forceful handclapped backbeat. A later recording of the song, in 1929, was among the first gospel recordings to feature percussion instruments, thought to be a tambourine and washboard. The group's complete recordings have been released on two albums by Document Records."
Kelsey Lu,Q67085047,TRUE,2816301,singer-songwriter|cellist,Charlotte,NCG02916,"May 12, 1989",,classical music,"Kelsey Elizabeth McJunkins, known professionally as Kelsey Lu (born May 12, 1991) is an American singer and cellist based in Los Angeles, California."
Mavi,Q108456045,TRUE,,rapper,Charlotte,NCG02916,"October 7, 1999",,hip hop,"Omavi Minder (born October 7, 1999), better known as Mavi (stylized in all caps), is an American rapper from Charlotte, North Carolina. Mavi emerged in 2014 as a member of North Carolina music collective KILLSWITCH, and later rose to prominence in 2019 with the release of his debut solo album Let the Sun Talk and his guest appearance on Earl Sweatshirt's EP Feet of Clay."
Michael Colina,Q6829362,TRUE,8576,composer,Charlotte,NCG02916,"November 16, 1948",,jazz,"Michael Dalmau Colina (born November 16, 1948) is a GRAMMY-winning American musician, composer, producer and engineer. He has written music for television, film, theatre, dance and live performances on concert stages throughout the United States, Europe and Japan. Colina is best known as producer and writer on recordings for musicians Bob James, David Sanborn, Michael Brecker, Marcus Miller, Bill Evans and Michael Franks. He has won three gold albums, has received four Grammy Award nominations, and won three Grammy Awards for Best Contemporary Jazz Album. In 2006, Colina dramatically shifted his music career to focus on writing classical, jazz and Latin music compositions—distinctive mashups that reflect his deep musical roots in his father's homeland of Cuba."
Mike City,Q3313265,TRUE,64877,singer-songwriter|record producer,Charlotte,NCG02916,2000,,contemporary R&B,"Mike City (born Michael Flowers) is an American singer, songwriter and record producer. He is best known for producing the singles ""I Wish"" for Carl Thomas, ""Heard It All Before"" for Sunshine Anderson, ""Full Moon"" for Brandy and ""One Woman Man"" for Dave Hollister."
Patrick Love,Q19895917,TRUE,,songwriter,Charlotte,NCG02916,"July 23, 1968",,gospel music,"Patrick Shevelle Love (born July 23, 1968) is an American gospel musician. He started his music career with the release of Wait on the Lord, released in 1994, by Crystal Rose Records. His second album, The Vision, was released by Crystal Rose Records in 1998. Both albums charted on the Billboard magazine Gospel Albums charts."
Tammy Faye Messner,Q454364,TRUE,915856,singer|entrepreneur|actor|writer,Charlotte,NCG09716,"March 7, 1942","July 20, 2007",,"Tamara Faye Messner (née LaValley, formerly Bakker /ˈbeɪkər/; March 7, 1942 – July 20, 2007) was an American evangelist, singer, author, talk show host, and television personality. She initially gained notice for her work with The PTL Club, a televangelist program she co-founded with her husband Jim Bakker in 1974. They had hosted their own puppet show series for local programming in the early 1960s; Messner also had a career as a recording artist. In 1978, she and Bakker built Heritage USA, a Christian theme park. Messner garnered significant publicity when Jim Bakker was indicted, convicted, and imprisoned on numerous counts of fraud and conspiracy in 1989, resulting in the dissolution of The PTL Club. She divorced Bakker in 1992 and married Roe Messner. She was diagnosed with colon cancer in 1996, from which she suffered intermittently for over a decade before dying of the disease in 2007. During her career Messner was noted for her eccentric and glamorous persona, as well as for moral views that diverged from those of many mainstream evangelists, particularly her advocacy for LGBT persons and reaching out to HIV/AIDS patients at the height of the AIDS epidemic. She released three autobiographies during her lifetime, I Gotta Be Me in 1978, Tammy: Telling it My Way in 1996 and I Will Survive and You Will Too! in 2003."
Dan Locklair,Q5213887,TRUE,1660895,composer|musicologist,Winston-Salem,NCG16525,1949,,orchestra,"Dan Locklair (born 1949) is an American composer. He holds the position of Composer-in-Residence at Wake Forest University in Winston-Salem, North Carolina where he is also a Professor of Music. Locklair has written numerous works ranging from organ solos to compositions for full orchestra, but he is most often noted for his sacred music. Locklair was born in Charlotte, North Carolina in 1949. He was a professional organist by age 14; he is a graduate of Mars Hill College and also holds a Doctor of Musical Arts degree from the Eastman School of Music. One of Locklair's pieces, ""The Peace may be exchanged"" (from Rubrics), was performed at the funeral service for former President Ronald Reagan at the Washington National Cathedral."
Marie Hines,Q6762876,TRUE,,singer-songwriter,Charlotte,NCG02916,"June 9, 1986",,folk music,"Madonna Marie Hines is a Nashville-based indie pop singer-songwriter. She has released one studio album and six EPs since 2010. Her music is frequently used in wedding videos, television, ad campaigns, & films both nationally and internationally. Her musical style has been compared to Ingrid Michaelson, Norah Jones, Regina Spektor and Sara Bareilles."
Billy Jonas,Q15452576,TRUE,,musician,Asheville,NCG00366,,,folk,"Billy Jonas of Asheville, North Carolina is a singer-songwriter, percussionist, and multi-instrumentalist who works as both a general audience performer and family entertainer. He is a member of Congregation Beth HaTephila and a part of the Sacred Music Team. He trains students at the age of 11-13 for their Bar Mitzvah (boy) or Bat Mitzvah (girl) which means son/daughter of commandment. As a founding member of the folk music duo, "","" and current leader of , Jonas has made use of recyclable items as instruments. His show focuses on enlightening audiences to each person’s inherent musical ability, and the musical potential of common “found objects.” Billy Jonas' 7 albums, PBS special, and 2 decades of live concerts have generated a following throughout North America."
Jermaine Dupri,Q349434,TRUE,60978,musician|rapper|singer|songwriter|record producer|talent manager|Thai boxer,Asheville,NCG00366,"September 23, 1972",,hip hop music,"Jermaine Dupri Mauldin (born September 23, 1972) is an American record producer, songwriter, rapper, entrepreneur, record executive, and DJ. He was born in Asheville, North Carolina and was raised in Atlanta. He has worked with and produced for Kris Kross, Mariah Carey, Usher, Jay-Z, Nelly, Monica, Migos, Da Brat, Xscape, Janet Jackson, TLC, Aretha Franklin, Ludacris, Alicia Keys, Jagged Edge, Mabel, Bow Wow and Weezer."
Lisa Bevill,Q6557814,TRUE,391144,singer,Asheville,NCG00366,"June 24, 1961",,gospel music,"Lisa Bevill (born June 24, 1961) is an American contemporary Christian musician. Bevill has released five albums: My Freedom (1992), All Because of You (1994), Love of Heaven (1996), Lisa Bevill (2000) and When the Healing Comes (2008)."
Bellamy Young,Q384452,TRUE,3453190,film producer|television actor|film actor|stage actor,Asheville,NCG00366,"February 19, 1970",,theatre,"Bellamy Young (born Amy Maria Young; February 19, 1970) is an American actress and singer, best known for her role as Melody ""Mellie"" Grant in the ABC drama series Scandal (2012–2018). In 2014, for her portrayal of Mellie, Young won the Critics' Choice Television Award for Best Supporting Actress in a Drama Series. Young also starred in the Fox series Prodigal Son (2019–2021)."
Eric Bachmann,Q5386067,TRUE,467007,singer,Asheville,NCG00366,"April 28, 1970",,indie folk,"Eric Bachmann is an American musician/producer. He is the lead singer of Crooked Fingers and Archers of Loaf. He was born in Greensboro, North Carolina and grew up in Asheville, North Carolina; Greenville, South Carolina; Nashville, Tennessee; and St. Petersburg, Florida. He lives in Athens, Georgia. He made two atmospheric instrumental albums as Barry Black. His first solo effort, Short Careers was recorded as a score to the film Ball of Wax. His second, To the Races, was released by Saddle Creek Records in 2006. The album, which was written while living out of his van outside Seattle the previous year, features contributions from Miranda Brown (backing vocals) and DeVotchKa violinist Tom Hagerman. From 2013-2016, he was a member of Neko Case's touring band, playing guitar and piano. On March 25, 2016, Bachmann released his third solo album, titled Eric Bachmann. On September 7, 2018, he released No Recover on Merge Records, and embarked on a tour of both clubs and full band living room shows produced by Undertow Music."
Rayna Gellert,Q7299302,TRUE,1059762,singer|fiddler,Asheville,NCG00366,15 December 1975,,Americana,"Rayna Gellert (born December 15, 1975) is an American fiddler, acoustic guitarist, singer, and songwriter specializing in old-time music. She grew up in Elkhart, in northern Indiana, formerly lived in Asheville, North Carolina, and is currently based in Nashville, Tennessee. Her father is the traditional fiddler, banjo player, and singer Dan Gellert. Originally a classically trained violinist, she took up the old-time fiddle in 1994, when she moved to North Carolina to attend Warren Wilson College. She received a bachelor's degree from Warren Wilson College. Gellert is a former member of the Freight Hoppers. From 2003 to 2009 she performed and recorded with the all-female old-time band Uncle Earl. In 2003, she was a featured performer at the Smithsonian Folklife Festival. She has also performed with the dance company Rhythm in Shoes, the West African-influenced band , Abigail Washburn, and Scott Miller. She has toured throughout the United States, Europe, and Chile. She has been a finalist at the Appalachian String Band Music Festival in Clifftop, Fayette County, West Virginia several times."
Rex Nelon,Q7319266,TRUE,1932479,singer,Asheville,NCG00366,"January 19, 1932","January 24, 2000",Southern gospel,"Rex Lloyd Nelon (January 19, 1932 – January 24, 2000) was a southern gospel musicician, who had a career spanning over 40 years of both singing and publishing gospel music. He was a longstanding member of The LeFevres, which later became The Nelons after his own family took over management. Nelon was also a featured singer of the Gaither Homecoming series."
Kat Williams,Q6374978,TRUE,,singer,Asheville,NCG00366,"February 24, 1964",,blues,"Katrina Williams is an American jazz and blues singer currently living in Asheville, North Carolina. She was a finalist on America's Got Talent, where she made it through to the Las Vegas rounds. Williams also appeared on The Tonight Show with Jay Leno."
Steven Heller,Q7614808,TRUE,1937916,record producer|composer,Asheville,NCG00366,,,,"Steven Heller (composer-producer) is a producer-composer, based in Asheville, North Carolina, who has won two Grammy Awards, as well as a number of national awards for his music and recordings. He was production music supervisor for the 1995 Miramax film, ""The Journey of August King. He wrote and produced the theme music for ""Conversations"" and ""Evening Rounds,"" listener call-in programs on the public radio station WCQS, in Asheville, North Carolina. Steven Heller is the father of guitarist Drew Heller of the band ."
Root Boy Slim,Q7366545,TRUE,290101,singer|songwriter,Asheville,NCG00366,"July 9, 1944","June 8, 1993",alternative rock,"Root Boy Slim (July 9, 1944 – June 8, 1993) was the stage name assumed by American musician Foster MacKenzie III. He was born in Asheville, North Carolina but raised in Washington, D.C.'s Maryland suburbs. He was an exceptionally bright child with parents who were able to afford a series of costly prep schools, and he attended Yale University. He returned to Maryland upon receiving his bachelor's degree and was diagnosed with schizophrenia following an LSD-induced psychotic episode. In the 1970s, he formed his own alternative rock band (including musicians such as tenor saxophonist Ron Holloway) and an ensemble titled Crying Out Loud. Mackenzie's group was ultimately billed as Root Boy Slim and the Sex Change Band and The Rootettes. The band cultivated a dedicated fan base, largely confined to the Washington metropolitan area. MacKenzie died in his sleep in his home in Orlando, Florida at age 48 and is buried in Fletcher, North Carolina. He was inducted into the Washington Area Music Association Hall of Fame in 2004."
Ira Bernstein,Q15994931,TRUE,,fiddler,Asheville,NCG00366,1959,,Appalachian,"Ira Bernstein (b. Malverne, New York, 1959) is a dancer and teacher in the United States who specializes in traditional American dance forms such as Appalachian-style clogging, flatfoot dancing, tap dance, and step dancing. He is considered an authority on clogging, and the leading figure in this dance style. He calls himself a ""percussive step dancer who specializes in Appalachian flatfooting,"" and also dances Green Grass style Appalachian clogging, English clogging, French-Canadian step dancing, Irish step dancing, and South African gumboot dancing."
Mary Lattimore,Q28823537,TRUE,1111064,harpist|composer|film score composer,Asheville,NCG00366,1980,,pop rock|electronic music|experimental music,"Mary Lattimore (born 1980) is an American classically trained harpist based in Los Angeles, California. In addition to her solo work and collaborations with fellow Philadelphia musician Jeff Zeigler, she has performed with prominent indie musicians including Thurston Moore, Kurt Vile, and Steve Gunn."
Don Howland,Q5292801,TRUE,,musician,Asheville,NCG00366,,,punk-blues,"Don Howland is an American underground musician best known for his work in the punk-blues duo the Bassholes beginning in 1992. Prior to the Bassholes, Howland played guitar and sang with the Gibson Brothers, a Columbus, Ohio-based demented roots rock band that included Monsieur Jeffrey Evans, Dan Dow, Ellen Hoover, and later Jon Spencer and Rich Lillash. Lillash, Lamont ""Bim"" Thomas and James Owen have all drummed with the Bassholes in recent years. Howland also was a member of the Asheville, North Carolina-based bands Wooden Tit and a Burning Bus. Howland participated in the Ego Summit project in 1997, which brought together longtime Columbus underground performers including Jim Shepard and Mike (Amrep) Rep, Tommy Jay (Jones) and Ron House. He has recorded for many independent labels including Matador, In the Red, Sympathy for the Record Industry, Hate Records (IT), Dead Canary, Revenant, Siltbreeze, Columbus Discount Records, and 12XU. Since 1998 Howland has lived in Asheville, North Carolina, where he hosts a 20th century classical music radio show on WSFM-LP, a volunteer-run community station."
Tyler Ramsey,Q7860132,TRUE,1031836,singer-songwriter|guitarist,Asheville,NCG00366,"December 3, 1973",,traditional folk music,"Tyler Ramsey is a singer-songwriter from Asheville, North Carolina, who is best known as the former lead guitarist for the band Band of Horses."
Frances Nero,Q5478862,TRUE,88908,singer,Asheville,NCG00366,"March 13, 1943","November 29, 2014",rhythm and blues,"Willie Frances Nero (née Peak; March 13, 1943 – November 28, 2014) was an American soul and jazz singer. She recorded for Motown after winning their 1965 talent contest and had a UK hit single in 1991 with ""Footsteps Following Me""."
Mark Hosler,Q6768111,TRUE,311561,experimental musician,Concord,NCG03409,1963,,experimental music,Mark Howard Hosler is an American musician who is a founding member of the sound art collective Negativland.
Squire Parsons,Q7582299,TRUE,2504475,singer|singer-songwriter,Asheville,NCG00366,"April 4, 1948",,southern gospel,"Squire Enos Parsons Jr. (born April 4, 1948), is a Southern Gospel singer and songwriter. He was born in Newton, West Virginia, to Squire and Maysel Parsons, and was introduced to music by his father, who was a choir director and deacon at Newton Baptist Church. Squire's father taught him to sing using shaped notes."
Caleb Johnson,Q16233888,TRUE,3748445,singer,Asheville,NCG00366,"April 23, 1991",,rock music,"Caleb Perry Johnson (born April 23, 1991) is an American singer who won the thirteenth season of American Idol. Prior to appearing on the series, he was the front man for the band Elijah Hooker. After American Idol, Johnson released his debut solo album, Testify, through Interscope Records. After leaving his label, he formed another group, Caleb Johnson and the Ramblin' Saints, and in 2019, the group self-released its first album, Born from Southern Ground."
River Guerguerian,Q7337473,TRUE,1600942,composer|percussionist,Asheville,NCG00366,,,percussion,"River Guerguerian is a multi-percussionist, composer, and educator. Canadian-born, River is of Armenian-Egyptian descent and currently lives in Asheville, North Carolina."
Valorie Miller,Q29545835,TRUE,,singer-songwriter,Asheville,NCG00366,,,folk,"Valorie Miller is a folk guitarist and singer-songwriter from Asheville, North Carolina."
Clyde McPhatter,Q1103721,TRUE,386684,singer|guitarist,Durham,NCG04584,"November 15, 1932","June 13, 1972",soul music|popular music,"Clyde Lensley McPhatter (November 15, 1932 – June 13, 1972) was an American rhythm and blues, soul, and rock and roll singer. He was one of the most widely imitated R&B singers of the 1950s and early 1960s and was a key figure in the shaping of doo-wop and R&B. McPhatter's high-pitched tenor voice was steeped in the gospel music he sang in much of his early life. He was the lead tenor of the Mount Lebanon Singers, a gospel group he formed as a teenager. He was later the lead tenor of Billy Ward and his Dominoes and was largely responsible for the initial success of the group. After his tenure with the Dominoes, McPhatter formed his own group, the Drifters, and later worked as a solo performer. Only 39 at the time of his death, he had struggled for years with alcoholism and depression, and was, according to Jay Warner's On This Day in Music History, ""broke and despondent over a mismanaged career that made him a legend but hardly a success."" McPhatter left a legacy of over 22 years of recording history. He was the first artist to be inducted twice into the Rock and Roll Hall of Fame, first as a solo artist and later as a member of the Drifters. Subsequent double and triple inductees into the Rock and Roll Hall of Fame are said to be members of the ""Clyde McPhatter Club""."
Iron & Wine,Q361881,TRUE,96923,guitarist|singer-songwriter|singer|banjoist|recording artist,Durham,NCG04584,"July 26, 1974",,folk music|country music,"Samuel ""Sam"" Ervin Beam (born July 26, 1974), better known by his stage name Iron & Wine, is an American singer-songwriter. He has released six studio albums, several EPs and singles, as well as a few download-only releases, which include a live album (a recording of his 2005 Bonnaroo performance). He occasionally tours with a full band. Beam was raised in South Carolina before moving to Virginia and then Florida to attend school. He now resides in Durham, North Carolina. The name Iron & Wine is taken from a dietary supplement named ""Beef, Iron & Wine"" that he found in a general store while shooting a film."
Pigmeat Markham,Q3025570,TRUE,58692,singer|stage actor,Durham,NCG04584,"April 18, 1904","December 13, 1981",folk,"Dewey ""Pigmeat"" Markham (April 18, 1904 – December 13, 1981) was an American entertainer. Though best known as a comedian, Markham was also a singer, dancer, and actor. His nickname came from a stage routine, in which he declared himself to be ""Sweet Poppa Pigmeat"". He was sometimes credited in films as Pigmeat ""Alamo"" Markham."
Betty Davis,Q292355,TRUE,29922,singer|singer-songwriter|composer|songwriter|model,Durham,NCG04584,"July 26, 1944","February 9, 2022",pop music|soul music|funk|rock music,"Betty Davis (née Mabry; born July 26, 1945) is an American funk and soul singer. She is known for her memorable live performances, and as Miles Davis's second wife."
Shirley Caesar,Q7498714,TRUE,38202,singer,Durham,NCG04584,"October 13, 1938",,gospel music,"Shirley Ann Caesar-Williams (born October 13, 1938), known professionally as Shirley Caesar, is an American gospel singer, songwriter and recording artist whose career has spanned seven decades. A multi-award-winning artist, with 12 Grammy Awards along with Dove Awards and Stellar Awards to her credit, she is known as the ""First Lady of Gospel Music"" and ""The Queen of Gospel Music."" She began recording at the age of 12 in 1951 on Federal Records. Shirley Caesar has released over forty albums. She has participated in over 16 compilations and three gospel musicals, Mama I Want to Sing, Sing: Mama 2 and Born to sing: Mama 3. She is also the creator of the #unameit challenge, which occurred during one of her song sermonettes. She opened her eponymous store and plans on using the profits to help others during the holiday season. Caesar's credits also include a series of commercials for MCI Communications and numerous awards for her recordings. She has won 12 Grammy Awards (including The Lifetime Achievement Grammy Award), 14 Stellar Awards, 15 Dove Awards, 1 RIAA gold certification, an Essence Award, McDonald's Golden Circle Lifetime Achievement Award, NAACP Lifetime Achievement Award, SESAC Lifetime Achievement Award, Rhapsody & Rhythm Award from the National Museum of African American Music, as well as induction into the Gospel Music Hall of Fame. According to Soundscan, she has sold 2.2 million albums since 1991. She has made several notable appearances, including the televised Live from Disney World Night of Joy, the Gospel According to VH1, a White House performance for George Bush, and a speech on the Evolution of Gospel Music to the US Treasury Department. In 2017, Caesar was honored with a Grammy Lifetime Achievement Award from The Recording Academy."
John Darnielle,Q6228586,TRUE,360211,singer-songwriter|composer,Durham,NCG04584,"March 16, 1967",present,indie folk,"John Darnielle (/dɑːrˈniːl/ dar-NEEL; born March 16, 1967) is an American musician and novelist best known as the primary, and originally sole, member of the American band the Mountain Goats, for which he is the writer, composer, guitarist, pianist, and vocalist."
Anthony Roth Costanzo,Q27995898,TRUE,1048893,singer|actor|performing artist|writer|musician|countertenor|boy soprano|opera singer,Durham,NCG04584,"May 8, 1982",,Classical,"Anthony Roth Costanzo is an American countertenor, actor, and producer who has led performances at opera companies around the world. Beginning his career in musical theatre at the age of 11, he has since been featured at the Metropolitan Opera, Lyric Opera of Chicago, San Francisco Opera, English National Opera, Los Angeles Opera, and Glyndebourne Opera Festival, as well as in concert with the New York Philharmonic, Berlin Philharmonic, San Francisco Symphony, London Symphony Orchestra, Cleveland Orchestra, and National Symphony Orchestra. In 2012, he won first place at Plácido Domingo's international opera competition Operalia and, in 2009, was a Grand Finals Winner of the Metropolitan Opera National Council Auditions. As an actor, he has performed in several films, including the Merchant Ivory film A Soldier's Daughter Never Cries, for which he was nominated for an Independent Spirit Award. As a producer and curator, he has created shows for National Sawdust, Opera Philadelphia, the Philharmonia Baroque, Princeton University, WQXR, The State Theater in Salzburg, MasterVoices, and Kabuki-za Tokyo. Costanzo is a graduate of Princeton University, where he has returned to teach, and he received his master's degree from the Manhattan School of Music."
André Raphel,Q4760043,TRUE,,conductor,Durham,NCG04584,,,,"André Raphel is an American conductor. He is Conductor Laureate of the Wheeling Symphony Orchestra, having served as Music Director from 2003-2018."
James T. Slater,Q6143974,TRUE,782520,songwriter,Durham,NCG04584,,,pop music,James Thomas Slater is a two-time Grammy-nominated singer/songwriter based in Nashville. He has written several hit songs of American popular music.
Christopher Martin,Q5112827,TRUE,468693,singer|actor|rapper,Durham,NCG04584,"July 10, 1962",,hip hop music,"Christopher Martin (born July 10, 1962) is an American actor and rapper, formerly the latter half of the late 1980s/early 1990s hip-hop/comedy duo Kid 'n Play."
John P. Kee,Q6251619,TRUE,879230,pastor|singer,Durham,NCG04584,"June 4, 1962",,Gospel,"John P. Kee (born John Prince Kee on June 4, 1962) is an American gospel singer and pastor."
Phonte,Q3381459,TRUE,198893,rapper,Greensboro,NCG06266,"December 28, 1978",,hip hop music|rap,"Phonte Lyshod Coleman, better known mononymously as Phonte (born December 28, 1978), is an American rapper, currently of the North Carolina hip-hop trio/duo Little Brother (revived in 2019 without producer 9th Wonder) and one-half of the duo The Foreign Exchange. He has also recorded R&B-flavored output as a singer (often under the pseudonym Percy Miracles), and with Nicolay on The Foreign Exchange. His rhymes tend to be no-frill perspectives on working-class life."
Caleb Southern,Q5019305,TRUE,265411,musician|record producer|composer,Durham,NCG04584,"December 26, 1969",,electronic music,"Caleb Southern (born December 26, 1969) is an American professor at the Georgia Institute of Technology, musician and record producer. He has worked with Ben Folds Five, Fear of Pop and Archers of Loaf. As of 2002, he was a member of Partners Against Crime, District 5. Ben Folds has called him the ""fourth member"" of Ben Folds Five."
Michael Best,Q6828614,TRUE,,singer|opera singer|music pedagogue,Durham,NCG04584,,,opera,"Michael Best is an American operatic tenor and voice teacher. A native of North Carolina, he was a solo artist at the Metropolitan Opera in New York City, singing 297 performances in 17 seasons. He currently teaches voice at Roosevelt University's Chicago College of Performing Arts."
Chris Sligh,Q2964865,TRUE,924838,singer,Durham,NCG04584,"April 13, 1978",,alternative rock,"Charles Christopher Sligh (born April 13, 1978) is an American singer, songwriter, producer and pastor who was a finalist on the sixth season of American Idol, finishing in tenth place. He has released 14 albums since 2001 as a solo artist, with his band Half Past Forever or with his former church's musical entity, Shoreline Music. He also starred in October Baby."
Jeremy Denk,Q6181301,TRUE,1032423,music pedagogue|pianist,Durham,NCG04584,"May 16, 1970",,classical music,"Jeremy Denk (born May 16, 1970 in Durham, North Carolina) is an American classical pianist."
